geneID,gene_name,gene_type
ENSMMUG00000009234,ZNF684,protein_coding
ENSMMUG00000064473,MRTO4,protein_coding
ENSMMUG00000015066,CCDC28B,protein_coding
ENSMMUG00000023144,ENSMMUG00000023144,protein_coding
ENSMMUG00000015634,CENPF,protein_coding
ENSMMUG00000050628,Metazoa_SRP,misc_RNA
ENSMMUG00000020398,EXO5,protein_coding
ENSMMUG00000049470,DENND2D,protein_coding
ENSMMUG00000054679,Metazoa_SRP,misc_RNA
ENSMMUG00000033058,ENSMMUG00000033058,snoRNA
ENSMMUG00000022009,CDC42,protein_coding
ENSMMUG00000056871,5S_rRNA,rRNA
ENSMMUG00000005836,ZFP69B,protein_coding
ENSMMUG00000064824,GREM2,protein_coding
ENSMMUG00000032217,TMEM50A,protein_coding
ENSMMUG00000015580,TXLNA,protein_coding
ENSMMUG00000021574,TTC22,protein_coding
ENSMMUG00000031497,ENSMMUG00000031497,protein_coding
ENSMMUG00000035358,U6,snRNA
ENSMMUG00000031435,ENSMMUG00000031435,protein_coding
ENSMMUG00000043005,Metazoa_SRP,misc_RNA
ENSMMUG00000023275,MTF1,protein_coding
ENSMMUG00000049853,Metazoa_SRP,misc_RNA
ENSMMUG00000051230,ENSMMUG00000051230,protein_coding
ENSMMUG00000065039,ENSMMUG00000065039,lncRNA
ENSMMUG00000057845,ENSMMUG00000057845,protein_coding
ENSMMUG00000062651,ENSMMUG00000062651,pseudogene
ENSMMUG00000006688,EMC1,protein_coding
ENSMMUG00000051883,ENSMMUG00000051883,protein_coding
ENSMMUG00000057560,ENSMMUG00000057560,lncRNA
ENSMMUG00000062883,Metazoa_SRP,misc_RNA
ENSMMUG00000043951,Metazoa_SRP,misc_RNA
ENSMMUG00000052612,ENSMMUG00000052612,lncRNA
ENSMMUG00000065223,ENSMMUG00000065223,snoRNA
ENSMMUG00000059650,FMN2,protein_coding
ENSMMUG00000054334,ENSMMUG00000054334,protein_coding
ENSMMUG00000032084,PARS2,protein_coding
ENSMMUG00000005371,C1H1orf122,protein_coding
ENSMMUG00000013839,SMAP2,protein_coding
ENSMMUG00000041183,ENSMMUG00000041183,lncRNA
ENSMMUG00000003887,CELA3B,protein_coding
ENSMMUG00000019154,SFPQ,protein_coding
ENSMMUG00000018458,SMG7,protein_coding
ENSMMUG00000005372,YRDC,protein_coding
ENSMMUG00000002970,RSRP1,protein_coding
ENSMMUG00000016931,KCNK2,protein_coding
ENSMMUG00000026504,U6,snRNA
ENSMMUG00000052967,ENSMMUG00000052967,protein_coding
ENSMMUG00000046192,Metazoa_SRP,misc_RNA
ENSMMUG00000024249,U4,snRNA
ENSMMUG00000022040,MANEAL,protein_coding
ENSMMUG00000005185,RGS4,protein_coding
ENSMMUG00000002968,SYF2,protein_coding
ENSMMUG00000021385,CA14,protein_coding
ENSMMUG00000058838,Metazoa_SRP,misc_RNA
ENSMMUG00000064202,ENSMMUG00000064202,lncRNA
ENSMMUG00000001869,SNAP47,protein_coding
ENSMMUG00000055525,ENSMMUG00000055525,protein_coding
ENSMMUG00000006754,TTC4,protein_coding
ENSMMUG00000008455,KPNA6,protein_coding
ENSMMUG00000051390,ENSMMUG00000051390,lncRNA
ENSMMUG00000065207,ENSMMUG00000065207,protein_coding
ENSMMUG00000024513,Y_RNA,Y_RNA
ENSMMUG00000053800,ENSMMUG00000053800,lncRNA
ENSMMUG00000002461,CEPT1,protein_coding
ENSMMUG00000064868,U1,snRNA
ENSMMUG00000026923,mml-mir-205,miRNA
ENSMMUG00000029649,ENSMMUG00000029649,protein_coding
ENSMMUG00000062716,ENSMMUG00000062716,lncRNA
ENSMMUG00000058564,Metazoa_SRP,misc_RNA
ENSMMUG00000060855,Metazoa_SRP,misc_RNA
ENSMMUG00000022639,KCTD3,protein_coding
ENSMMUG00000064377,U1,snRNA
ENSMMUG00000022038,EPHA10,protein_coding
ENSMMUG00000055536,Metazoa_SRP,misc_RNA
ENSMMUG00000018664,COL9A2,protein_coding
ENSMMUG00000058153,Metazoa_SRP,misc_RNA
ENSMMUG00000026240,Y_RNA,Y_RNA
ENSMMUG00000005068,GFI1,protein_coding
ENSMMUG00000061518,Metazoa_SRP,misc_RNA
ENSMMUG00000053969,JMJD4,protein_coding
ENSMMUG00000055847,ENSMMUG00000055847,snoRNA
ENSMMUG00000021442,CHRM3,protein_coding
ENSMMUG00000007338,TXNIP,protein_coding
ENSMMUG00000003369,CAMK1G,protein_coding
ENSMMUG00000060243,ENSMMUG00000060243,protein_coding
ENSMMUG00000016479,ZMYM1,protein_coding
ENSMMUG00000060353,PRSS38,protein_coding
ENSMMUG00000060259,Metazoa_SRP,misc_RNA
ENSMMUG00000057953,ENSMMUG00000057953,protein_coding
ENSMMUG00000053968,ENSMMUG00000053968,snoRNA
ENSMMUG00000009114,ENSMMUG00000009114,protein_coding
ENSMMUG00000050186,Metazoa_SRP,misc_RNA
ENSMMUG00000014340,CDCA8,protein_coding
ENSMMUG00000023089,PHGDH,protein_coding
ENSMMUG00000034447,U2,snRNA
ENSMMUG00000008338,WNT9A,protein_coding
ENSMMUG00000016054,HJV,protein_coding
ENSMMUG00000002420,RUNX3,protein_coding
ENSMMUG00000007806,LYPLAL1,protein_coding
ENSMMUG00000058078,Metazoa_SRP,misc_RNA
ENSMMUG00000050045,ENSMMUG00000050045,lncRNA
ENSMMUG00000059198,ENSMMUG00000059198,lncRNA
ENSMMUG00000042929,Metazoa_SRP,misc_RNA
ENSMMUG00000063277,Metazoa_SRP,misc_RNA
ENSMMUG00000022640,USH2A,protein_coding
ENSMMUG00000005186,RGS5,protein_coding
ENSMMUG00000054726,ENSMMUG00000054726,lncRNA
ENSMMUG00000050712,WNT3A,protein_coding
ENSMMUG00000054856,ENSMMUG00000054856,protein_coding
ENSMMUG00000021531,ANP32E,protein_coding
ENSMMUG00000044826,C1H1orf109,protein_coding
ENSMMUG00000016738,POLR3GL,protein_coding
ENSMMUG00000015083,ENSMMUG00000015083,protein_coding
ENSMMUG00000058513,ENSMMUG00000058513,protein_coding
ENSMMUG00000002416,CLIC4,protein_coding
ENSMMUG00000015650,TMEM39B,protein_coding
ENSMMUG00000016925,LAMB3,protein_coding
ENSMMUG00000054712,ENSMMUG00000054712,lncRNA
ENSMMUG00000052432,ARF1,protein_coding
ENSMMUG00000029348,ENSMMUG00000029348,protein_coding
ENSMMUG00000021449,VPS13D,protein_coding
ENSMMUG00000000812,LRIF1,protein_coding
ENSMMUG00000013679,ACOT11,protein_coding
ENSMMUG00000061399,U6,snRNA
ENSMMUG00000050533,ENSMMUG00000050533,lncRNA
ENSMMUG00000060016,ZNF697,protein_coding
ENSMMUG00000001152,NUF2,protein_coding
ENSMMUG00000049264,ENSMMUG00000049264,protein_coding
ENSMMUG00000010096,RPAP2,protein_coding
ENSMMUG00000008420,RSPO1,protein_coding
ENSMMUG00000005000,ZMYM6,protein_coding
ENSMMUG00000059542,ENSMMUG00000059542,lncRNA
ENSMMUG00000061301,SLC30A10,protein_coding
ENSMMUG00000056972,ENSMMUG00000056972,protein_coding
ENSMMUG00000060894,Metazoa_SRP,misc_RNA
ENSMMUG00000061845,ENSMMUG00000061845,lncRNA
ENSMMUG00000041790,Metazoa_SRP,misc_RNA
ENSMMUG00000047901,Metazoa_SRP,misc_RNA
ENSMMUG00000052395,ENSMMUG00000052395,lncRNA
ENSMMUG00000063954,ENSMMUG00000063954,lncRNA
ENSMMUG00000047765,HSD3B1,protein_coding
ENSMMUG00000054842,U3,snoRNA
ENSMMUG00000002791,C1H1orf35,protein_coding
ENSMMUG00000005992,ZMPSTE24,protein_coding
ENSMMUG00000053896,ENSMMUG00000053896,lncRNA
ENSMMUG00000002105,ZP4,protein_coding
ENSMMUG00000059514,ENSMMUG00000059514,snoRNA
ENSMMUG00000023438,KHDRBS1,protein_coding
ENSMMUG00000033018,SNORD116,snoRNA
ENSMMUG00000063676,Metazoa_SRP,misc_RNA
ENSMMUG00000016568,HSD3B2,protein_coding
ENSMMUG00000056375,ENSMMUG00000056375,protein_coding
ENSMMUG00000013681,PLEKHO1,protein_coding
ENSMMUG00000061702,ENSMMUG00000061702,protein_coding
ENSMMUG00000063455,ENSMMUG00000063455,lncRNA
ENSMMUG00000052547,Metazoa_SRP,misc_RNA
ENSMMUG00000056247,ENSMMUG00000056247,protein_coding
ENSMMUG00000008419,GNL2,protein_coding
ENSMMUG00000040654,ANKRD34A,protein_coding
ENSMMUG00000013680,FAM151A,protein_coding
ENSMMUG00000061410,ENSMMUG00000061410,lncRNA
ENSMMUG00000026478,U5,snRNA
ENSMMUG00000006645,SRRM1,protein_coding
ENSMMUG00000052510,TMCO2,protein_coding
ENSMMUG00000018460,NCF2,protein_coding
ENSMMUG00000062154,ENSMMUG00000062154,pseudogene
ENSMMUG00000051599,ENSMMUG00000051599,lncRNA
ENSMMUG00000016053,LIX1L,protein_coding
ENSMMUG00000016567,HAO2,protein_coding
ENSMMUG00000031260,ENSMMUG00000031260,protein_coding
ENSMMUG00000042531,TMEM35B,protein_coding
ENSMMUG00000032180,RLF,protein_coding
ENSMMUG00000010095,GLMN,protein_coding
ENSMMUG00000016051,RBM8A,protein_coding
ENSMMUG00000023085,GUK1,protein_coding
ENSMMUG00000014167,ESRRG,protein_coding
ENSMMUG00000058879,Metazoa_SRP,misc_RNA
ENSMMUG00000024679,Y_RNA,Y_RNA
ENSMMUG00000013673,VPS45,protein_coding
ENSMMUG00000027950,U6,snRNA
ENSMMUG00000063534,Metazoa_SRP,misc_RNA
ENSMMUG00000053181,Metazoa_SRP,misc_RNA
ENSMMUG00000036119,U1,snRNA
ENSMMUG00000016049,GNRHR2,protein_coding
ENSMMUG00000062323,ENSMMUG00000062323,lncRNA
ENSMMUG00000049347,ENSMMUG00000049347,lncRNA
ENSMMUG00000001060,RYR2,protein_coding
ENSMMUG00000004998,DLGAP3,protein_coding
ENSMMUG00000040271,ENSMMUG00000040271,miRNA
ENSMMUG00000061128,ENSMMUG00000061128,protein_coding
ENSMMUG00000057902,ENSMMUG00000057902,snoRNA
ENSMMUG00000023086,GJC2,protein_coding
ENSMMUG00000056788,ENSMMUG00000056788,pseudogene
ENSMMUG00000061559,ENSMMUG00000061559,snoRNA
ENSMMUG00000046901,PTP4A2,protein_coding
ENSMMUG00000045482,G0S2,protein_coding
ENSMMUG00000009189,PPT1,protein_coding
ENSMMUG00000057675,NCMAP,protein_coding
ENSMMUG00000057834,ENSMMUG00000057834,protein_coding
ENSMMUG00000055431,ENSMMUG00000055431,snoRNA
ENSMMUG00000016048,PEX11B,protein_coding
ENSMMUG00000060193,ENSMMUG00000060193,lncRNA
ENSMMUG00000019108,PBX1,protein_coding
ENSMMUG00000054343,Metazoa_SRP,misc_RNA
ENSMMUG00000063390,ENSMMUG00000063390,lncRNA
ENSMMUG00000059723,ENSMMUG00000059723,lncRNA
ENSMMUG00000058954,ENSMMUG00000058954,protein_coding
ENSMMUG00000059587,HSD11B1,protein_coding
ENSMMUG00000008418,DNALI1,protein_coding
ENSMMUG00000056106,ENSMMUG00000056106,lncRNA
ENSMMUG00000000811,CD53,protein_coding
ENSMMUG00000053036,ENSMMUG00000053036,protein_coding
ENSMMUG00000007244,OTUD7B,protein_coding
ENSMMUG00000059855,SNIP1,protein_coding
ENSMMUG00000012505,ENSMMUG00000012505,protein_coding
ENSMMUG00000049609,ENSMMUG00000049609,lncRNA
ENSMMUG00000016043,ITGA10,protein_coding
ENSMMUG00000014946,GPATCH2,protein_coding
ENSMMUG00000007180,BTBD8,protein_coding
ENSMMUG00000022927,RCAN3,protein_coding
ENSMMUG00000022679,GJA4,protein_coding
ENSMMUG00000020976,SSBP3,protein_coding
ENSMMUG00000026519,Y_RNA,Y_RNA
ENSMMUG00000022062,TRAF3IP3,protein_coding
ENSMMUG00000016399,RGL1,protein_coding
ENSMMUG00000022677,GJB3,protein_coding
ENSMMUG00000059214,ENSMMUG00000059214,protein_coding
ENSMMUG00000052282,ENSMMUG00000052282,protein_coding
ENSMMUG00000054190,ENSMMUG00000054190,protein_coding
ENSMMUG00000001860,GJB4,protein_coding
ENSMMUG00000023096,ENSMMUG00000023096,pseudogene
ENSMMUG00000018684,KCNA3,protein_coding
ENSMMUG00000001859,GJB5,protein_coding
ENSMMUG00000007246,MTMR11,protein_coding
ENSMMUG00000041046,WARS2,protein_coding
ENSMMUG00000062764,mml-mir-7177,miRNA
ENSMMUG00000054017,KCNA2,protein_coding
ENSMMUG00000050154,Metazoa_SRP,misc_RNA
ENSMMUG00000008722,EPRS1,protein_coding
ENSMMUG00000032951,mml-mir-552,miRNA
ENSMMUG00000039738,U6,snRNA
ENSMMUG00000010328,MEAF6,protein_coding
ENSMMUG00000041470,Metazoa_SRP,misc_RNA
ENSMMUG00000004466,NIPAL3,protein_coding
ENSMMUG00000063814,ENSMMUG00000063814,lncRNA
ENSMMUG00000054439,Y_RNA,Y_RNA
ENSMMUG00000007256,SF3B4,protein_coding
ENSMMUG00000016056,KCNA10,protein_coding
ENSMMUG00000060649,ENSMMUG00000060649,lncRNA
ENSMMUG00000053692,ENSMMUG00000053692,lncRNA
ENSMMUG00000007213,SPATA17,protein_coding
ENSMMUG00000035555,U6,snRNA
ENSMMUG00000053077,Metazoa_SRP,misc_RNA
ENSMMUG00000063359,C1orf74,protein_coding
ENSMMUG00000062177,ENSMMUG00000062177,protein_coding
ENSMMUG00000005466,SPOCD1,protein_coding
ENSMMUG00000006300,LMX1A,protein_coding
ENSMMUG00000055302,ENSMMUG00000055302,pseudogene
ENSMMUG00000057054,ENSMMUG00000057054,lncRNA
ENSMMUG00000022065,IRF6,protein_coding
ENSMMUG00000064173,PROK1,protein_coding
ENSMMUG00000000952,C1H1orf94,protein_coding
ENSMMUG00000054255,STPG1,protein_coding
ENSMMUG00000059598,ENSMMUG00000059598,protein_coding
ENSMMUG00000007257,SV2A,protein_coding
ENSMMUG00000058542,Metazoa_SRP,misc_RNA
ENSMMUG00000063754,ENSMMUG00000063754,protein_coding
ENSMMUG00000009257,TBX15,protein_coding
ENSMMUG00000022066,UTP25,protein_coding
ENSMMUG00000062824,Metazoa_SRP,misc_RNA
ENSMMUG00000006669,UBR4,protein_coding
ENSMMUG00000020972,MRPL37,protein_coding
ENSMMUG00000049848,LAMTOR5,protein_coding
ENSMMUG00000024597,U1,snRNA
ENSMMUG00000016733,PIAS3,pseudogene
ENSMMUG00000064398,ENSMMUG00000064398,lncRNA
ENSMMUG00000009188,CAP1,protein_coding
ENSMMUG00000010323,ZC3H12A,protein_coding
ENSMMUG00000010073,MTR,protein_coding
ENSMMUG00000004070,RRP15,protein_coding
ENSMMUG00000007258,BOLA1,protein_coding
ENSMMUG00000004463,GRHL3,protein_coding
ENSMMUG00000064331,Metazoa_SRP,misc_RNA
ENSMMUG00000064197,Metazoa_SRP,misc_RNA
ENSMMUG00000015022,SLC16A4,protein_coding
ENSMMUG00000052186,ENSMMUG00000052186,protein_coding
ENSMMUG00000050060,ENSMMUG00000050060,lncRNA
ENSMMUG00000061036,H2AC21,protein_coding
ENSMMUG00000059072,Metazoa_SRP,misc_RNA
ENSMMUG00000016734,NUDT17,protein_coding
ENSMMUG00000015949,ENSMMUG00000015949,protein_coding
ENSMMUG00000037540,H2AC20,protein_coding
ENSMMUG00000061181,Metazoa_SRP,misc_RNA
ENSMMUG00000019986,SETSIP,protein_coding
ENSMMUG00000059673,Metazoa_SRP,misc_RNA
ENSMMUG00000063990,Metazoa_SRP,misc_RNA
ENSMMUG00000043047,ENSMMUG00000043047,lncRNA
ENSMMUG00000004071,TGFB2,protein_coding
ENSMMUG00000065163,ENSMMUG00000065163,lncRNA
ENSMMUG00000016349,SYT14,protein_coding
ENSMMUG00000009679,GRIK3,protein_coding
ENSMMUG00000002892,RXRG,protein_coding
ENSMMUG00000052382,ENSMMUG00000052382,protein_coding
ENSMMUG00000015020,RBM15,protein_coding
ENSMMUG00000014828,HSPG2,protein_coding
ENSMMUG00000015947,CDCP2,protein_coding
ENSMMUG00000062407,ENSMMUG00000062407,pseudogene
ENSMMUG00000016735,POLR3C,protein_coding
ENSMMUG00000054615,ENSMMUG00000054615,pseudogene
ENSMMUG00000060284,APOBEC4,protein_coding
ENSMMUG00000051523,Metazoa_SRP,misc_RNA
ENSMMUG00000008519,SPAG17,protein_coding
ENSMMUG00000011264,MFSD2A,protein_coding
ENSMMUG00000054078,HIST2H3A,protein_coding
ENSMMUG00000016405,COLGALT2,protein_coding
ENSMMUG00000053885,ENSMMUG00000053885,protein_coding
ENSMMUG00000040506,H2BC18,protein_coding
ENSMMUG00000002741,CSMD2,protein_coding
ENSMMUG00000055059,Metazoa_SRP,misc_RNA
ENSMMUG00000014218,TCEANC2,protein_coding
ENSMMUG00000033539,U3,snoRNA
ENSMMUG00000058040,ENSMMUG00000058040,lncRNA
ENSMMUG00000061560,Metazoa_SRP,misc_RNA
ENSMMUG00000004362,FCGR1A,protein_coding
ENSMMUG00000049685,ENSMMUG00000049685,lncRNA
ENSMMUG00000009967,SERTAD4,protein_coding
ENSMMUG00000023057,IFNLR1,protein_coding
ENSMMUG00000053512,ENSMMUG00000053512,protein_coding
ENSMMUG00000064206,TSEN15,protein_coding
ENSMMUG00000015518,LRRC52,protein_coding
ENSMMUG00000016736,RNF115,protein_coding
ENSMMUG00000051267,Y_RNA,Y_RNA
ENSMMUG00000061073,ENSMMUG00000061073,lncRNA
ENSMMUG00000014018,BRDT,protein_coding
ENSMMUG00000004614,KCNC4,protein_coding
ENSMMUG00000060377,ENSMMUG00000060377,protein_coding
ENSMMUG00000054836,ENSMMUG00000054836,lncRNA
ENSMMUG00000054610,Metazoa_SRP,misc_RNA
ENSMMUG00000015948,MGST3,protein_coding
ENSMMUG00000063454,IL22RA1,protein_coding
ENSMMUG00000038839,ENSMMUG00000038839,pseudogene
ENSMMUG00000027803,Y_RNA,Y_RNA
ENSMMUG00000040630,ENSMMUG00000040630,pseudogene
ENSMMUG00000027766,Y_RNA,Y_RNA
ENSMMUG00000046023,ENSMMUG00000046023,processed_pseudogene
ENSMMUG00000016223,MYCL,protein_coding
ENSMMUG00000058107,ENSMMUG00000058107,protein_coding
ENSMMUG00000005306,TRIM11,protein_coding
ENSMMUG00000016099,HHAT,protein_coding
ENSMMUG00000051730,U1,snRNA
ENSMMUG00000041607,Metazoa_SRP,misc_RNA
ENSMMUG00000007969,CD160,protein_coding
ENSMMUG00000021544,SLC6A17,protein_coding
ENSMMUG00000058020,ENSMMUG00000058020,lncRNA
ENSMMUG00000054563,ENSMMUG00000054563,protein_coding
ENSMMUG00000064782,U1,snRNA
ENSMMUG00000051893,ENSMMUG00000051893,protein_coding
ENSMMUG00000062353,C1H1orf21,protein_coding
ENSMMUG00000023401,ADGRB2,protein_coding
ENSMMUG00000015946,ALDH9A1,protein_coding
ENSMMUG00000057392,U1,snRNA
ENSMMUG00000007183,TMEM59,protein_coding
ENSMMUG00000016220,TRIT1,protein_coding
ENSMMUG00000058713,ENSMMUG00000058713,protein_coding
ENSMMUG00000005307,TRIM17,protein_coding
ENSMMUG00000020434,CSF3R,protein_coding
ENSMMUG00000023889,U1,snRNA
ENSMMUG00000027412,U5,snRNA
ENSMMUG00000028053,Y_RNA,Y_RNA
ENSMMUG00000052703,Metazoa_SRP,misc_RNA
ENSMMUG00000063311,Metazoa_SRP,misc_RNA
ENSMMUG00000008513,WDR3,protein_coding
ENSMMUG00000060619,ALX3,protein_coding
ENSMMUG00000062066,ENSMMUG00000062066,protein_coding
ENSMMUG00000019642,PDZK1,protein_coding
ENSMMUG00000052587,ENSMMUG00000052587,lncRNA
ENSMMUG00000054730,U1,snRNA
ENSMMUG00000023052,MYOM3,protein_coding
ENSMMUG00000055227,H3-4,protein_coding
ENSMMUG00000054571,U1,snRNA
ENSMMUG00000005585,TMCO1,protein_coding
ENSMMUG00000060464,ENSMMUG00000060464,lncRNA
ENSMMUG00000025964,Y_RNA,Y_RNA
ENSMMUG00000059204,ENSMMUG00000059204,lncRNA
ENSMMUG00000016102,KCNH1,protein_coding
ENSMMUG00000020471,ACTN2,protein_coding
ENSMMUG00000053022,H2BU1,protein_coding
ENSMMUG00000063318,ENSMMUG00000063318,protein_coding
ENSMMUG00000060603,ENSMMUG00000060603,lncRNA
ENSMMUG00000053859,UCK2,protein_coding
ENSMMUG00000054797,ENSMMUG00000054797,lncRNA
ENSMMUG00000005410,EDEM3,protein_coding
ENSMMUG00000062140,ENSMMUG00000062140,protein_coding
ENSMMUG00000058881,ENSMMUG00000058881,protein_coding
ENSMMUG00000048590,RNF187,protein_coding
ENSMMUG00000001742,TGFBR3,protein_coding
ENSMMUG00000019640,GPR89A,protein_coding
ENSMMUG00000058089,ENSMMUG00000058089,lncRNA
ENSMMUG00000020433,MRPS15,protein_coding
ENSMMUG00000061152,U1,snRNA
ENSMMUG00000005426,STRIP1,protein_coding
ENSMMUG00000059055,5S_rRNA,rRNA
ENSMMUG00000057426,FAM78B,protein_coding
ENSMMUG00000058364,U1,snRNA
ENSMMUG00000054908,5S_rRNA,rRNA
ENSMMUG00000062240,5S_rRNA,rRNA
ENSMMUG00000055782,Metazoa_SRP,misc_RNA
ENSMMUG00000055501,5S_rRNA,rRNA
ENSMMUG00000024186,U1,snRNA
ENSMMUG00000023143,PKLR,protein_coding
ENSMMUG00000053074,ENSMMUG00000053074,lncRNA
ENSMMUG00000057556,5S_rRNA,rRNA
ENSMMUG00000036857,U1,snRNA
ENSMMUG00000064365,ENSMMUG00000064365,lncRNA
ENSMMUG00000064626,U1,snRNA
ENSMMUG00000056455,5S_rRNA,rRNA
ENSMMUG00000018869,PPIE,protein_coding
ENSMMUG00000064010,5S_rRNA,rRNA
ENSMMUG00000061239,ENSMMUG00000061239,lncRNA
ENSMMUG00000056384,5S_rRNA,rRNA
ENSMMUG00000054590,ENSMMUG00000054590,lncRNA
ENSMMUG00000060874,5S_rRNA,rRNA
ENSMMUG00000062109,5S_rRNA,rRNA
ENSMMUG00000013487,SH3GLB1,protein_coding
ENSMMUG00000050633,5S_rRNA,rRNA
ENSMMUG00000054496,U1,snRNA
ENSMMUG00000017789,POGK,protein_coding
ENSMMUG00000054771,5S_rRNA,rRNA
ENSMMUG00000056294,5S_rRNA,rRNA
ENSMMUG00000006224,PIK3CD,protein_coding
ENSMMUG00000063734,5S_rRNA,rRNA
ENSMMUG00000061381,HCN3,protein_coding
ENSMMUG00000048493,ENSMMUG00000048493,protein_coding
ENSMMUG00000052871,ENSMMUG00000052871,protein_coding
ENSMMUG00000063830,5S_rRNA,rRNA
ENSMMUG00000043556,ENSMMUG00000043556,protein_coding
ENSMMUG00000053670,5S_rRNA,rRNA
ENSMMUG00000061090,5S_rRNA,rRNA
ENSMMUG00000036124,U7,snRNA
ENSMMUG00000057963,ENSMMUG00000057963,protein_coding
ENSMMUG00000046645,ENSMMUG00000046645,lncRNA
ENSMMUG00000057014,5S_rRNA,rRNA
ENSMMUG00000058794,5S_rRNA,rRNA
ENSMMUG00000063769,U1,snRNA
ENSMMUG00000053818,5S_rRNA,rRNA
ENSMMUG00000044273,HPCAL4,protein_coding
ENSMMUG00000020383,RCOR3,protein_coding
ENSMMUG00000056619,ENSMMUG00000056619,protein_coding
ENSMMUG00000051734,5S_rRNA,rRNA
ENSMMUG00000053033,5S_rRNA,rRNA
ENSMMUG00000023141,CLK2,protein_coding
ENSMMUG00000059500,5S_rRNA,rRNA
ENSMMUG00000062807,ENSMMUG00000062807,lncRNA
ENSMMUG00000056128,NT5C1A,protein_coding
ENSMMUG00000052366,5S_rRNA,rRNA
ENSMMUG00000051812,5S_rRNA,rRNA
ENSMMUG00000055711,5S_rRNA,rRNA
ENSMMUG00000020432,OSCP1,protein_coding
ENSMMUG00000060400,Metazoa_SRP,misc_RNA
ENSMMUG00000060804,5S_rRNA,rRNA
ENSMMUG00000017790,TADA1,protein_coding
ENSMMUG00000058027,5S_rRNA,rRNA
ENSMMUG00000052865,5S_rRNA,rRNA
ENSMMUG00000050019,HEYL,protein_coding
ENSMMUG00000064326,ENSMMUG00000064326,protein_coding
ENSMMUG00000032096,LDLRAD1,protein_coding
ENSMMUG00000054599,5S_rRNA,rRNA
ENSMMUG00000056648,5S_rRNA,rRNA
ENSMMUG00000052259,Metazoa_SRP,misc_RNA
ENSMMUG00000059024,5S_rRNA,rRNA
ENSMMUG00000018313,SCAMP3,protein_coding
ENSMMUG00000058837,ENSMMUG00000058837,lncRNA
ENSMMUG00000049884,ENSMMUG00000049884,pseudogene
ENSMMUG00000053312,ENSMMUG00000053312,protein_coding
ENSMMUG00000031232,ENSMMUG00000031232,protein_coding
ENSMMUG00000019515,NIBAN1,protein_coding
ENSMMUG00000056076,U1,snRNA
ENSMMUG00000031427,TRAF5,protein_coding
ENSMMUG00000054551,Metazoa_SRP,misc_RNA
ENSMMUG00000049823,U4,snRNA
ENSMMUG00000055754,U1,snRNA
ENSMMUG00000063674,U1,snRNA
ENSMMUG00000024139,SNORA63,snoRNA
ENSMMUG00000038562,SRSF10,protein_coding
ENSMMUG00000007182,LRRC42,protein_coding
ENSMMUG00000017338,LSM10,protein_coding
ENSMMUG00000056325,ENSMMUG00000056325,protein_coding
ENSMMUG00000007497,PABPC4,protein_coding
ENSMMUG00000042612,Metazoa_SRP,misc_RNA
ENSMMUG00000057742,ENSMMUG00000057742,lncRNA
ENSMMUG00000031997,ENSMMUG00000031997,protein_coding
ENSMMUG00000043999,TMEM201,protein_coding
ENSMMUG00000051155,U2,snRNA
ENSMMUG00000018309,FAM189B,protein_coding
ENSMMUG00000058709,ENSMMUG00000058709,lncRNA
ENSMMUG00000057510,RD3,protein_coding
ENSMMUG00000013783,PNRC2,protein_coding
ENSMMUG00000022715,AHCYL1,protein_coding
ENSMMUG00000000813,ENSMMUG00000000813,protein_coding
ENSMMUG00000039930,ENSMMUG00000039930,protein_coding
ENSMMUG00000055722,ENSMMUG00000055722,protein_coding
ENSMMUG00000053531,ENSMMUG00000053531,protein_coding
ENSMMUG00000063165,ENSMMUG00000063165,lncRNA
ENSMMUG00000016212,STK40,protein_coding
ENSMMUG00000045843,U7,snRNA
ENSMMUG00000050770,ENSMMUG00000050770,lncRNA
ENSMMUG00000049505,ENSMMUG00000049505,lncRNA
ENSMMUG00000061193,HSPB11,protein_coding
ENSMMUG00000025148,ENSMMUG00000025148,snoRNA
ENSMMUG00000044046,ENSMMUG00000044046,protein_coding
ENSMMUG00000059931,ENSMMUG00000059931,snoRNA
ENSMMUG00000056449,SLC30A1,protein_coding
ENSMMUG00000063736,ENSMMUG00000063736,protein_coding
ENSMMUG00000057438,Metazoa_SRP,misc_RNA
ENSMMUG00000008507,GBA,protein_coding
ENSMMUG00000010306,CLCA4,protein_coding
ENSMMUG00000037284,ENSMMUG00000037284,snoRNA
ENSMMUG00000000868,SLC30A1,protein_coding
ENSMMUG00000064543,ENSMMUG00000064543,protein_coding
ENSMMUG00000004217,CNR2,protein_coding
