name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Verrucomicrobia bacterium IMCC26134,1637999,S,374,898,1272,0.000871898
Verrucomicrobia bacterium,2026799,S,348,649,997,0.000683398
Candidatus Xiphinematobacter sp. Idaho Grape,1704307,S,543,254,797,0.000546307
Methylacidiphilum fumariolicum,591154,S,175,305,480,0.000329018
Methylacidiphilum infernorum,511746,S,10,28,38,2.60E-05
Parachlamydia acanthamoebae,83552,S,260,361,621,0.000425667
Candidatus Protochlamydia amoebophila,362787,S,53,154,207,0.000141889
Candidatus Protochlamydia naegleriophila,389348,S,14,55,69,4.73E-05
Simkania negevensis,83561,S,185,50,235,0.000161082
Waddlia chondrophila,71667,S,79,39,118,8.09E-05
Chlamydia sp. 2742-308,1806891,S,31,34,65,4.46E-05
Chlamydia trachomatis,813,S,24,106,130,8.91E-05
Chlamydia pecorum,85991,S,18,-18,0,0
Chlamydia avium,1457141,S,10,21,31,2.12E-05
Kiritimatiella glycovorans,1307763,S,265,451,716,0.000490785
Victivallales bacterium CCUG 44730,2094242,S,135,21,156,0.000106931
Candidatus Solibacter usitatus,332163,S,1036,172,1208,0.000828029
Granulicella tundricola,940615,S,117,104,221,0.000151485
Granulicella mallensis,940614,S,42,31,73,5.00E-05
Terriglobus roseus,392734,S,124,91,215,0.000147373
Terriglobus saanensis,870903,S,28,27,55,3.77E-05
Candidatus Koribacter versatilis,658062,S,105,33,138,9.46E-05
Acidobacteriaceae bacterium SBC82,2211140,S,94,52,146,0.000100076
Acidobacterium capsulatum,33075,S,62,50,112,7.68E-05
Luteitalea pratensis,1855912,S,859,133,992,0.000679971
Chloracidobacterium thermophilum,458033,S,484,115,599,0.000410587
Leptotrichia buccalis,40542,S,513,353,866,0.000593604
Leptotrichia sp. oral taxon 498,712368,S,389,453,842,0.000577153
Leptotrichia sp. oral taxon 212,712357,S,153,86,239,0.000163824
Leptotrichia sp. oral taxon 847,1785996,S,32,39,71,4.87E-05
Sneathia amnii,187101,S,52,32,84,5.76E-05
Streptobacillus moniliformis,34105,S,23,24,47,3.22E-05
Fusobacterium nucleatum,851,S,161,569,730,0.000500382
Fusobacterium periodonticum,860,S,86,67,153,0.000104875
Fusobacterium hwasookii,1583098,S,61,263,324,0.000222087
Fusobacterium mortiferum,850,S,44,16,60,4.11E-05
Ilyobacter polytropus,167642,S,70,27,97,6.65E-05
Treponema sp. OMZ 838,1539298,S,106,134,240,0.000164509
Treponema brennaborense,81028,S,54,39,93,6.37E-05
Treponema caldarium,215591,S,31,27,58,3.98E-05
Treponema denticola,158,S,24,108,132,9.05E-05
Treponema pedis,409322,S,17,11,28,1.92E-05
Treponema succinifaciens,167,S,13,10,23,1.58E-05
Spirochaeta africana,46355,S,48,54,102,6.99E-05
Spirochaeta thermophila,154,S,24,2,26,1.78E-05
Sediminispirochaeta smaragdinae,55206,S,50,52,102,6.99E-05
Sphaerochaeta globosa,1131703,S,12,39,51,3.50E-05
Salinispira pacifica,1307761,S,18,25,43,2.95E-05
Turneriella parva,29510,S,422,6,428,0.000293375
Leptospira biflexa,172,S,13,-13,0,0
Leptospira interrogans,173,S,10,136,146,0.000100076
Brachyspira pilosicoli,52584,S,53,86,139,9.53E-05
Nitrospira japonica,1325564,S,230,355,585,0.000400991
Nitrospira defluvii,330214,S,175,167,342,0.000234425
Nitrospira moscoviensis,42253,S,132,197,329,0.000225515
Candidatus Nitrospira inopinata,1715989,S,91,138,229,0.000156969
Thermodesulfovibrio yellowstonii,28262,S,135,2,137,9.39E-05
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,2056494,S,488,4,492,0.000337244
Candidatus Saccharibacteria oral taxon TM7x,1476577,S,465,150,615,0.000421555
Candidatus Gracilibacteria bacterium HOT-871,1540872,S,244,8,252,0.000172735
Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),2066483,S,108,1,109,7.47E-05
bacterium 2013Arg42i,1561003,S,38,1,39,2.67E-05
Elusimicrobium minutum,423605,S,329,4,333,0.000228256
Candidatus Endomicrobium trichonymphae,1408204,S,12,173,185,0.000126809
Kosmotoga olearia,651457,S,110,32,142,9.73E-05
Petrotoga mobilis,69499,S,115,46,161,0.000110358
Thermotoga profunda,1508420,S,14,73,87,5.96E-05
Jonquetella anthropi,428712,S,96,37,133,9.12E-05
Thermanaerovibrio velox,108007,S,25,95,120,8.23E-05
Thermovirga lienii,336261,S,26,37,63,4.32E-05
Aminobacterium colombiense,81468,S,14,12,26,1.78E-05
Cloacibacillus porcorum,1197717,S,12,9,21,1.44E-05
Sulfurihydrogenibium azorense,309806,S,102,54,156,0.000106931
Aquifex aeolicus,63363,S,10,30,40,2.74E-05
Calditerrivibrio nitroreducens,477976,S,36,13,49,3.36E-05
Denitrovibrio acetiphilus,118000,S,21,1,22,1.51E-05
Flexistipes sinusarabici,2352,S,10,2,12,8.23E-06
Deferribacter desulfuricans,197162,S,10,6,16,1.10E-05
Thermodesulfatator indicus,171695,S,13,0,13,8.91E-06
Caldimicrobium thiodismutans,1653476,S,13,1,14,9.60E-06
Desulfurispirillum indicum,936456,S,65,10,75,5.14E-05
Caldithrix abyssi,187145,S,31,0,31,2.12E-05
Dictyoglomus turgidum,513050,S,12,5,17,1.17E-05
Caldisericum exile,693075,S,16,0,16,1.10E-05
Methanocorpusculum labreanum,83984,S,29,33,62,4.25E-05
Methanospirillum hungatei,2203,S,10,9,19,1.30E-05
Methanosarcina lacustris,170861,S,26,55,81,5.55E-05
Methanococcoides methylutens,2226,S,23,8,31,2.12E-05
Methanothrix soehngenii,2223,S,35,21,56,3.84E-05
halophilic archaeon DL31,756883,S,25,52,77,5.28E-05
Nitrososphaera viennensis,1034015,S,22,17,39,2.67E-05
Baboon endogenous virus,196403,S,1064,2,1066,0.000730695
Mus musculus mobilized endogenous polytropic provirus,590745,S,78,79,157,0.000107616
Abelson murine leukemia virus,11788,S,34,20,54,3.70E-05
Murine leukemia virus,11786,S,87,29,116,7.95E-05
Mason-Pfizer monkey virus,11855,S,160,0,160,0.000109673
Choristoneura occidentalis granulovirus,364745,S,240,0,240,0.000164509
Propionibacterium virus PHL112N00,1982285,S,33,44,77,5.28E-05
Propionibacterium phage Moyashi,1654781,S,20,39,59,4.04E-05
Turnip vein-clearing virus,29272,S,28,0,28,1.92E-05
White clover mosaic virus,12188,S,17,0,17,1.17E-05
