name,rank,species
Leptospirales,order,Turneriella parva
Burkholderiales,order,Variovorax boronicumulans
Burkholderiales,order,Variovorax paradoxus
Burkholderiales,order,Variovorax sp. HW608
Burkholderiales,order,Variovorax sp. PAMC 28711
Burkholderiales,order,Variovorax sp. PMC12
Veillonellales,order,Veillonella parvula
Burkholderiales,order,Verminephrobacter eiseniae
Verrucomicrobiales,order,Verrucomicrobium sp. GAS474
Verrucomicrobiales,order,Verrucomicrobium spinosum
Vibrionales,order,Vibrio cholerae
Vibrionales,order,Vibrio vulnificus
Neisseriales,order,Vitreoscilla filiformis
Flavobacteriales,order,Weeksella virosa
Flavobacteriales,order,Winogradskyella sp. PG-2
Hyphomicrobiales,order,Xanthobacter autotrophicus
Xanthomonadales,order,Xanthomonas citri
Enterobacterales,order,Yersinia pestis
Rhodobacterales,order,Yoonia vestfoldensis
Rhodocyclales,order,Zoogloeaceae bacteirum Par-f-2
Cyanobacteria,phylum,Acaryochloris marina
Proteobacteria,phylum,Acetobacter pomorum
Actinobacteria,phylum,Acidimicrobium ferrooxidans
Proteobacteria,phylum,Acidovorax avenae
Proteobacteria,phylum,Acidovorax carolinensis
Proteobacteria,phylum,Acidovorax ebreus
Proteobacteria,phylum,Acidovorax sp. JS42
Proteobacteria,phylum,Acidovorax sp. KKS102
Proteobacteria,phylum,Acidovorax sp. T1
Proteobacteria,phylum,Acinetobacter
Proteobacteria,phylum,Acinetobacter baumannii
Proteobacteria,phylum,Acinetobacter haemolyticus
Proteobacteria,phylum,Acinetobacter indicus
Proteobacteria,phylum,Acinetobacter johnsonii
Proteobacteria,phylum,Acinetobacter junii
Proteobacteria,phylum,Acinetobacter lwoffii
Proteobacteria,phylum,Acinetobacter schindleri
Proteobacteria,phylum,Acinetobacter sp. ACNIH1
Proteobacteria,phylum,Acinetobacter sp. NCu2D-2
Proteobacteria,phylum,Acinetobacter sp. SWBY1
Proteobacteria,phylum,Acinetobacter sp. TTH0-4
Proteobacteria,phylum,Acinetobacter sp. WCHA45
Proteobacteria,phylum,Acinetobacter sp. WCHAc010034
Actinobacteria,phylum,Actinobacteria bacterium IMCC26256
Actinobacteria,phylum,Actinomyces hongkongensis
Actinobacteria,phylum,Actinomyces oris
Actinobacteria,phylum,Actinoplanes derwentensis
Actinobacteria,phylum,Actinoplanes sp. SE50
Actinobacteria,phylum,Actinoplanes sp. SE50/110
Actinobacteria,phylum,Actinopolyspora erythraea
Firmicutes,phylum,Aerococcus urinaehominis
Proteobacteria,phylum,Aeromonas hydrophila
Proteobacteria,phylum,Aeromonas salmonicida
Proteobacteria,phylum,Aeromonas sp. ASNIH4
Proteobacteria,phylum,Agrobacterium vitis
Actinobacteria,phylum,Agrococcus carbonis
Actinobacteria,phylum,Agrococcus jejuensis
Verrucomicrobia,phylum,Akkermansia muciniphila
Proteobacteria,phylum,Alcanivorax sp. N3-2A
Proteobacteria,phylum,Alicycliphilus denitrificans
Proteobacteria,phylum,Aliiarcobacter skirrowii
Bacteroidota,phylum,Alistipes shahii
Bacteroidota,phylum,Alkalitalea saponilacus
Proteobacteria,phylum,Altererythrobacter sp. B11
Proteobacteria,phylum,Alteromonas mediterranea
Cyanobacteria,phylum,Anabaena cylindrica
Cyanobacteria,phylum,Anabaena sp. WA102
Firmicutes,phylum,Anaerococcus mediterraneensis
Firmicutes,phylum,Anaerococcus prevotii
Chloroflexi,phylum,Anaerolinea thermophila
Proteobacteria,phylum,Anaeromyxobacter sp. Fw109-5
Firmicutes,phylum,Anaerostipes hadrus
Proteobacteria,phylum,Aquabacterium olei
Proteobacteria,phylum,Aquaspirillum sp. LM1
Bacteroidota,phylum,Arachidicoccus sp. BS20
Bacteroidota,phylum,Arachidicoccus sp. KIS59-12
Actinobacteria,phylum,Arcanobacterium haemolyticum
Bacteroidota,phylum,Arenibacter algicola
Proteobacteria,phylum,Aromatoleum aromaticum
Actinobacteria,phylum,Arthrobacter sp. Rue61a
Actinobacteria,phylum,Arthrobacter sp. YC-RL1
Proteobacteria,phylum,Asticcacaulis excentricus
Actinobacteria,phylum,Aurantimicrobium sp. MWH-Mo1
Proteobacteria,phylum,Azoarcus communis
Proteobacteria,phylum,Azoarcus sp. CIB
Proteobacteria,phylum,Azospira oryzae
Artverviricota,phylum,Baboon endogenous virus
Firmicutes,phylum,Bacillus anthracis
Firmicutes,phylum,Bacillus atrophaeus
Firmicutes,phylum,Bacillus cereus
Firmicutes,phylum,Bacillus sp. FJAT-14266
Firmicutes,phylum,Bacillus sp. Lzh-5
Firmicutes,phylum,Bacillus subtilis
Firmicutes,phylum,Bacillus thuringiensis
Firmicutes,phylum,Bacillus velezensis
Proteobacteria,phylum,Bacteriovorax stolpii
Bacteroidota,phylum,Bacteroides dorei
Bacteroidota,phylum,Bacteroides fragilis
Bacteroidota,phylum,Bacteroides ovatus
Bacteroidota,phylum,Bacteroides salanitronis
Bacteroidota,phylum,Bacteroides vulgatus
Bacteroidota,phylum,Barnesiella viscericola
Proteobacteria,phylum,Bartonella sp. 11B
Proteobacteria,phylum,Bartonella sp. Coyote22sub2
Proteobacteria,phylum,Bdellovibrio bacteriovorus
Proteobacteria,phylum,Bdellovibrio exovorus
Bacteroidota,phylum,Bernardetia litoralis
Proteobacteria,phylum,Betaproteobacteria bacterium GR16-43
Actinobacteria,phylum,Beutenbergia cavernae
Actinobacteria,phylum,Bifidobacterium animalis
Actinobacteria,phylum,Bifidobacterium dentium
Actinobacteria,phylum,Bifidobacterium longum
Actinobacteria,phylum,Blastococcus saxobsidens
Firmicutes,phylum,Blautia sp. YL58
Proteobacteria,phylum,Bordetella parapertussis
Proteobacteria,phylum,Bordetella pertussis
Proteobacteria,phylum,Bosea sp. AS-1
Proteobacteria,phylum,Bradyrhizobiaceae bacterium SG-6C
Proteobacteria,phylum,Bradyrhizobium japonicum
Proteobacteria,phylum,Bradyrhizobium sp. 2 39S1MB
Proteobacteria,phylum,Bradyrhizobium sp. SK17
Chloroflexi,phylum,Brevefilum fermentans
Firmicutes,phylum,Brevibacillus brevis
Actinobacteria,phylum,Brevibacterium linens
Proteobacteria,phylum,Brevundimonas diminuta
Proteobacteria,phylum,Brevundimonas naejangsanensis
Proteobacteria,phylum,Brevundimonas sp. DS20
Proteobacteria,phylum,Brevundimonas sp. GW460-12-10-14-LB2
Proteobacteria,phylum,Brevundimonas vesicularis
Proteobacteria,phylum,Brucella abortus
Proteobacteria,phylum,Brucella canis
Proteobacteria,phylum,Brucella melitensis
Proteobacteria,phylum,Burkholderia cenocepacia
Proteobacteria,phylum,Burkholderia cepacia
Proteobacteria,phylum,Burkholderia mallei
Proteobacteria,phylum,Burkholderia pseudomallei
Proteobacteria,phylum,Burkholderia sp. Bp7605
Proteobacteria,phylum,Burkholderia thailandensis
Proteobacteria,phylum,Burkholderiales bacterium JOSHI_001
Proteobacteria,phylum,Campylobacter concisus
Proteobacteria,phylum,Campylobacter gracilis
Proteobacteria,phylum,Campylobacter jejuni
Proteobacteria,phylum,Candidatus Accumulibacter phosphatis
Cyanobacteria,phylum,Candidatus Atelocyanobacterium thalassa
Proteobacteria,phylum,Candidatus Liberibacter asiaticus
Proteobacteria,phylum,Candidatus Methylopumilus planktonicus
Proteobacteria,phylum,Candidatus Methylopumilus turicensis
Tenericutes,phylum,Candidatus Phytoplasma mali
Actinobacteria,phylum,Candidatus Planktophila sulfonica
Chlamydiae,phylum,Candidatus Protochlamydia amoebophila
Actinobacteria,phylum,Candidatus Rhodoluna planktonica
Candidatus Saccharibacteria,phylum,Candidatus Saccharibacteria oral taxon TM7x
Acidobacteria,phylum,Candidatus Solibacter usitatus
Bacteroidota,phylum,Candidatus Sulcia muelleri
Verrucomicrobia,phylum,Candidatus Xiphinematobacter sp. Idaho Grape
Bacteroidota,phylum,Capnocytophaga gingivalis
Proteobacteria,phylum,Castellaniella defragrans
Proteobacteria,phylum,Caulobacter henricii
Proteobacteria,phylum,Caulobacter mirabilis
Proteobacteria,phylum,Caulobacter sp. K31
Proteobacteria,phylum,Caulobacteraceae bacterium OTSz_A_272
Proteobacteria,phylum,Celeribacter baekdonensis
Proteobacteria,phylum,Celeribacter indicus
Actinobacteria,phylum,Cellulomonas sp. PSBB021
Proteobacteria,phylum,Cellvibrio sp. PSBB023
Cyanobacteria,phylum,Chamaesiphon minutus
Bacteroidota,phylum,Chitinophaga caeni
Bacteroidota,phylum,Chitinophaga sp. MD30
Cyanobacteria,phylum,Chondrocystis sp. NIES-4102
Proteobacteria,phylum,Chondromyces crocatus
Cyanobacteria,phylum,Chroococcidiopsis thermalis
Bacteroidota,phylum,Chryseobacterium taklimakanense
Bacteroidota,phylum,Chryseolinea sp. KIS68-18
Firmicutes,phylum,Clostridioides difficile
Firmicutes,phylum,Clostridium botulinum
Firmicutes,phylum,Clostridium estertheticum
Firmicutes,phylum,Clostridium saccharobutylicum
Firmicutes,phylum,Clostridium sp. MF28
Actinobacteria,phylum,Cnuibacter physcomitrellae
Proteobacteria,phylum,Collimonas arenae
Proteobacteria,phylum,Collimonas fungivorans
Proteobacteria,phylum,Collimonas pratensis
Actinobacteria,phylum,Collinsella aerofaciens
Proteobacteria,phylum,Comamonadaceae bacterium A1
Proteobacteria,phylum,Comamonadaceae bacterium B1
Proteobacteria,phylum,Comamonas aquatica
Proteobacteria,phylum,Comamonas kerstersii
Proteobacteria,phylum,Comamonas serinivorans
Proteobacteria,phylum,Comamonas testosteroni
Actinobacteria,phylum,Conexibacter woesei
Proteobacteria,phylum,Corallococcus coralloides
Actinobacteria,phylum,Corynebacterium diphtheriae
Actinobacteria,phylum,Corynebacterium glutamicum
Actinobacteria,phylum,Corynebacterium glyciniphilum
Actinobacteria,phylum,Corynebacterium imitans
Actinobacteria,phylum,Corynebacterium jeikeium
Actinobacteria,phylum,Corynebacterium riegelii
Actinobacteria,phylum,Corynebacterium sphenisci
Actinobacteria,phylum,Corynebacterium ureicelerivorans
Cyanobacteria,phylum,Crinalium epipsammum
Proteobacteria,phylum,Croceicoccus marinus
Proteobacteria,phylum,Croceicoccus naphthovorans
Proteobacteria,phylum,Cupriavidus gilardii
Proteobacteria,phylum,Cupriavidus metallidurans
Actinobacteria,phylum,Curtobacterium pusillum
Actinobacteria,phylum,Curtobacterium sp. MR_MD2014
Proteobacteria,phylum,Curvibacter
Proteobacteria,phylum,Curvibacter sp. AEP1-3
Actinobacteria,phylum,Cutibacterium acnes
Actinobacteria,phylum,Cutibacterium granulosum
Cyanobacteria,phylum,Cyanobium gracile
Cyanobacteria,phylum,Cyanobium sp. NIES-981
Bacteroidota,phylum,Cytophaga hutchinsonii
Cyanobacteria,phylum,Dactylococcopsis salina
Proteobacteria,phylum,Dechloromonas aromatica
Proteobacteria,phylum,Dechloromonas sp. HYN0024
Proteobacteria,phylum,Defluviimonas alba
Chloroflexi,phylum,Dehalogenimonas formicexedens
Deinococcus-Thermus,phylum,Deinococcus sp. NW-56
Proteobacteria,phylum,Delftia sp. Cs1-4
Proteobacteria,phylum,Delftia tsuruhatensis
Actinobacteria,phylum,Dermabacter vaginalis
Actinobacteria,phylum,Dermacoccus nishinomiyaensis
Firmicutes,phylum,Desulfitobacterium metallireducens
Proteobacteria,phylum,Desulfomicrobium baculatum
Firmicutes,phylum,Desulfosporosinus acidiphilus
Firmicutes,phylum,Desulfosporosinus youngiae
Proteobacteria,phylum,Desulfovibrio alaskensis
Proteobacteria,phylum,Desulfovibrio vulgaris
Proteobacteria,phylum,Devosia sp. A16
Proteobacteria,phylum,Devosia sp. I507
Proteobacteria,phylum,Diaphorobacter polyhydroxybutyrativorans
Actinobacteria,phylum,Dietzia lutea
Actinobacteria,phylum,Dietzia psychralcaliphila
Actinobacteria,phylum,Dietzia sp. JS16-p6b
Actinobacteria,phylum,Dietzia sp. oral taxon 368
Actinobacteria,phylum,Dietzia timorensis
Cyanobacteria,phylum,Dolichospermum compactum
Bacteroidota,phylum,Dyadobacter fermentans
Proteobacteria,phylum,Edwardsiella ictaluri
Bacteroidota,phylum,Elizabethkingia bruuniana
Proteobacteria,phylum,Enterobacter cloacae
Firmicutes,phylum,Enterococcus faecalis
Firmicutes,phylum,Erysipelotrichaceae bacterium I46
Proteobacteria,phylum,Erythrobacter gangjinensis
Proteobacteria,phylum,Escherichia coli
Firmicutes,phylum,Eubacterium hallii
Firmicutes,phylum,Eubacterium hallii
Firmicutes,phylum,Eubacterium rectale
Firmicutes,phylum,Eubacterium rectale
Firmicutes,phylum,Exiguobacterium sp. AT1b
Firmicutes,phylum,Faecalibacterium prausnitzii
Proteobacteria,phylum,Ferriphaselus amnicola
Bacteroidota,phylum,Fibrella aestuarina
Bacteroidota,phylum,Filimonas lacunae
Armatimonadetes,phylum,Fimbriimonas ginsengisoli
Firmicutes,phylum,Finegoldia magna
Cyanobacteria,phylum,Fischerella sp. NIES-3754
Bacteroidota,phylum,Flavisolibacter tropicus
Bacteroidota,phylum,Flavobacterium anhuiense
Bacteroidota,phylum,Flavobacterium branchiophilum
Bacteroidota,phylum,Flavobacterium columnare
Bacteroidota,phylum,Flavobacterium commune
Bacteroidota,phylum,Flavobacterium crassostreae
Bacteroidota,phylum,Flavobacterium faecale
Bacteroidota,phylum,Flavobacterium gilvum
Bacteroidota,phylum,Flavobacterium indicum
Bacteroidota,phylum,Flavobacterium johnsoniae
Bacteroidota,phylum,Flavobacterium psychrophilum
Bacteroidota,phylum,Flavobacterium sp. AJ004
Bacteroidota,phylum,Flavobacterium sp. HYN0049
Bacteroidota,phylum,Flavobacterium sp. HYN0056
Bacteroidota,phylum,Flavobacterium sp. HYN0086
Bacteroidota,phylum,Fluviicola taffensis
Actinobacteria,phylum,Friedmanniella sagamiharensis
Planctomycetota,phylum,Fuerstia marisgermanicae
Fusobacteria,phylum,Fusobacterium nucleatum
Actinobacteria,phylum,Gardnerella vaginalis
Firmicutes,phylum,Gemella morbillorum
Cyanobacteria,phylum,Geminocystis sp. NIES-3708
Planctomycetota,phylum,Gemmata obscuriglobus
Planctomycetota,phylum,Gemmata sp. SH-PL17
Proteobacteria,phylum,Gemmobacter sp. HYN0069
Proteobacteria,phylum,Geoalkalibacter subterraneus
Proteobacteria,phylum,Geobacter anodireducens
Actinobacteria,phylum,Geodermatophilus obscurus
Cyanobacteria,phylum,Gloeomargarita lithophora
Proteobacteria,phylum,Gluconobacter albidus
Proteobacteria,phylum,Haliangium ochraceum
Bacteroidota,phylum,Haliscomenobacter hydrossis
Proteobacteria,phylum,Halomonas hydrothermalis
Proteobacteria,phylum,Halomonas sp. hl-4
Proteobacteria,phylum,Halomonas sp. JS92-SW72
Cyanobacteria,phylum,Halothece sp. PCC 7418
Proteobacteria,phylum,Helicobacter pylori
Proteobacteria,phylum,Herbaspirillum seropedicae
Proteobacteria,phylum,Herminiimonas arsenicoxydans
Actinobacteria,phylum,Humibacter sp. BT305
Proteobacteria,phylum,Hydrogenophaga crassostreae
Proteobacteria,phylum,Hydrogenophaga sp. PBC
Proteobacteria,phylum,Hydrogenophaga sp. RAC07
Proteobacteria,phylum,Hydromonas sp. F02
Proteobacteria,phylum,Hyphomicrobium nitrativorans
Actinobacteria,phylum,Janibacter indicus
Proteobacteria,phylum,Janthinobacterium agaricidamnosum
Proteobacteria,phylum,Janthinobacterium sp. LM6
Proteobacteria,phylum,Janthinobacterium sp. Marseille
Proteobacteria,phylum,Janthinobacterium svalbardensis
Proteobacteria,phylum,Ketogulonicigenium vulgare
Kiritimatiellaeota,phylum,Kiritimatiella glycovorans
Proteobacteria,phylum,Klebsiella pneumoniae
Actinobacteria,phylum,Kocuria flava
Actinobacteria,phylum,Kocuria palustris
Actinobacteria,phylum,Kocuria turfanensis
Bacteroidota,phylum,Kordia sp. SMS9
Firmicutes,phylum,Lactobacillus
Firmicutes,phylum,Lactobacillus
Firmicutes,phylum,Lactobacillus backii
Firmicutes,phylum,Lactobacillus helveticus
Firmicutes,phylum,Lactococcus lactis
Firmicutes,phylum,Lactococcus raffinolactis
Verrucomicrobia,phylum,Lacunisphaera limnophila
Actinobacteria,phylum,Lawsonella clevelandensis
Bacteroidota,phylum,Leadbetterella byssophila
Proteobacteria,phylum,Legionella pneumophila
Proteobacteria,phylum,Legionella sainthelensi
Cyanobacteria,phylum,Leptolyngbya sp. NIES-3755
Cyanobacteria,phylum,Leptolyngbya sp. PCC 7376
Proteobacteria,phylum,Leptothrix cholodnii
Fusobacteria,phylum,Leptotrichia buccalis
Fusobacteria,phylum,Leptotrichia sp. oral taxon 498
Proteobacteria,phylum,Limnohabitans sp. 103DPR2
Proteobacteria,phylum,Limnohabitans sp. 63ED37-2
Firmicutes,phylum,Listeria monocytogenes
Ascomycota,phylum,Lobaria pulmonaria
Acidobacteria,phylum,Luteitalea pratensis
Bacteroidota,phylum,Lutibacter sp. LPB0138
Firmicutes,phylum,Lysinibacillus sphaericus
Bacteroidota,phylum,Marivirga tractuosa
Proteobacteria,phylum,Massilia armeniaca
Proteobacteria,phylum,Massilia putida
Proteobacteria,phylum,Massilia sp. NR 4-1
Proteobacteria,phylum,Massilia sp. WG5
Proteobacteria,phylum,Massilia sp. YMA4
Proteobacteria,phylum,Massilia timonae
Proteobacteria,phylum,Massilia violaceinigra
Firmicutes,phylum,Megamonas hypermegale
Proteobacteria,phylum,Melaminivora sp. SC2-7
Proteobacteria,phylum,Melaminivora sp. SC2-9
Ignavibacteriae,phylum,Melioribacter roseus
Proteobacteria,phylum,Methylibium petroleiphilum
Proteobacteria,phylum,Methylobacterium phyllosphaerae
Proteobacteria,phylum,Methylobacterium sp. 17SD2-17
Proteobacteria,phylum,Methylobacterium sp. AMS5
Proteobacteria,phylum,Methylobacterium sp. C1
Proteobacteria,phylum,Methylobacterium sp. DM1
Proteobacteria,phylum,Methylobacterium sp. XJLM
Proteobacteria,phylum,Methylomicrobium album
Proteobacteria,phylum,Methylomonas denitrificans
Proteobacteria,phylum,Methylophilus sp. TWE2
Proteobacteria,phylum,Methylorubrum extorquens
Proteobacteria,phylum,Methylotenera mobilis
Proteobacteria,phylum,Methylotenera versatilis
Actinobacteria,phylum,Microbacterium paraoxydans
Actinobacteria,phylum,Microbacterium pygmaeum
Actinobacteria,phylum,Microbacterium sp. PAMC 28756
Actinobacteria,phylum,Microbacterium sp. PM5
Actinobacteria,phylum,Microbacterium sp. str. 'China'
Actinobacteria,phylum,Microcella alkaliphila
Actinobacteria,phylum,Micrococcus luteus
Cyanobacteria,phylum,Microcoleus sp. PCC 7113
Proteobacteria,phylum,Microvirga sp. 17 mud 1-3
Proteobacteria,phylum,Mitsuaria sp. 7
Actinobacteria,phylum,Modestobacter marinus
