case,name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads,group,sex,log,n
17.unmapped,Pseudomonas frederiksbergensis,104087,S,53,58,111,3.00E-05,control,male,-4.522878745,1
17.unmapped,Pseudomonas lini,163011,S,47,35,82,2.00E-05,control,male,-4.698970004,1
17.unmapped,Pseudomonas sihuiensis,1274359,S,46,136,182,4.00E-05,control,male,-4.397940009,1
17.unmapped,Pseudomonas sp. MT-1,150396,S,37,124,161,4.00E-05,control,male,-4.397940009,1
17.unmapped,Pseudomonas pohangensis,364197,S,36,6,42,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas extremaustralis,359110,S,36,28,64,2.00E-05,control,male,-4.698970004,1
17.unmapped,Pseudomonas sp. UW4,1207075,S,31,22,53,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas psychrophila,122355,S,29,12,41,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas salegens,1434072,S,27,3,30,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas sp. CCOS 191,1649877,S,26,51,77,2.00E-05,control,male,-4.698970004,1
17.unmapped,Pseudomonas sp. Os17,1500686,S,24,164,188,5.00E-05,control,male,-4.301029996,1
17.unmapped,Pseudomonas sp. M30-35,1981174,S,21,4,25,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas silesiensis,1853130,S,18,10,28,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas parafulva,157782,S,17,9,26,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas sp. SWI6,2083051,S,17,501,518,0.00013,control,male,-3.886056648,1
17.unmapped,Pseudomonas brassicacearum,930166,S,14,108,122,3.00E-05,control,male,-4.522878745,1
17.unmapped,Pseudomonas guangdongensis,1245526,S,13,9,22,1.00E-05,control,male,-5,1
17.unmapped,Pseudomonas cerasi,1583341,S,12,102,114,3.00E-05,control,male,-4.522878745,1
17.unmapped,Oblitimonas alkaliphila,1697053,S,1760,819,2579,0.00063,control,male,-3.200659451,1
17.unmapped,Azotobacter chroococcum,353,S,68,57,125,3.00E-05,control,male,-4.522878745,1
17.unmapped,Halomonas sp. JS92-SW72,2306583,S,20402,10232,30634,0.00751,control,male,-2.124360063,1
17.unmapped,Halomonas subglaciescola,29571,S,116,32,148,4.00E-05,control,male,-4.397940009,1
17.unmapped,Halomonas huangheensis,1178482,S,64,10,74,2.00E-05,control,male,-4.698970004,1
17.unmapped,Halomonas elongata,2746,S,33,10,43,1.00E-05,control,male,-5,1
17.unmapped,Halomonas sp. N3-2A,2014541,S,19,36,55,1.00E-05,control,male,-5,1
17.unmapped,Halomonas hydrothermalis,115561,S,18,6,24,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Carsonella ruddii,114186,S,203,37,240,6.00E-05,control,male,-4.22184875,1
17.unmapped,Candidatus Portiera aleyrodidarum,91844,S,137,28,165,4.00E-05,control,male,-4.397940009,1
17.unmapped,Candidatus Evansia muelleri,1495769,S,111,14,125,3.00E-05,control,male,-4.522878745,1
17.unmapped,Zymobacter palmae,33074,S,56,40,96,2.00E-05,control,male,-4.698970004,1
17.unmapped,Kushneria marisflavi,157779,S,67,104,171,4.00E-05,control,male,-4.397940009,1
17.unmapped,Chromohalobacter salexigens,158080,S,30,13,43,1.00E-05,control,male,-5,1
17.unmapped,Halotalea alkalilenta,376489,S,21,10,31,1.00E-05,control,male,-5,1
17.unmapped,Salinicola tamaricis,1771309,S,18,8,26,1.00E-05,control,male,-5,1
17.unmapped,Bacterioplanes sanyensis,1249553,S,491,73,564,0.00014,control,male,-3.853871964,1
17.unmapped,Marinomonas sp. MWYL1,400668,S,125,144,269,7.00E-05,control,male,-4.15490196,1
17.unmapped,Marinomonas primoryensis,178399,S,63,71,134,3.00E-05,control,male,-4.522878745,1
17.unmapped,Marinomonas mediterranea,119864,S,59,55,114,3.00E-05,control,male,-4.522878745,1
17.unmapped,Thalassolituus oleivorans,187493,S,216,60,276,7.00E-05,control,male,-4.15490196,1
17.unmapped,Marinobacterium aestuarii,1821621,S,73,15,88,2.00E-05,control,male,-4.698970004,1
17.unmapped,Gynuella sunshinyii,1445505,S,445,27,472,0.00012,control,male,-3.920818754,1
17.unmapped,Reinekea forsetii,1336806,S,175,19,194,5.00E-05,control,male,-4.301029996,1
17.unmapped,Saccharospirillum mangrovi,2161747,S,57,13,70,2.00E-05,control,male,-4.698970004,1
17.unmapped,Alcanivorax sp. N3-2A,2014542,S,184,278,462,0.00011,control,male,-3.958607315,1
17.unmapped,Alcanivorax pacificus,1306787,S,178,84,262,6.00E-05,control,male,-4.22184875,1
17.unmapped,Alcanivorax xenomutans,1094342,S,75,159,234,6.00E-05,control,male,-4.22184875,1
17.unmapped,Ketobacter alkanivorans,1917421,S,81,73,154,4.00E-05,control,male,-4.397940009,1
17.unmapped,Hahella chejuensis,158327,S,275,25,300,7.00E-05,control,male,-4.15490196,1
17.unmapped,Endozoicomonas montiporae,1027273,S,231,32,263,6.00E-05,control,male,-4.22184875,1
17.unmapped,Kangiella sediminilitoris,1144748,S,16,76,92,2.00E-05,control,male,-4.698970004,1
17.unmapped,Kangiella geojedonensis,914150,S,15,79,94,2.00E-05,control,male,-4.698970004,1
17.unmapped,Oleiphilus messinensis,141451,S,24,16,40,1.00E-05,control,male,-5,1
17.unmapped,Escherichia coli,562,S,1375,36461,37836,0.00928,control,male,-2.032452024,1
17.unmapped,Escherichia albertii,208962,S,280,81,361,9.00E-05,control,male,-4.045757491,1
17.unmapped,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,1505596,S,81,5,86,2.00E-05,control,male,-4.698970004,1
17.unmapped,Candidatus Blochmannia vafer,251535,S,66,4,70,2.00E-05,control,male,-4.698970004,1
17.unmapped,Candidatus Blochmannia pennsylvanicus,101534,S,10,127,137,3.00E-05,control,male,-4.522878745,1
17.unmapped,Candidatus Purcelliella pentastirinorum,472834,S,232,28,260,6.00E-05,control,male,-4.22184875,1
17.unmapped,Candidatus Hoaglandella endobia,1778263,S,227,19,246,6.00E-05,control,male,-4.22184875,1
17.unmapped,secondary endosymbiont of Ctenarytaina eucalypti,1199245,S,72,3,75,2.00E-05,control,male,-4.698970004,1
17.unmapped,secondary endosymbiont of Heteropsylla cubana,134287,S,53,2,55,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Tachikawaea gelatinosa,1410383,S,74,13,87,2.00E-05,control,male,-4.698970004,1
17.unmapped,secondary endosymbiont of Trabutina mannipara,1835721,S,72,15,87,2.00E-05,control,male,-4.698970004,1
17.unmapped,Candidatus Mikella endobia,1778264,S,46,9,55,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Gullanella endobia,1070130,S,31,2,33,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Doolittlea endobia,1778262,S,20,1,21,1.00E-05,control,male,-5,1
17.unmapped,Plautia stali symbiont,891974,S,187,24,211,5.00E-05,control,male,-4.301029996,1
17.unmapped,Enterobacteriaceae bacterium strain FGI 57,693444,S,83,15,98,2.00E-05,control,male,-4.698970004,1
17.unmapped,Salmonella enterica,28901,S,721,33740,34461,0.00845,control,male,-2.073143291,1
17.unmapped,Enterobacter cloacae,550,S,287,733,1020,0.00025,control,male,-3.602059991,1
17.unmapped,Enterobacter asburiae,61645,S,64,91,155,4.00E-05,control,male,-4.397940009,1
17.unmapped,Enterobacter roggenkampii,1812935,S,36,89,125,3.00E-05,control,male,-4.522878745,1
17.unmapped,Klebsiella pneumoniae,573,S,433,3561,3994,0.00098,control,male,-3.008773924,1
17.unmapped,Klebsiella variicola,244366,S,34,74,108,3.00E-05,control,male,-4.522878745,1
17.unmapped,Klebsiella oxytoca,571,S,23,30,53,1.00E-05,control,male,-5,1
17.unmapped,Citrobacter freundii,546,S,26,100,126,3.00E-05,control,male,-4.522878745,1
17.unmapped,Candidatus Riesia pediculicola,401619,S,66,12,78,2.00E-05,control,male,-4.698970004,1
17.unmapped,Cronobacter sakazakii,28141,S,24,242,266,7.00E-05,control,male,-4.15490196,1
17.unmapped,Kosakonia cowanii,208223,S,32,4,36,1.00E-05,control,male,-5,1
17.unmapped,Raoultella ornithinolytica,54291,S,32,34,66,2.00E-05,control,male,-4.698970004,1
17.unmapped,Gibbsiella quercinecans,929813,S,33,3,36,1.00E-05,control,male,-5,1
17.unmapped,Limnobaculum parvum,2172103,S,24,3,27,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Ishikawaella capsulata,168169,S,19,2,21,1.00E-05,control,male,-5,1
17.unmapped,Buchnera aphidicola,9,S,1734,-610,1124,0.00028,control,male,-3.552841969,1
17.unmapped,Pantoea sp. At-9b,592316,S,486,121,607,0.00015,control,male,-3.823908741,1
17.unmapped,Pantoea sp. PSNIH1,1484158,S,250,344,594,0.00015,control,male,-3.823908741,1
17.unmapped,Pantoea ananatis,553,S,86,35,121,3.00E-05,control,male,-4.522878745,1
17.unmapped,Candidatus Pantoea carbekii,1235990,S,77,10,87,2.00E-05,control,male,-4.698970004,1
17.unmapped,Pantoea agglomerans,549,S,56,70,126,3.00E-05,control,male,-4.522878745,1
17.unmapped,Pantoea vagans,470934,S,49,72,121,3.00E-05,control,male,-4.522878745,1
17.unmapped,Candidatus Erwinia sp. ErCipseudotaxifoliae,1922217,S,147,5,152,4.00E-05,control,male,-4.397940009,1
17.unmapped,Erwinia pyrifoliae,79967,S,37,27,64,2.00E-05,control,male,-4.698970004,1
17.unmapped,Wigglesworthia glossinidia,51229,S,116,12,128,3.00E-05,control,male,-4.522878745,1
17.unmapped,Tatumella ptyseos,82987,S,57,17,74,2.00E-05,control,male,-4.698970004,1
17.unmapped,Yersinia pestis,632,S,287,133415,133702,0.03279,control,male,-1.484258583,1
17.unmapped,Yersinia pseudotuberculosis,633,S,34,241,275,7.00E-05,control,male,-4.15490196,1
17.unmapped,Yersinia enterocolitica,630,S,145,25,170,4.00E-05,control,male,-4.397940009,1
17.unmapped,Yersinia ruckeri,29486,S,38,11,49,1.00E-05,control,male,-5,1
17.unmapped,Yersinia frederiksenii,29484,S,30,306,336,8.00E-05,control,male,-4.096910013,1
17.unmapped,Yersinia kristensenii,28152,S,21,62,83,2.00E-05,control,male,-4.698970004,1
17.unmapped,Serratia sp. FGI94,671990,S,174,68,242,6.00E-05,control,male,-4.22184875,1
17.unmapped,Serratia plymuthica,82996,S,94,337,431,0.00011,control,male,-3.958607315,1
17.unmapped,Serratia rubidaea,61652,S,69,41,110,3.00E-05,control,male,-4.522878745,1
17.unmapped,Serratia marcescens,615,S,63,119,182,4.00E-05,control,male,-4.397940009,1
17.unmapped,Candidatus Fukatsuia symbiotica,1878942,S,51,3,54,1.00E-05,control,male,-5,1
17.unmapped,Proteus mirabilis,584,S,190,264,454,0.00011,control,male,-3.958607315,1
17.unmapped,Providencia alcalifaciens,126385,S,69,9,78,2.00E-05,control,male,-4.698970004,1
17.unmapped,Providencia stuartii,588,S,44,28,72,2.00E-05,control,male,-4.698970004,1
17.unmapped,Providencia sneebia,516075,S,33,2,35,1.00E-05,control,male,-5,1
17.unmapped,Xenorhabdus doucetiae,351671,S,64,7,71,2.00E-05,control,male,-4.698970004,1
17.unmapped,Xenorhabdus bovienii,40576,S,26,3,29,1.00E-05,control,male,-5,1
17.unmapped,Photorhabdus asymbiotica,291112,S,69,7,76,2.00E-05,control,male,-4.698970004,1
17.unmapped,Photorhabdus thracensis,230089,S,26,4,30,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Arsenophonus lipoptenae,634113,S,83,6,89,2.00E-05,control,male,-4.698970004,1
17.unmapped,Sodalis praecaptivus,1239307,S,158,63,221,5.00E-05,control,male,-4.301029996,1
17.unmapped,Candidatus Sodalis pierantonius,1486991,S,131,58,189,5.00E-05,control,male,-4.301029996,1
17.unmapped,Sodalis endosymbiont of Henestaris halophilus,1929246,S,32,1,33,1.00E-05,control,male,-5,1
17.unmapped,Pectobacterium carotovorum,554,S,37,21,58,1.00E-05,control,male,-5,1
17.unmapped,Pectobacterium polaris,2042057,S,34,15,49,1.00E-05,control,male,-5,1
17.unmapped,Dickeya zeae,204042,S,48,11,59,1.00E-05,control,male,-5,1
17.unmapped,Lonsdalea britannica,1082704,S,18,3,21,1.00E-05,control,male,-5,1
17.unmapped,Edwardsiella ictaluri,67780,S,116,595,711,0.00017,control,male,-3.769551079,1
17.unmapped,Obesumbacterium proteus,82983,S,40,11,51,1.00E-05,control,male,-5,1
17.unmapped,Pragia fontium,82985,S,23,4,27,1.00E-05,control,male,-5,1
17.unmapped,Plesiomonas shigelloides,703,S,18,6,24,1.00E-05,control,male,-5,1
17.unmapped,Luteimonas sp. 83-4,2172536,S,462,626,1088,0.00027,control,male,-3.568636236,1
17.unmapped,Luteimonas sp. 100111,2006110,S,174,200,374,9.00E-05,control,male,-4.045757491,1
17.unmapped,Luteimonas sp. JM171,1896164,S,128,139,267,7.00E-05,control,male,-4.15490196,1
17.unmapped,Lysobacter sp. TY2-98,2290922,S,280,202,482,0.00012,control,male,-3.920818754,1
17.unmapped,Lysobacter maris,1605891,S,254,333,587,0.00014,control,male,-3.853871964,1
17.unmapped,Lysobacter enzymogenes,69,S,61,138,199,5.00E-05,control,male,-4.301029996,1
17.unmapped,Lysobacter capsici,435897,S,27,57,84,2.00E-05,control,male,-4.698970004,1
17.unmapped,Pseudoxanthomonas spadix,415229,S,359,706,1065,0.00026,control,male,-3.585026652,1
17.unmapped,Pseudoxanthomonas suwonensis,314722,S,265,542,807,2.00E-04,control,male,-3.698970004,1
17.unmapped,Stenotrophomonas maltophilia,40324,S,158,524,682,0.00017,control,male,-3.769551079,1
17.unmapped,Stenotrophomonas acidaminiphila,128780,S,53,142,195,5.00E-05,control,male,-4.301029996,1
17.unmapped,Stenotrophomonas sp. LM091,1904944,S,39,94,133,3.00E-05,control,male,-4.522878745,1
17.unmapped,Xanthomonas campestris,339,S,199,372,571,0.00014,control,male,-3.853871964,1
17.unmapped,Xanthomonas citri,346,S,33,719,752,0.00018,control,male,-3.744727495,1
17.unmapped,Xanthomonas phaseoli,1985254,S,27,49,76,2.00E-05,control,male,-4.698970004,1
17.unmapped,Xanthomonas albilineans,29447,S,19,287,306,8.00E-05,control,male,-4.096910013,1
17.unmapped,Xanthomonas oryzae,347,S,12,28,40,1.00E-05,control,male,-5,1
17.unmapped,Xanthomonas vesicatoria,56460,S,10,13,23,1.00E-05,control,male,-5,1
17.unmapped,Xylella fastidiosa,2371,S,102,73,175,4.00E-05,control,male,-4.397940009,1
17.unmapped,Xylella taiwanensis,1444770,S,30,21,51,1.00E-05,control,male,-5,1
17.unmapped,Dokdonella koreensis,323415,S,830,808,1638,4.00E-04,control,male,-3.397940009,1
17.unmapped,Ahniella affigens,2021234,S,648,67,715,0.00018,control,male,-3.744727495,1
17.unmapped,Dyella thiooxydans,445710,S,141,306,447,0.00011,control,male,-3.958607315,1
17.unmapped,Luteibacter rhizovicinus,242606,S,166,132,298,7.00E-05,control,male,-4.15490196,1
17.unmapped,Rhodanobacter denitrificans,666685,S,97,253,350,9.00E-05,control,male,-4.045757491,1
17.unmapped,Frateuria aurantia,81475,S,58,57,115,3.00E-05,control,male,-4.522878745,1
17.unmapped,Cellvibrio sp. PSBB023,1945512,S,2368,1722,4090,0.001,control,male,-3,1
17.unmapped,Cellvibrio sp. PSBB006,1987723,S,337,195,532,0.00013,control,male,-3.886056648,1
17.unmapped,Cellvibrio japonicus,155077,S,281,228,509,0.00012,control,male,-3.920818754,1
17.unmapped,Simiduia agarivorans,447471,S,443,123,566,0.00014,control,male,-3.853871964,1
17.unmapped,Agarilytica rhodophyticola,1737490,S,424,58,482,0.00012,control,male,-3.920818754,1
17.unmapped,Saccharophagus degradans,86304,S,257,65,322,8.00E-05,control,male,-4.096910013,1
17.unmapped,Teredinibacter turnerae,2426,S,67,23,90,2.00E-05,control,male,-4.698970004,1
17.unmapped,Halioglobus pacificus,930806,S,248,302,550,0.00013,control,male,-3.886056648,1
17.unmapped,Halioglobus japonicus,930805,S,144,139,283,7.00E-05,control,male,-4.15490196,1
17.unmapped,Congregibacter litoralis,393662,S,205,494,699,0.00017,control,male,-3.769551079,1
17.unmapped,Zhongshania aliphaticivorans,1470434,S,192,32,224,5.00E-05,control,male,-4.301029996,1
17.unmapped,Spongiibacter sp. IMCC21906,1620392,S,190,240,430,0.00011,control,male,-3.958607315,1
17.unmapped,Oceanicoccus sagamiensis,716816,S,182,14,196,5.00E-05,control,male,-4.301029996,1
17.unmapped,Microbulbifer thermotolerans,252514,S,121,66,187,5.00E-05,control,male,-4.301029996,1
17.unmapped,Microbulbifer agarilyticus,260552,S,34,23,57,1.00E-05,control,male,-5,1
17.unmapped,Microbulbifer sp. A4B17,359370,S,20,15,35,1.00E-05,control,male,-5,1
17.unmapped,Microbulbifer aggregans,1769779,S,14,13,27,1.00E-05,control,male,-5,1
17.unmapped,Methylomonas denitrificans,1538553,S,790,1443,2233,0.00055,control,male,-3.259637311,1
17.unmapped,Methylomonas methanica,421,S,296,372,668,0.00016,control,male,-3.795880017,1
17.unmapped,Methylomicrobium album,39775,S,1467,1071,2538,0.00062,control,male,-3.207608311,1
17.unmapped,Methylomicrobium alcaliphilum,271065,S,351,198,549,0.00013,control,male,-3.886056648,1
17.unmapped,Methylovulum psychrotolerans,1704499,S,1331,246,1577,0.00039,control,male,-3.408935393,1
17.unmapped,Methylocaldum marinum,1432792,S,435,105,540,0.00013,control,male,-3.886056648,1
17.unmapped,Methylococcus capsulatus,414,S,192,79,271,7.00E-05,control,male,-4.15490196,1
17.unmapped,Pseudoalteromonas tunicata,314281,S,457,212,669,0.00016,control,male,-3.795880017,1
17.unmapped,Pseudoalteromonas donghaensis,621376,S,183,250,433,0.00011,control,male,-3.958607315,1
17.unmapped,Pseudoalteromonas piscicida,43662,S,77,854,931,0.00023,control,male,-3.638272164,1
17.unmapped,Pseudoalteromonas rubra,43658,S,30,21,51,1.00E-05,control,male,-5,1
17.unmapped,Pseudoalteromonas spongiae,298657,S,10,39,49,1.00E-05,control,male,-5,1
17.unmapped,Marinobacter sp. Arc7-DN-1,2304594,S,43,584,627,0.00015,control,male,-3.823908741,1
17.unmapped,Marinobacter salarius,1420917,S,20,195,215,5.00E-05,control,male,-4.301029996,1
17.unmapped,Agarivorans gilvus,680279,S,375,70,445,0.00011,control,male,-3.958607315,1
17.unmapped,Catenovulum sp. CCB-QB4,2172099,S,112,15,127,3.00E-05,control,male,-4.522878745,1
17.unmapped,Salinimonas sp. N102,2303538,S,108,72,180,4.00E-05,control,male,-4.397940009,1
17.unmapped,Alteromonas macleodii,28108,S,63,41,104,3.00E-05,control,male,-4.522878745,1
17.unmapped,Alteromonas australica,589873,S,27,7,34,1.00E-05,control,male,-5,1
17.unmapped,Paraglaciecola psychrophila,326544,S,58,11,69,2.00E-05,control,male,-4.698970004,1
17.unmapped,Lacimicrobium alkaliphilum,1526571,S,48,5,53,1.00E-05,control,male,-5,1
17.unmapped,Shewanella baltica,62322,S,122,1810,1932,0.00047,control,male,-3.327902142,1
17.unmapped,Shewanella pealeana,70864,S,66,16,82,2.00E-05,control,male,-4.698970004,1
17.unmapped,Shewanella sp. ANA-3,94122,S,51,54,105,3.00E-05,control,male,-4.522878745,1
17.unmapped,Shewanella sp. WE21,2029986,S,34,10,44,1.00E-05,control,male,-5,1
17.unmapped,Shewanella sp. Pdp11,2059264,S,18,21,39,1.00E-05,control,male,-5,1
17.unmapped,Idiomarinaceae bacterium HL-53,1298881,S,189,117,306,8.00E-05,control,male,-4.096910013,1
17.unmapped,Thalassotalea crassostreae,1763536,S,121,318,439,0.00011,control,male,-3.958607315,1
17.unmapped,Colwellia psychrerythraea,28229,S,17,82,99,2.00E-05,control,male,-4.698970004,1
17.unmapped,Psychromonas ingrahamii,357794,S,16,34,50,1.00E-05,control,male,-5,1
17.unmapped,Ferrimonas balearica,44012,S,30,7,37,1.00E-05,control,male,-5,1
17.unmapped,Candidatus Thiodictyon syntrophicum,1166950,S,759,240,999,0.00025,control,male,-3.602059991,1
17.unmapped,Nitrosococcus halophilus,133539,S,99,24,123,3.00E-05,control,male,-4.522878745,1
17.unmapped,Nitrosococcus watsonii,473531,S,88,206,294,7.00E-05,control,male,-4.15490196,1
17.unmapped,Thiocystis violascens,73141,S,261,131,392,1.00E-04,control,male,-4,1
17.unmapped,Allochromatium vinosum,1049,S,166,212,378,9.00E-05,control,male,-4.045757491,1
17.unmapped,Chromatiaceae bacterium 2141T.STBD.0c.01a,1978339,S,152,43,195,5.00E-05,control,male,-4.301029996,1
17.unmapped,Marichromatium purpuratum,37487,S,130,159,289,7.00E-05,control,male,-4.15490196,1
17.unmapped,Candidatus Nitrosoglobus terrae,1630141,S,111,38,149,4.00E-05,control,male,-4.397940009,1
17.unmapped,Thioflavicoccus mobilis,80679,S,66,47,113,3.00E-05,control,male,-4.522878745,1
17.unmapped,Acidihalobacter prosperus,160660,S,289,133,422,1.00E-04,control,male,-4,1
17.unmapped,Acidihalobacter ferrooxidans,1765967,S,134,54,188,5.00E-05,control,male,-4.301029996,1
17.unmapped,Spiribacter curvatus,1335757,S,334,114,448,0.00011,control,male,-3.958607315,1
17.unmapped,Spiribacter salinus,1335746,S,47,16,63,2.00E-05,control,male,-4.698970004,1
17.unmapped,Thioalkalivibrio sulfidiphilus,1033854,S,114,155,269,7.00E-05,control,male,-4.15490196,1
17.unmapped,Thioalkalivibrio nitratireducens,186931,S,51,139,190,5.00E-05,control,male,-4.301029996,1
