name,rank,id,species
Flavobacteriia,class,117743,Flavobacterium psychrophilum
Flavobacteriales,order,200644,Flavobacterium psychrophilum
Flavobacteriaceae,family,49546,Flavobacterium psychrophilum
Flavobacterium,genus,237,Flavobacterium psychrophilum
Flavobacterium psychrophilum,species,96345,Flavobacterium psychrophilum
cellular organisms,no rank,131567,Flavobacterium crassostreae
Bacteria,superkingdom,2,Flavobacterium crassostreae
FCB group,clade,1783270,Flavobacterium crassostreae
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium crassostreae
Bacteroidetes,phylum,976,Flavobacterium crassostreae
Flavobacteriia,class,117743,Flavobacterium crassostreae
Flavobacteriales,order,200644,Flavobacterium crassostreae
Flavobacteriaceae,family,49546,Flavobacterium crassostreae
Flavobacterium,genus,237,Flavobacterium crassostreae
Flavobacterium crassostreae,species,1763534,Flavobacterium crassostreae
cellular organisms,no rank,131567,Flavobacterium indicum
Bacteria,superkingdom,2,Flavobacterium indicum
FCB group,clade,1783270,Flavobacterium indicum
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium indicum
Bacteroidetes,phylum,976,Flavobacterium indicum
Flavobacteriia,class,117743,Flavobacterium indicum
Flavobacteriales,order,200644,Flavobacterium indicum
Flavobacteriaceae,family,49546,Flavobacterium indicum
Flavobacterium,genus,237,Flavobacterium indicum
Flavobacterium indicum,species,312277,Flavobacterium indicum
cellular organisms,no rank,131567,Flavobacterium columnare
Bacteria,superkingdom,2,Flavobacterium columnare
FCB group,clade,1783270,Flavobacterium columnare
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium columnare
Bacteroidetes,phylum,976,Flavobacterium columnare
Flavobacteriia,class,117743,Flavobacterium columnare
Flavobacteriales,order,200644,Flavobacterium columnare
Flavobacteriaceae,family,49546,Flavobacterium columnare
Flavobacterium,genus,237,Flavobacterium columnare
Flavobacterium columnare,species,996,Flavobacterium columnare
cellular organisms,no rank,131567,Flavobacterium sp. HYN0086
Bacteria,superkingdom,2,Flavobacterium sp. HYN0086
FCB group,clade,1783270,Flavobacterium sp. HYN0086
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium sp. HYN0086
Bacteroidetes,phylum,976,Flavobacterium sp. HYN0086
Flavobacteriia,class,117743,Flavobacterium sp. HYN0086
Flavobacteriales,order,200644,Flavobacterium sp. HYN0086
Flavobacteriaceae,family,49546,Flavobacterium sp. HYN0086
Flavobacterium,genus,237,Flavobacterium sp. HYN0086
Flavobacterium fluviale,species,2249356,Flavobacterium sp. HYN0086
cellular organisms,no rank,131567,Flavobacterium sp. HYN0056
Bacteria,superkingdom,2,Flavobacterium sp. HYN0056
FCB group,clade,1783270,Flavobacterium sp. HYN0056
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium sp. HYN0056
Bacteroidetes,phylum,976,Flavobacterium sp. HYN0056
Flavobacteriia,class,117743,Flavobacterium sp. HYN0056
Flavobacteriales,order,200644,Flavobacterium sp. HYN0056
Flavobacteriaceae,family,49546,Flavobacterium sp. HYN0056
Flavobacterium,genus,237,Flavobacterium sp. HYN0056
Flavobacterium crocinum,species,2183896,Flavobacterium sp. HYN0056
cellular organisms,no rank,131567,Flavobacterium gilvum
Bacteria,superkingdom,2,Flavobacterium gilvum
FCB group,clade,1783270,Flavobacterium gilvum
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium gilvum
Bacteroidetes,phylum,976,Flavobacterium gilvum
Flavobacteriia,class,117743,Flavobacterium gilvum
Flavobacteriales,order,200644,Flavobacterium gilvum
Flavobacteriaceae,family,49546,Flavobacterium gilvum
Flavobacterium,genus,237,Flavobacterium gilvum
Flavobacterium gilvum,species,1492737,Flavobacterium gilvum
cellular organisms,no rank,131567,Flavobacterium sp. CJ74
Bacteria,superkingdom,2,Flavobacterium sp. CJ74
FCB group,clade,1783270,Flavobacterium sp. CJ74
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium sp. CJ74
Bacteroidetes,phylum,976,Flavobacterium sp. CJ74
Flavobacteriia,class,117743,Flavobacterium sp. CJ74
Flavobacteriales,order,200644,Flavobacterium sp. CJ74
Flavobacteriaceae,family,49546,Flavobacterium sp. CJ74
Flavobacterium,genus,237,Flavobacterium sp. CJ74
unclassified Flavobacterium,no rank,196869,Flavobacterium sp. CJ74
Flavobacterium sp. CJ74,species,2294119,Flavobacterium sp. CJ74
cellular organisms,no rank,131567,Flavobacterium commune
Bacteria,superkingdom,2,Flavobacterium commune
FCB group,clade,1783270,Flavobacterium commune
Bacteroidetes/Chlorobi group,clade,68336,Flavobacterium commune
Bacteroidetes,phylum,976,Flavobacterium commune
Flavobacteriia,class,117743,Flavobacterium commune
Flavobacteriales,order,200644,Flavobacterium commune
Flavobacteriaceae,family,49546,Flavobacterium commune
Flavobacterium,genus,237,Flavobacterium commune
Flavobacterium commune,species,1306519,Flavobacterium commune
cellular organisms,no rank,131567,Kordia sp. SMS9
Bacteria,superkingdom,2,Kordia sp. SMS9
FCB group,clade,1783270,Kordia sp. SMS9
Bacteroidetes/Chlorobi group,clade,68336,Kordia sp. SMS9
Bacteroidetes,phylum,976,Kordia sp. SMS9
Flavobacteriia,class,117743,Kordia sp. SMS9
Flavobacteriales,order,200644,Kordia sp. SMS9
Flavobacteriaceae,family,49546,Kordia sp. SMS9
Kordia,genus,221065,Kordia sp. SMS9
unclassified Kordia,no rank,2685202,Kordia sp. SMS9
Kordia sp. SMS9,species,2282170,Kordia sp. SMS9
cellular organisms,no rank,131567,Chryseobacterium taklimakanense
Bacteria,superkingdom,2,Chryseobacterium taklimakanense
FCB group,clade,1783270,Chryseobacterium taklimakanense
Bacteroidetes/Chlorobi group,clade,68336,Chryseobacterium taklimakanense
Bacteroidetes,phylum,976,Chryseobacterium taklimakanense
Flavobacteriia,class,117743,Chryseobacterium taklimakanense
Flavobacteriales,order,200644,Chryseobacterium taklimakanense
Weeksellaceae,family,2762318,Chryseobacterium taklimakanense
Chryseobacterium group,no rank,2782232,Chryseobacterium taklimakanense
Chryseobacterium,genus,59732,Chryseobacterium taklimakanense
Chryseobacterium taklimakanense,species,536441,Chryseobacterium taklimakanense
cellular organisms,no rank,131567,Capnocytophaga gingivalis
Bacteria,superkingdom,2,Capnocytophaga gingivalis
FCB group,clade,1783270,Capnocytophaga gingivalis
Bacteroidetes/Chlorobi group,clade,68336,Capnocytophaga gingivalis
Bacteroidetes,phylum,976,Capnocytophaga gingivalis
Flavobacteriia,class,117743,Capnocytophaga gingivalis
Flavobacteriales,order,200644,Capnocytophaga gingivalis
Flavobacteriaceae,family,49546,Capnocytophaga gingivalis
Capnocytophaga,genus,1016,Capnocytophaga gingivalis
Capnocytophaga gingivalis,species,1017,Capnocytophaga gingivalis
cellular organisms,no rank,131567,Riemerella anatipestifer
Bacteria,superkingdom,2,Riemerella anatipestifer
FCB group,clade,1783270,Riemerella anatipestifer
Bacteroidetes/Chlorobi group,clade,68336,Riemerella anatipestifer
Bacteroidetes,phylum,976,Riemerella anatipestifer
Flavobacteriia,class,117743,Riemerella anatipestifer
Flavobacteriales,order,200644,Riemerella anatipestifer
Weeksellaceae,family,2762318,Riemerella anatipestifer
Riemerella,genus,34084,Riemerella anatipestifer
Riemerella anatipestifer,species,34085,Riemerella anatipestifer
cellular organisms,no rank,131567,Arenibacter algicola
Bacteria,superkingdom,2,Arenibacter algicola
FCB group,clade,1783270,Arenibacter algicola
Bacteroidetes/Chlorobi group,clade,68336,Arenibacter algicola
Bacteroidetes,phylum,976,Arenibacter algicola
Flavobacteriia,class,117743,Arenibacter algicola
Flavobacteriales,order,200644,Arenibacter algicola
Flavobacteriaceae,family,49546,Arenibacter algicola
Arenibacter,genus,178469,Arenibacter algicola
Arenibacter algicola,species,616991,Arenibacter algicola
cellular organisms,no rank,131567,Weeksella virosa
Bacteria,superkingdom,2,Weeksella virosa
FCB group,clade,1783270,Weeksella virosa
Bacteroidetes/Chlorobi group,clade,68336,Weeksella virosa
Bacteroidetes,phylum,976,Weeksella virosa
Flavobacteriia,class,117743,Weeksella virosa
Flavobacteriales,order,200644,Weeksella virosa
Weeksellaceae,family,2762318,Weeksella virosa
Weeksella,genus,1013,Weeksella virosa
Weeksella virosa,species,1014,Weeksella virosa
cellular organisms,no rank,131567,Lutibacter sp. LPB0138
Bacteria,superkingdom,2,Lutibacter sp. LPB0138
FCB group,clade,1783270,Lutibacter sp. LPB0138
Bacteroidetes/Chlorobi group,clade,68336,Lutibacter sp. LPB0138
Bacteroidetes,phylum,976,Lutibacter sp. LPB0138
Flavobacteriia,class,117743,Lutibacter sp. LPB0138
Flavobacteriales,order,200644,Lutibacter sp. LPB0138
Flavobacteriaceae,family,49546,Lutibacter sp. LPB0138
Urechidicola,genus,2700084,Lutibacter sp. LPB0138
Urechidicola croceus,species,1850246,Lutibacter sp. LPB0138
cellular organisms,no rank,131567,Fluviicola taffensis
Bacteria,superkingdom,2,Fluviicola taffensis
FCB group,clade,1783270,Fluviicola taffensis
Bacteroidetes/Chlorobi group,clade,68336,Fluviicola taffensis
Bacteroidetes,phylum,976,Fluviicola taffensis
Flavobacteriia,class,117743,Fluviicola taffensis
Flavobacteriales,order,200644,Fluviicola taffensis
Crocinitomicaceae,family,1853230,Fluviicola taffensis
Fluviicola,genus,332102,Fluviicola taffensis
Fluviicola taffensis,species,191579,Fluviicola taffensis
cellular organisms,no rank,131567,Candidatus Sulcia muelleri
Bacteria,superkingdom,2,Candidatus Sulcia muelleri
FCB group,clade,1783270,Candidatus Sulcia muelleri
Bacteroidetes/Chlorobi group,clade,68336,Candidatus Sulcia muelleri
Bacteroidetes,phylum,976,Candidatus Sulcia muelleri
Flavobacteriia,class,117743,Candidatus Sulcia muelleri
Flavobacteriales,order,200644,Candidatus Sulcia muelleri
Flavobacteriales incertae sedis,no rank,313602,Candidatus Sulcia muelleri
Candidatus Sulcia,genus,336809,Candidatus Sulcia muelleri
Candidatus Sulcia muelleri,species,336810,Candidatus Sulcia muelleri
cellular organisms,no rank,131567,Spirosoma pollinicola
Bacteria,superkingdom,2,Spirosoma pollinicola
FCB group,clade,1783270,Spirosoma pollinicola
Bacteroidetes/Chlorobi group,clade,68336,Spirosoma pollinicola
Bacteroidetes,phylum,976,Spirosoma pollinicola
Cytophagia,class,768503,Spirosoma pollinicola
Cytophagales,order,768507,Spirosoma pollinicola
Cytophagaceae,family,89373,Spirosoma pollinicola
Spirosoma,genus,107,Spirosoma pollinicola
Spirosoma pollinicola,species,2057025,Spirosoma pollinicola
cellular organisms,no rank,131567,Dyadobacter fermentans
Bacteria,superkingdom,2,Dyadobacter fermentans
FCB group,clade,1783270,Dyadobacter fermentans
Bacteroidetes/Chlorobi group,clade,68336,Dyadobacter fermentans
Bacteroidetes,phylum,976,Dyadobacter fermentans
Cytophagia,class,768503,Dyadobacter fermentans
Cytophagales,order,768507,Dyadobacter fermentans
Spirosomaceae,family,2896860,Dyadobacter fermentans
Dyadobacter,genus,120831,Dyadobacter fermentans
Dyadobacter fermentans,species,94254,Dyadobacter fermentans
cellular organisms,no rank,131567,Pseudarcicella sp. HME7025
Bacteria,superkingdom,2,Pseudarcicella sp. HME7025
FCB group,clade,1783270,Pseudarcicella sp. HME7025
Bacteroidetes/Chlorobi group,clade,68336,Pseudarcicella sp. HME7025
Bacteroidetes,phylum,976,Pseudarcicella sp. HME7025
Cytophagia,class,768503,Pseudarcicella sp. HME7025
Cytophagales,order,768507,Pseudarcicella sp. HME7025
Cytophagaceae,family,89373,Pseudarcicella sp. HME7025
Aquirufa,genus,2676247,Pseudarcicella sp. HME7025
Aquirufa nivalisilvae,species,2516557,Pseudarcicella sp. HME7025
cellular organisms,no rank,131567,Cytophaga hutchinsonii
Bacteria,superkingdom,2,Cytophaga hutchinsonii
FCB group,clade,1783270,Cytophaga hutchinsonii
Bacteroidetes/Chlorobi group,clade,68336,Cytophaga hutchinsonii
Bacteroidetes,phylum,976,Cytophaga hutchinsonii
Cytophagia,class,768503,Cytophaga hutchinsonii
Cytophagales,order,768507,Cytophaga hutchinsonii
Cytophagaceae,family,89373,Cytophaga hutchinsonii
Cytophaga,genus,978,Cytophaga hutchinsonii
Cytophaga hutchinsonii,species,985,Cytophaga hutchinsonii
cellular organisms,no rank,131567,Leadbetterella byssophila
Bacteria,superkingdom,2,Leadbetterella byssophila
FCB group,clade,1783270,Leadbetterella byssophila
Bacteroidetes/Chlorobi group,clade,68336,Leadbetterella byssophila
Bacteroidetes,phylum,976,Leadbetterella byssophila
Cytophagia,class,768503,Leadbetterella byssophila
Cytophagales,order,768507,Leadbetterella byssophila
Spirosomaceae,family,2896860,Leadbetterella byssophila
Leadbetterella,genus,319458,Leadbetterella byssophila
Leadbetterella byssophila,species,316068,Leadbetterella byssophila
cellular organisms,no rank,131567,Aquiflexum balticum
Bacteria,superkingdom,2,Aquiflexum balticum
FCB group,clade,1783270,Aquiflexum balticum
Bacteroidetes/Chlorobi group,clade,68336,Aquiflexum balticum
Bacteroidetes,phylum,976,Aquiflexum balticum
Cytophagia,class,768503,Aquiflexum balticum
Cytophagales,order,768507,Aquiflexum balticum
Cyclobacteriaceae,family,563798,Aquiflexum balticum
Aquiflexum,genus,280472,Aquiflexum balticum
Aquiflexum balticum,species,280473,Aquiflexum balticum
cellular organisms,no rank,131567,Chryseolinea sp. KIS68-18
Bacteria,superkingdom,2,Chryseolinea sp. KIS68-18
FCB group,clade,1783270,Chryseolinea sp. KIS68-18
Bacteroidetes/Chlorobi group,clade,68336,Chryseolinea sp. KIS68-18
Bacteroidetes,phylum,976,Chryseolinea sp. KIS68-18
Cytophagia,class,768503,Chryseolinea sp. KIS68-18
Cytophagales,order,768507,Chryseolinea sp. KIS68-18
Fulvivirgaceae,family,2762286,Chryseolinea sp. KIS68-18
Chryseolinea,genus,1433993,Chryseolinea sp. KIS68-18
Chryseolinea soli,species,2321403,Chryseolinea sp. KIS68-18
cellular organisms,no rank,131567,Flammeovirga sp. MY04
Bacteria,superkingdom,2,Flammeovirga sp. MY04
FCB group,clade,1783270,Flammeovirga sp. MY04
Bacteroidetes/Chlorobi group,clade,68336,Flammeovirga sp. MY04
Bacteroidetes,phylum,976,Flammeovirga sp. MY04
Cytophagia,class,768503,Flammeovirga sp. MY04
Cytophagales,order,768507,Flammeovirga sp. MY04
Flammeovirgaceae,family,200667,Flammeovirga sp. MY04
Flammeovirga,genus,59739,Flammeovirga sp. MY04
unclassified Flammeovirga,no rank,2637820,Flammeovirga sp. MY04
Flammeovirga sp. MY04,species,1191459,Flammeovirga sp. MY04
cellular organisms,no rank,131567,Chitinophaga sp. MD30
Bacteria,superkingdom,2,Chitinophaga sp. MD30
FCB group,clade,1783270,Chitinophaga sp. MD30
Bacteroidetes/Chlorobi group,clade,68336,Chitinophaga sp. MD30
Bacteroidetes,phylum,976,Chitinophaga sp. MD30
Chitinophagia,class,1853228,Chitinophaga sp. MD30
Chitinophagales,order,1853229,Chitinophaga sp. MD30
Chitinophagaceae,family,563835,Chitinophaga sp. MD30
Chitinophaga,genus,79328,Chitinophaga sp. MD30
unclassified Chitinophaga,no rank,2619133,Chitinophaga sp. MD30
Chitinophaga sp. MD30,species,2033437,Chitinophaga sp. MD30
cellular organisms,no rank,131567,Chitinophaga caeni
Bacteria,superkingdom,2,Chitinophaga caeni
FCB group,clade,1783270,Chitinophaga caeni
Bacteroidetes/Chlorobi group,clade,68336,Chitinophaga caeni
Bacteroidetes,phylum,976,Chitinophaga caeni
Chitinophagia,class,1853228,Chitinophaga caeni
Chitinophagales,order,1853229,Chitinophaga caeni
Chitinophagaceae,family,563835,Chitinophaga caeni
Chitinophaga,genus,79328,Chitinophaga caeni
Chitinophaga caeni,species,2029983,Chitinophaga caeni
cellular organisms,no rank,131567,Chitinophaga pinensis
Bacteria,superkingdom,2,Chitinophaga pinensis
FCB group,clade,1783270,Chitinophaga pinensis
Bacteroidetes/Chlorobi group,clade,68336,Chitinophaga pinensis
Bacteroidetes,phylum,976,Chitinophaga pinensis
Chitinophagia,class,1853228,Chitinophaga pinensis
Chitinophagales,order,1853229,Chitinophaga pinensis
Chitinophagaceae,family,563835,Chitinophaga pinensis
Chitinophaga,genus,79328,Chitinophaga pinensis
Chitinophaga pinensis,species,79329,Chitinophaga pinensis
cellular organisms,no rank,131567,Niabella soli
Bacteria,superkingdom,2,Niabella soli
FCB group,clade,1783270,Niabella soli
Bacteroidetes/Chlorobi group,clade,68336,Niabella soli
Bacteroidetes,phylum,976,Niabella soli
Chitinophagia,class,1853228,Niabella soli
Chitinophagales,order,1853229,Niabella soli
Chitinophagaceae,family,563835,Niabella soli
Niabella,genus,379899,Niabella soli
Niabella soli,species,446683,Niabella soli
cellular organisms,no rank,131567,Niabella ginsenosidivorans
Bacteria,superkingdom,2,Niabella ginsenosidivorans
FCB group,clade,1783270,Niabella ginsenosidivorans
Bacteroidetes/Chlorobi group,clade,68336,Niabella ginsenosidivorans
Bacteroidetes,phylum,976,Niabella ginsenosidivorans
Chitinophagia,class,1853228,Niabella ginsenosidivorans
Chitinophagales,order,1853229,Niabella ginsenosidivorans
Chitinophagaceae,family,563835,Niabella ginsenosidivorans
Niabella,genus,379899,Niabella ginsenosidivorans
Niabella ginsenosidivorans,species,1176587,Niabella ginsenosidivorans
cellular organisms,no rank,131567,Arachidicoccus sp. KIS59-12
Bacteria,superkingdom,2,Arachidicoccus sp. KIS59-12
FCB group,clade,1783270,Arachidicoccus sp. KIS59-12
Bacteroidetes/Chlorobi group,clade,68336,Arachidicoccus sp. KIS59-12
Bacteroidetes,phylum,976,Arachidicoccus sp. KIS59-12
Chitinophagia,class,1853228,Arachidicoccus sp. KIS59-12
Chitinophagales,order,1853229,Arachidicoccus sp. KIS59-12
Chitinophagaceae,family,563835,Arachidicoccus sp. KIS59-12
Arachidicoccus,genus,1769012,Arachidicoccus sp. KIS59-12
Arachidicoccus soli,species,2341117,Arachidicoccus sp. KIS59-12
cellular organisms,no rank,131567,Arachidicoccus sp. BS20
Bacteria,superkingdom,2,Arachidicoccus sp. BS20
FCB group,clade,1783270,Arachidicoccus sp. BS20
Bacteroidetes/Chlorobi group,clade,68336,Arachidicoccus sp. BS20
Bacteroidetes,phylum,976,Arachidicoccus sp. BS20
Chitinophagia,class,1853228,Arachidicoccus sp. BS20
Chitinophagales,order,1853229,Arachidicoccus sp. BS20
Chitinophagaceae,family,563835,Arachidicoccus sp. BS20
Arachidicoccus,genus,1769012,Arachidicoccus sp. BS20
unclassified Arachidicoccus,no rank,2636138,Arachidicoccus sp. BS20
Arachidicoccus sp. BS20,species,1850526,Arachidicoccus sp. BS20
cellular organisms,no rank,131567,Pseudoflavitalea sp. 5GH32-13
Bacteria,superkingdom,2,Pseudoflavitalea sp. 5GH32-13
FCB group,clade,1783270,Pseudoflavitalea sp. 5GH32-13
Bacteroidetes/Chlorobi group,clade,68336,Pseudoflavitalea sp. 5GH32-13
Bacteroidetes,phylum,976,Pseudoflavitalea sp. 5GH32-13
Chitinophagia,class,1853228,Pseudoflavitalea sp. 5GH32-13
Chitinophagales,order,1853229,Pseudoflavitalea sp. 5GH32-13
Chitinophagaceae,family,563835,Pseudoflavitalea sp. 5GH32-13
Paraflavitalea,genus,2698688,Pseudoflavitalea sp. 5GH32-13
Paraflavitalea soli,species,2315862,Pseudoflavitalea sp. 5GH32-13
cellular organisms,no rank,131567,Flavisolibacter tropicus
Bacteria,superkingdom,2,Flavisolibacter tropicus
FCB group,clade,1783270,Flavisolibacter tropicus
Bacteroidetes/Chlorobi group,clade,68336,Flavisolibacter tropicus
Bacteroidetes,phylum,976,Flavisolibacter tropicus
Chitinophagia,class,1853228,Flavisolibacter tropicus
Chitinophagales,order,1853229,Flavisolibacter tropicus
Chitinophagaceae,family,563835,Flavisolibacter tropicus
Flavisolibacter,genus,398041,Flavisolibacter tropicus
Flavisolibacter tropicus,species,1492898,Flavisolibacter tropicus
cellular organisms,no rank,131567,Niastella koreensis
Bacteria,superkingdom,2,Niastella koreensis
FCB group,clade,1783270,Niastella koreensis
Bacteroidetes/Chlorobi group,clade,68336,Niastella koreensis
Bacteroidetes,phylum,976,Niastella koreensis
Chitinophagia,class,1853228,Niastella koreensis
Chitinophagales,order,1853229,Niastella koreensis
Chitinophagaceae,family,563835,Niastella koreensis
Niastella,genus,354354,Niastella koreensis
Niastella koreensis,species,354356,Niastella koreensis
cellular organisms,no rank,131567,Filimonas lacunae
Bacteria,superkingdom,2,Filimonas lacunae
FCB group,clade,1783270,Filimonas lacunae
Bacteroidetes/Chlorobi group,clade,68336,Filimonas lacunae
Bacteroidetes,phylum,976,Filimonas lacunae
Chitinophagia,class,1853228,Filimonas lacunae
Chitinophagales,order,1853229,Filimonas lacunae
Chitinophagaceae,family,563835,Filimonas lacunae
Filimonas,genus,649460,Filimonas lacunae
Filimonas lacunae,species,477680,Filimonas lacunae
cellular organisms,no rank,131567,Bacteroides vulgatus
Bacteria,superkingdom,2,Bacteroides vulgatus
FCB group,clade,1783270,Bacteroides vulgatus
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides vulgatus
Bacteroidetes,phylum,976,Bacteroides vulgatus
Bacteroidia,class,200643,Bacteroides vulgatus
Bacteroidales,order,171549,Bacteroides vulgatus
Bacteroidaceae,family,815,Bacteroides vulgatus
Phocaeicola,genus,909656,Bacteroides vulgatus
Phocaeicola vulgatus,species,821,Bacteroides vulgatus
cellular organisms,no rank,131567,Bacteroides dorei
Bacteria,superkingdom,2,Bacteroides dorei
FCB group,clade,1783270,Bacteroides dorei
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides dorei
Bacteroidetes,phylum,976,Bacteroides dorei
Bacteroidia,class,200643,Bacteroides dorei
Bacteroidales,order,171549,Bacteroides dorei
Bacteroidaceae,family,815,Bacteroides dorei
Phocaeicola,genus,909656,Bacteroides dorei
Phocaeicola dorei,species,357276,Bacteroides dorei
cellular organisms,no rank,131567,Bacteroides salanitronis
Bacteria,superkingdom,2,Bacteroides salanitronis
FCB group,clade,1783270,Bacteroides salanitronis
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides salanitronis
Bacteroidetes,phylum,976,Bacteroides salanitronis
Bacteroidia,class,200643,Bacteroides salanitronis
Bacteroidales,order,171549,Bacteroides salanitronis
Bacteroidaceae,family,815,Bacteroides salanitronis
Phocaeicola,genus,909656,Bacteroides salanitronis
Phocaeicola salanitronis,species,376805,Bacteroides salanitronis
cellular organisms,no rank,131567,Bacteroides cellulosilyticus
Bacteria,superkingdom,2,Bacteroides cellulosilyticus
FCB group,clade,1783270,Bacteroides cellulosilyticus
Bacteroidetes/Chlorobi group,clade,68336,Bacteroides cellulosilyticus
Bacteroidetes,phylum,976,Bacteroides cellulosilyticus
Bacteroidia,class,200643,Bacteroides cellulosilyticus
Bacteroidales,order,171549,Bacteroides cellulosilyticus
Bacteroidaceae,family,815,Bacteroides cellulosilyticus
Bacteroides,genus,816,Bacteroides cellulosilyticus
Bacteroides cellulosilyticus,species,246787,Bacteroides cellulosilyticus
cellular organisms,no rank,131567,Prevotella intermedia
Bacteria,superkingdom,2,Prevotella intermedia
FCB group,clade,1783270,Prevotella intermedia
Bacteroidetes/Chlorobi group,clade,68336,Prevotella intermedia
Bacteroidetes,phylum,976,Prevotella intermedia
Bacteroidia,class,200643,Prevotella intermedia
Bacteroidales,order,171549,Prevotella intermedia
Prevotellaceae,family,171552,Prevotella intermedia
Prevotella,genus,838,Prevotella intermedia
Prevotella intermedia,species,28131,Prevotella intermedia
cellular organisms,no rank,131567,Porphyromonas gingivalis
Bacteria,superkingdom,2,Porphyromonas gingivalis
FCB group,clade,1783270,Porphyromonas gingivalis
Bacteroidetes/Chlorobi group,clade,68336,Porphyromonas gingivalis
Bacteroidetes,phylum,976,Porphyromonas gingivalis
Bacteroidia,class,200643,Porphyromonas gingivalis
Bacteroidales,order,171549,Porphyromonas gingivalis
Porphyromonadaceae,family,171551,Porphyromonas gingivalis
Porphyromonas,genus,836,Porphyromonas gingivalis
Porphyromonas gingivalis,species,837,Porphyromonas gingivalis
cellular organisms,no rank,131567,Paludibacter propionicigenes
Bacteria,superkingdom,2,Paludibacter propionicigenes
FCB group,clade,1783270,Paludibacter propionicigenes
Bacteroidetes/Chlorobi group,clade,68336,Paludibacter propionicigenes
Bacteroidetes,phylum,976,Paludibacter propionicigenes
Bacteroidia,class,200643,Paludibacter propionicigenes
Bacteroidales,order,171549,Paludibacter propionicigenes
Paludibacteraceae,family,2005523,Paludibacter propionicigenes
Paludibacter,genus,346096,Paludibacter propionicigenes
Paludibacter propionicigenes,species,185300,Paludibacter propionicigenes
cellular organisms,no rank,131567,Alkalitalea saponilacus
Bacteria,superkingdom,2,Alkalitalea saponilacus
FCB group,clade,1783270,Alkalitalea saponilacus
Bacteroidetes/Chlorobi group,clade,68336,Alkalitalea saponilacus
Bacteroidetes,phylum,976,Alkalitalea saponilacus
Bacteroidia,class,200643,Alkalitalea saponilacus
Marinilabiliales,order,1970189,Alkalitalea saponilacus
Marinilabiliaceae,family,558415,Alkalitalea saponilacus
Alkalitalea,genus,1193324,Alkalitalea saponilacus
Alkalitalea saponilacus,species,889453,Alkalitalea saponilacus
cellular organisms,no rank,131567,Mucilaginibacter sp. PAMC 26640
Bacteria,superkingdom,2,Mucilaginibacter sp. PAMC 26640
FCB group,clade,1783270,Mucilaginibacter sp. PAMC 26640
Bacteroidetes/Chlorobi group,clade,68336,Mucilaginibacter sp. PAMC 26640
Bacteroidetes,phylum,976,Mucilaginibacter sp. PAMC 26640
Sphingobacteriia,class,117747,Mucilaginibacter sp. PAMC 26640
Sphingobacteriales,order,200666,Mucilaginibacter sp. PAMC 26640
Sphingobacteriaceae,family,84566,Mucilaginibacter sp. PAMC 26640
Mucilaginibacter,genus,423349,Mucilaginibacter sp. PAMC 26640
unclassified Mucilaginibacter,no rank,2617802,Mucilaginibacter sp. PAMC 26640
Mucilaginibacter sp. PAMC 26640,species,1300914,Mucilaginibacter sp. PAMC 26640
cellular organisms,no rank,131567,Mucilaginibacter gotjawali
Bacteria,superkingdom,2,Mucilaginibacter gotjawali
FCB group,clade,1783270,Mucilaginibacter gotjawali
Bacteroidetes/Chlorobi group,clade,68336,Mucilaginibacter gotjawali
Bacteroidetes,phylum,976,Mucilaginibacter gotjawali
Sphingobacteriia,class,117747,Mucilaginibacter gotjawali
Sphingobacteriales,order,200666,Mucilaginibacter gotjawali
Sphingobacteriaceae,family,84566,Mucilaginibacter gotjawali
Mucilaginibacter,genus,423349,Mucilaginibacter gotjawali
Mucilaginibacter gotjawali,species,1550579,Mucilaginibacter gotjawali
cellular organisms,no rank,131567,Sphingobacterium mizutaii
Bacteria,superkingdom,2,Sphingobacterium mizutaii
FCB group,clade,1783270,Sphingobacterium mizutaii
Bacteroidetes/Chlorobi group,clade,68336,Sphingobacterium mizutaii
Bacteroidetes,phylum,976,Sphingobacterium mizutaii
Sphingobacteriia,class,117747,Sphingobacterium mizutaii
Sphingobacteriales,order,200666,Sphingobacterium mizutaii
Sphingobacteriaceae,family,84566,Sphingobacterium mizutaii
Sphingobacterium,genus,28453,Sphingobacterium mizutaii
Sphingobacterium mizutaii,species,1010,Sphingobacterium mizutaii
cellular organisms,no rank,131567,Pedobacter cryoconitis
Bacteria,superkingdom,2,Pedobacter cryoconitis
FCB group,clade,1783270,Pedobacter cryoconitis
Bacteroidetes/Chlorobi group,clade,68336,Pedobacter cryoconitis
Bacteroidetes,phylum,976,Pedobacter cryoconitis
Sphingobacteriia,class,117747,Pedobacter cryoconitis
Sphingobacteriales,order,200666,Pedobacter cryoconitis
Sphingobacteriaceae,family,84566,Pedobacter cryoconitis
Pedobacter,genus,84567,Pedobacter cryoconitis
Pedobacter cryoconitis,species,188932,Pedobacter cryoconitis
