Phylum,case,fraction_total_reads,group,sex
Proteobacteria,19.unmapped,0.000202958,control,male
Proteobacteria,25.unmapped,0.000207239,control,fem
Proteobacteria,19.unmapped,0.000285168,control,male
Proteobacteria,28.unmapped,0.000283455,malt,fem
Proteobacteria,27.unmapped,0.000165278,malt,fem
Proteobacteria,18.unmapped,0.000488126,control,male
Proteobacteria,22.unmapped,0.000220941,malt,male
Proteobacteria,20.unmapped,0.000208952,control,male
Proteobacteria,24.unmapped,0.000202101,control,fem
Proteobacteria,29.unmapped,0.000237212,malt,fem
Proteobacteria,26.unmapped,0.000282599,control,fem
Proteobacteria,21.unmapped,0.000257765,malt,male
Proteobacteria,23.unmapped,6.34E-05,malt,male
Proteobacteria,17.unmapped,0.000268041,control,male
Bacteroidota,17.unmapped,4.37E-05,control,male
Bacteroidota,28.unmapped,5.05E-05,malt,fem
Proteobacteria,29.unmapped,5.99E-05,malt,fem
Proteobacteria,19.unmapped,4.54E-05,control,male
Proteobacteria,28.unmapped,5.82E-05,malt,fem
Proteobacteria,17.unmapped,5.40E-05,control,male
Proteobacteria,22.unmapped,5.40E-05,malt,male
Proteobacteria,18.unmapped,5.05E-05,control,male
Firmicutes,19.unmapped,4.62E-05,control,male
Firmicutes,27.unmapped,5.57E-05,malt,fem
Proteobacteria,22.unmapped,4.88E-05,malt,male
Proteobacteria,20.unmapped,7.54E-05,control,male
Proteobacteria,29.unmapped,5.22E-05,malt,fem
Proteobacteria,23.unmapped,0.000126741,malt,male
Proteobacteria,28.unmapped,4.37E-05,malt,fem
Proteobacteria,17.unmapped,6.25E-05,control,male
Proteobacteria,21.unmapped,5.57E-05,malt,male
Proteobacteria,17.unmapped,8.82E-05,control,male
Proteobacteria,28.unmapped,4.97E-05,malt,fem
Proteobacteria,29.unmapped,0.000106189,malt,fem
Proteobacteria,22.unmapped,4.54E-05,malt,male
Proteobacteria,24.unmapped,8.22E-05,control,fem
Proteobacteria,20.unmapped,9.25E-05,control,male
Proteobacteria,23.unmapped,0.000358815,malt,male
Proteobacteria,27.unmapped,4.71E-05,malt,fem
Proteobacteria,25.unmapped,5.99E-05,control,fem
Proteobacteria,26.unmapped,4.71E-05,control,fem
Planctomycetota,22.unmapped,6.25E-05,malt,male
Planctomycetota,18.unmapped,5.05E-05,control,male
Planctomycetota,29.unmapped,5.40E-05,malt,fem
Planctomycetota,17.unmapped,5.82E-05,control,male
Planctomycetota,28.unmapped,5.91E-05,malt,fem
Planctomycetota,28.unmapped,8.39E-05,malt,fem
Planctomycetota,27.unmapped,4.20E-05,malt,fem
Planctomycetota,18.unmapped,6.77E-05,control,male
Planctomycetota,22.unmapped,7.96E-05,malt,male
Planctomycetota,29.unmapped,8.31E-05,malt,fem
Planctomycetota,17.unmapped,7.62E-05,control,male
Planctomycetota,21.unmapped,4.71E-05,malt,male
Planctomycetota,20.unmapped,5.05E-05,control,male
Planctomycetota,19.unmapped,7.11E-05,control,male
Planctomycetota,25.unmapped,4.37E-05,control,fem
Planctomycetota,24.unmapped,6.51E-05,control,fem
Planctomycetota,17.unmapped,4.62E-05,control,male
Planctomycetota,22.unmapped,4.37E-05,malt,male
Planctomycetota,28.unmapped,5.74E-05,malt,fem
Planctomycetota,26.unmapped,4.20E-05,control,fem
Planctomycetota,19.unmapped,5.99E-05,control,male
Planctomycetota,29.unmapped,4.62E-05,malt,fem
Planctomycetota,25.unmapped,4.11E-05,control,fem
Planctomycetota,17.unmapped,5.65E-05,control,male
Planctomycetota,24.unmapped,5.99E-05,control,fem
Planctomycetota,22.unmapped,6.08E-05,malt,male
Planctomycetota,18.unmapped,4.97E-05,control,male
Planctomycetota,19.unmapped,4.54E-05,control,male
Planctomycetota,20.unmapped,5.91E-05,control,male
Planctomycetota,25.unmapped,4.20E-05,control,fem
Planctomycetota,29.unmapped,5.22E-05,malt,fem
Planctomycetota,21.unmapped,5.74E-05,malt,male
Planctomycetota,28.unmapped,5.74E-05,malt,fem
Planctomycetota,26.unmapped,6.94E-05,control,fem
Planctomycetota,18.unmapped,7.36E-05,control,male
Planctomycetota,21.unmapped,0.000134449,malt,male
Planctomycetota,19.unmapped,7.88E-05,control,male
Planctomycetota,26.unmapped,0.000118178,control,fem
Planctomycetota,17.unmapped,7.96E-05,control,male
Planctomycetota,20.unmapped,0.000101051,control,male
Planctomycetota,24.unmapped,0.000142156,control,fem
Planctomycetota,25.unmapped,0.00015072,control,fem
Planctomycetota,27.unmapped,4.20E-05,malt,fem
Planctomycetota,29.unmapped,8.73E-05,malt,fem
Planctomycetota,28.unmapped,7.96E-05,malt,fem
Planctomycetota,22.unmapped,0.000105332,malt,male
Proteobacteria,29.unmapped,0.001150949,malt,fem
Proteobacteria,17.unmapped,0.001197193,control,male
Proteobacteria,25.unmapped,0.000143869,control,fem
Proteobacteria,19.unmapped,0.001149236,control,male
Proteobacteria,22.unmapped,0.001272552,malt,male
Proteobacteria,21.unmapped,0.000155858,malt,male
Proteobacteria,20.unmapped,0.0001413,control,male
Proteobacteria,27.unmapped,0.000660254,malt,fem
Proteobacteria,18.unmapped,0.000885477,control,male
Proteobacteria,23.unmapped,0.000391357,malt,male
Proteobacteria,28.unmapped,0.001253712,malt,fem
Proteobacteria,26.unmapped,0.000229505,control,fem
Proteobacteria,24.unmapped,0.000192681,control,fem
Proteobacteria,18.unmapped,0.00020467,control,male
Proteobacteria,29.unmapped,0.000177267,malt,fem
Proteobacteria,22.unmapped,0.000180692,malt,male
Proteobacteria,28.unmapped,0.000256052,malt,fem
Proteobacteria,20.unmapped,6.51E-05,control,male
Proteobacteria,25.unmapped,0.000339975,control,fem
Proteobacteria,19.unmapped,0.000163565,control,male
Proteobacteria,27.unmapped,0.00010362,malt,fem
Proteobacteria,26.unmapped,0.000125029,control,fem
Proteobacteria,24.unmapped,6.77E-05,control,fem
Proteobacteria,17.unmapped,0.000250057,control,male
Proteobacteria,25.unmapped,4.45E-05,control,fem
Bacteroidota,18.unmapped,0.000177267,control,male
Bacteroidota,28.unmapped,7.11E-05,malt,fem
Bacteroidota,22.unmapped,7.88E-05,malt,male
Bacteroidota,19.unmapped,8.39E-05,control,male
Bacteroidota,17.unmapped,7.11E-05,control,male
Bacteroidota,24.unmapped,0.000130167,control,fem
Bacteroidota,20.unmapped,5.48E-05,control,male
Bacteroidota,26.unmapped,4.28E-05,control,fem
Bacteroidota,29.unmapped,7.96E-05,malt,fem
Bacteroidota,21.unmapped,0.000142156,malt,male
Bacteroidota,26.unmapped,9.76E-05,control,fem
Bacteroidota,26.unmapped,5.74E-05,control,fem
Bacteroidota,17.unmapped,4.28E-05,control,male
Bacteroidota,21.unmapped,6.34E-05,malt,male
Bacteroidota,24.unmapped,4.11E-05,control,fem
Cyanobacteria,20.unmapped,4.88E-05,control,male
Cyanobacteria,21.unmapped,5.57E-05,malt,male
Cyanobacteria,24.unmapped,7.28E-05,control,fem
Cyanobacteria,26.unmapped,6.25E-05,control,fem
Cyanobacteria,25.unmapped,6.42E-05,control,fem
Bacteroidota,28.unmapped,0.000132736,malt,fem
Bacteroidota,21.unmapped,0.000303152,malt,male
Bacteroidota,20.unmapped,0.000294588,control,male
Bacteroidota,18.unmapped,0.000130167,control,male
Bacteroidota,23.unmapped,4.20E-05,malt,male
Bacteroidota,22.unmapped,0.000115609,malt,male
Bacteroidota,25.unmapped,0.000190112,control,fem
Bacteroidota,17.unmapped,0.000149863,control,male
Bacteroidota,24.unmapped,0.000285168,control,fem
Bacteroidota,19.unmapped,8.73E-05,control,male
Bacteroidota,29.unmapped,0.000153289,malt,fem
Bacteroidota,26.unmapped,0.000264616,control,fem
Bacteroidota,27.unmapped,6.25E-05,malt,fem
Proteobacteria,26.unmapped,0.00012246,control,fem
Proteobacteria,21.unmapped,0.000101051,malt,male
Proteobacteria,23.unmapped,5.22E-05,malt,male
Proteobacteria,27.unmapped,4.54E-05,malt,fem
Proteobacteria,29.unmapped,7.79E-05,malt,fem
Proteobacteria,17.unmapped,7.45E-05,control,male
Proteobacteria,20.unmapped,0.000145581,control,male
Proteobacteria,18.unmapped,5.99E-05,control,male
Proteobacteria,25.unmapped,8.56E-05,control,fem
Proteobacteria,24.unmapped,9.68E-05,control,fem
Proteobacteria,28.unmapped,8.14E-05,malt,fem
Proteobacteria,22.unmapped,5.40E-05,malt,male
Proteobacteria,19.unmapped,0.000102763,control,male
Bacteroidota,26.unmapped,6.85E-05,control,fem
Bacteroidota,18.unmapped,0.00012931,control,male
Bacteroidota,29.unmapped,0.000125029,malt,fem
Bacteroidota,28.unmapped,0.000170416,malt,fem
Bacteroidota,17.unmapped,0.000147294,control,male
Bacteroidota,22.unmapped,0.000133592,malt,male
Bacteroidota,19.unmapped,9.68E-05,control,male
Bacteroidota,24.unmapped,9.16E-05,control,fem
Bacteroidota,27.unmapped,7.45E-05,malt,fem
Bacteroidota,20.unmapped,7.02E-05,control,male
Bacteroidota,21.unmapped,6.51E-05,malt,male
Bacteroidota,25.unmapped,6.94E-05,control,fem
Proteobacteria,29.unmapped,0.000924013,malt,fem
Proteobacteria,22.unmapped,0.000765587,malt,male
Proteobacteria,19.unmapped,0.000749316,control,male
Proteobacteria,20.unmapped,0.002588779,control,male
Proteobacteria,27.unmapped,0.002012448,malt,fem
Proteobacteria,17.unmapped,0.000716774,control,male
Proteobacteria,25.unmapped,0.000685089,control,fem
Proteobacteria,21.unmapped,0.000363953,malt,male
Proteobacteria,18.unmapped,0.000579756,control,male
Proteobacteria,24.unmapped,0.000416191,control,fem
Proteobacteria,23.unmapped,0.000375086,malt,male
Proteobacteria,26.unmapped,0.000695365,control,fem
Proteobacteria,28.unmapped,0.000748459,malt,fem
Proteobacteria,27.unmapped,0.000116465,malt,fem
Proteobacteria,26.unmapped,0.000102763,control,fem
Proteobacteria,26.unmapped,4.54E-05,control,fem
Proteobacteria,24.unmapped,0.000410197,control,fem
Proteobacteria,20.unmapped,0.00043075,control,male
Proteobacteria,28.unmapped,0.000178979,malt,fem
Proteobacteria,29.unmapped,0.000124172,malt,fem
Proteobacteria,28.unmapped,0.000155858,malt,fem
Proteobacteria,20.unmapped,4.88E-05,control,male
Proteobacteria,18.unmapped,0.000112183,control,male
Proteobacteria,19.unmapped,0.000146438,control,male
Proteobacteria,27.unmapped,0.000139587,malt,fem
Proteobacteria,23.unmapped,5.99E-05,malt,male
Proteobacteria,17.unmapped,0.0001413,control,male
Proteobacteria,26.unmapped,6.68E-05,control,fem
Proteobacteria,24.unmapped,6.94E-05,control,fem
Proteobacteria,22.unmapped,0.000106189,malt,male
Proteobacteria,26.unmapped,6.94E-05,control,fem
Proteobacteria,26.unmapped,0.00010362,control,fem
Proteobacteria,27.unmapped,0.000106189,malt,fem
Proteobacteria,21.unmapped,4.37E-05,malt,male
Proteobacteria,22.unmapped,4.45E-05,malt,male
Proteobacteria,20.unmapped,6.68E-05,control,male
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
Proteobacteria,21.unmapped,0.000279174,malt,male
Bacteroidota,25.unmapped,5.14E-05,control,fem
Bacteroidota,19.unmapped,4.37E-05,control,male
Bacteroidota,29.unmapped,5.14E-05,malt,fem
Bacteroidota,24.unmapped,4.88E-05,control,fem
Bacteroidota,18.unmapped,5.57E-05,control,male
Bacteroidota,22.unmapped,7.36E-05,malt,male
Bacteroidota,28.unmapped,5.22E-05,malt,fem
Bacteroidota,17.unmapped,5.05E-05,control,male
Proteobacteria,24.unmapped,0.000144725,control,fem
Proteobacteria,25.unmapped,4.37E-05,control,fem
Proteobacteria,21.unmapped,6.17E-05,malt,male
Proteobacteria,26.unmapped,4.71E-05,control,fem
Proteobacteria,21.unmapped,5.48E-05,malt,male
Proteobacteria,17.unmapped,4.28E-05,control,male
Proteobacteria,17.unmapped,4.54E-05,control,male
Proteobacteria,29.unmapped,0.000130167,malt,fem
Proteobacteria,18.unmapped,0.000174698,control,male
Proteobacteria,28.unmapped,0.000140443,malt,fem
Proteobacteria,20.unmapped,4.28E-05,control,male
Proteobacteria,25.unmapped,7.28E-05,control,fem
Proteobacteria,26.unmapped,4.62E-05,control,fem
Proteobacteria,19.unmapped,9.25E-05,control,male
Proteobacteria,22.unmapped,7.36E-05,malt,male
Proteobacteria,17.unmapped,0.000224367,control,male
Proteobacteria,29.unmapped,0.000145581,malt,fem
Proteobacteria,23.unmapped,5.82E-05,malt,male
Proteobacteria,27.unmapped,4.20E-05,malt,fem
Proteobacteria,18.unmapped,8.91E-05,control,male
Proteobacteria,17.unmapped,6.85E-05,control,male
Proteobacteria,28.unmapped,4.97E-05,malt,fem
Proteobacteria,29.unmapped,4.62E-05,malt,fem
Proteobacteria,17.unmapped,8.05E-05,control,male
Proteobacteria,18.unmapped,7.96E-05,control,male
Proteobacteria,29.unmapped,6.25E-05,malt,fem
Proteobacteria,19.unmapped,7.96E-05,control,male
Proteobacteria,18.unmapped,6.94E-05,control,male
Proteobacteria,28.unmapped,0.00015757,malt,fem
Proteobacteria,22.unmapped,0.000178979,malt,male
Proteobacteria,22.unmapped,6.17E-05,malt,male
Proteobacteria,26.unmapped,0.000272323,control,fem
Proteobacteria,18.unmapped,7.54E-05,control,male
Proteobacteria,24.unmapped,0.000244919,control,fem
Proteobacteria,23.unmapped,4.80E-05,malt,male
Proteobacteria,17.unmapped,5.82E-05,control,male
Proteobacteria,21.unmapped,0.000135305,malt,male
Proteobacteria,29.unmapped,7.88E-05,malt,fem
Proteobacteria,19.unmapped,7.71E-05,control,male
Proteobacteria,27.unmapped,6.51E-05,malt,fem
Proteobacteria,20.unmapped,0.000164421,control,male
Proteobacteria,25.unmapped,0.00015072,control,fem
Proteobacteria,21.unmapped,8.39E-05,malt,male
Proteobacteria,20.unmapped,8.48E-05,control,male
Proteobacteria,18.unmapped,5.22E-05,control,male
Proteobacteria,25.unmapped,0.000469286,control,fem
Proteobacteria,19.unmapped,4.97E-05,control,male
Proteobacteria,24.unmapped,5.40E-05,control,fem
Proteobacteria,21.unmapped,0.000111327,malt,male
Proteobacteria,24.unmapped,0.000110471,control,fem
Proteobacteria,25.unmapped,0.000208952,control,fem
Proteobacteria,23.unmapped,0.000532656,malt,male
Proteobacteria,27.unmapped,0.000156714,malt,fem
Proteobacteria,28.unmapped,0.000175554,malt,fem
Proteobacteria,17.unmapped,0.000155001,control,male
Proteobacteria,20.unmapped,0.00013873,control,male
Proteobacteria,19.unmapped,0.00018583,control,male
Proteobacteria,18.unmapped,0.000153289,control,male
Proteobacteria,22.unmapped,0.000192681,malt,male
Proteobacteria,29.unmapped,0.000158427,malt,fem
Proteobacteria,26.unmapped,0.000152432,control,fem
Actinobacteria,24.unmapped,5.91E-05,control,fem
Proteobacteria,23.unmapped,4.20E-05,malt,male
Proteobacteria,18.unmapped,0.000119034,control,male
Proteobacteria,19.unmapped,9.51E-05,control,male
Proteobacteria,26.unmapped,7.96E-05,control,fem
Proteobacteria,22.unmapped,0.000109614,malt,male
Proteobacteria,17.unmapped,0.000114752,control,male
Proteobacteria,25.unmapped,0.000149007,control,fem
Proteobacteria,27.unmapped,4.37E-05,malt,fem
Proteobacteria,24.unmapped,8.48E-05,control,fem
Proteobacteria,29.unmapped,0.000109614,malt,fem
Proteobacteria,20.unmapped,4.28E-05,control,male
Proteobacteria,28.unmapped,9.33E-05,malt,fem
Proteobacteria,21.unmapped,7.79E-05,malt,male
Proteobacteria,20.unmapped,6.77E-05,control,male
Proteobacteria,26.unmapped,4.45E-05,control,fem
Proteobacteria,25.unmapped,9.68E-05,control,fem
Proteobacteria,28.unmapped,4.28E-05,malt,fem
Proteobacteria,27.unmapped,4.71E-05,malt,fem
Proteobacteria,23.unmapped,0.000244919,malt,male
Proteobacteria,29.unmapped,4.45E-05,malt,fem
Proteobacteria,20.unmapped,8.73E-05,control,male
Proteobacteria,19.unmapped,6.08E-05,control,male
Proteobacteria,24.unmapped,4.71E-05,control,fem
Proteobacteria,22.unmapped,5.05E-05,malt,male
Proteobacteria,19.unmapped,0.000100194,control,male
Proteobacteria,17.unmapped,4.54E-05,control,male
Proteobacteria,28.unmapped,0.000301439,malt,fem
Proteobacteria,23.unmapped,5.99E-05,malt,male
Proteobacteria,29.unmapped,0.000194394,malt,fem
Proteobacteria,17.unmapped,0.000512104,control,male
Proteobacteria,24.unmapped,0.000119891,control,fem
Proteobacteria,26.unmapped,0.00024235,control,fem
Proteobacteria,18.unmapped,0.00040934,control,male
Proteobacteria,19.unmapped,0.000164421,control,male
Proteobacteria,25.unmapped,0.000203814,control,fem
Proteobacteria,21.unmapped,0.000155001,malt,male
Proteobacteria,22.unmapped,0.00036481,malt,male
Proteobacteria,27.unmapped,7.36E-05,malt,fem
Proteobacteria,20.unmapped,0.000297157,control,male
Proteobacteria,26.unmapped,5.57E-05,control,fem
Proteobacteria,29.unmapped,6.17E-05,malt,fem
Proteobacteria,22.unmapped,5.40E-05,malt,male
Proteobacteria,18.unmapped,4.45E-05,control,male
Proteobacteria,17.unmapped,4.11E-05,control,male
Proteobacteria,28.unmapped,6.42E-05,malt,fem
Actinobacteria,21.unmapped,8.22E-05,malt,male
Actinobacteria,26.unmapped,4.71E-05,control,fem
Actinobacteria,21.unmapped,4.54E-05,malt,male
Actinobacteria,20.unmapped,4.88E-05,control,male
Actinobacteria,26.unmapped,5.65E-05,control,fem
Actinobacteria,25.unmapped,7.02E-05,control,fem
Actinobacteria,23.unmapped,0.000132736,malt,male
Actinobacteria,26.unmapped,4.80E-05,control,fem
Actinobacteria,20.unmapped,5.40E-05,control,male
Actinobacteria,21.unmapped,7.36E-05,malt,male
Actinobacteria,24.unmapped,4.97E-05,control,fem
Actinobacteria,24.unmapped,8.91E-05,control,fem
Actinobacteria,25.unmapped,4.62E-05,control,fem
Actinobacteria,21.unmapped,7.19E-05,malt,male
Actinobacteria,20.unmapped,5.74E-05,control,male
Actinobacteria,25.unmapped,7.45E-05,control,fem
Actinobacteria,24.unmapped,0.000107901,control,fem
Actinobacteria,26.unmapped,0.000152432,control,fem
Actinobacteria,20.unmapped,0.000182405,control,male
Actinobacteria,25.unmapped,7.62E-05,control,fem
Actinobacteria,21.unmapped,0.000115609,malt,male
Proteobacteria,29.unmapped,6.59E-05,malt,fem
Proteobacteria,23.unmapped,4.45E-05,malt,male
Proteobacteria,26.unmapped,4.28E-05,control,fem
Proteobacteria,17.unmapped,9.93E-05,control,male
Proteobacteria,19.unmapped,9.68E-05,control,male
Proteobacteria,18.unmapped,0.000115609,control,male
Proteobacteria,27.unmapped,5.74E-05,malt,fem
Proteobacteria,24.unmapped,5.05E-05,control,fem
Proteobacteria,22.unmapped,9.25E-05,malt,male
Proteobacteria,28.unmapped,0.000130167,malt,fem
Proteobacteria,29.unmapped,0.000121603,malt,fem
Proteobacteria,19.unmapped,6.94E-05,control,male
Proteobacteria,26.unmapped,4.54E-05,control,fem
Proteobacteria,18.unmapped,7.88E-05,control,male
Proteobacteria,22.unmapped,8.14E-05,malt,male
Proteobacteria,17.unmapped,9.76E-05,control,male
Proteobacteria,29.unmapped,7.88E-05,malt,fem
Proteobacteria,28.unmapped,0.000107901,malt,fem
Proteobacteria,20.unmapped,4.71E-05,control,male
Proteobacteria,29.unmapped,4.11E-05,malt,fem
Proteobacteria,27.unmapped,4.62E-05,malt,fem
Proteobacteria,25.unmapped,5.65E-05,control,fem
Proteobacteria,18.unmapped,4.54E-05,control,male
Proteobacteria,28.unmapped,4.54E-05,malt,fem
Proteobacteria,24.unmapped,5.40E-05,control,fem
Proteobacteria,26.unmapped,6.42E-05,control,fem
Proteobacteria,21.unmapped,5.05E-05,malt,male
Proteobacteria,20.unmapped,6.77E-05,control,male
Proteobacteria,17.unmapped,5.74E-05,control,male
Proteobacteria,22.unmapped,5.14E-05,malt,male
Proteobacteria,19.unmapped,6.68E-05,control,male
Proteobacteria,18.unmapped,5.74E-05,control,male
Proteobacteria,29.unmapped,5.31E-05,malt,fem
Proteobacteria,25.unmapped,6.77E-05,control,fem
Proteobacteria,28.unmapped,9.08E-05,malt,fem
Actinobacteria,20.unmapped,0.000399921,control,male
Actinobacteria,25.unmapped,0.000375942,control,fem
Actinobacteria,26.unmapped,0.000492408,control,fem
Actinobacteria,24.unmapped,0.00041191,control,fem
Actinobacteria,21.unmapped,0.000446164,malt,male
Proteobacteria,25.unmapped,0.000218372,control,fem
Proteobacteria,24.unmapped,4.45E-05,control,fem
Proteobacteria,29.unmapped,0.00011304,malt,fem
Proteobacteria,26.unmapped,7.36E-05,control,fem
Proteobacteria,20.unmapped,0.000106189,control,male
Proteobacteria,19.unmapped,0.000184118,control,male
Proteobacteria,23.unmapped,0.000665392,malt,male
Proteobacteria,22.unmapped,0.000117321,malt,male
Planctomycetota,20.unmapped,5.74E-05,control,male
Planctomycetota,18.unmapped,4.88E-05,control,male
Planctomycetota,22.unmapped,5.65E-05,malt,male
Planctomycetota,25.unmapped,4.37E-05,control,fem
Planctomycetota,26.unmapped,5.65E-05,control,fem
Planctomycetota,21.unmapped,5.57E-05,malt,male
Planctomycetota,24.unmapped,4.97E-05,control,fem
Planctomycetota,29.unmapped,6.17E-05,malt,fem
Planctomycetota,28.unmapped,6.08E-05,malt,fem
Planctomycetota,17.unmapped,6.34E-05,control,male
Proteobacteria,29.unmapped,4.54E-05,malt,fem
Proteobacteria,17.unmapped,5.40E-05,control,male
Proteobacteria,28.unmapped,8.56E-05,malt,fem
Proteobacteria,19.unmapped,4.88E-05,control,male
Proteobacteria,29.unmapped,6.42E-05,malt,fem
Proteobacteria,17.unmapped,8.05E-05,control,male
Proteobacteria,18.unmapped,5.22E-05,control,male
Proteobacteria,20.unmapped,6.25E-05,control,male
Proteobacteria,27.unmapped,6.17E-05,malt,fem
Proteobacteria,24.unmapped,4.11E-05,control,fem
Proteobacteria,26.unmapped,0.000118178,control,fem
Proteobacteria,22.unmapped,7.62E-05,malt,male
Proteobacteria,21.unmapped,5.65E-05,malt,male
Bacteroidota,17.unmapped,4.11E-05,control,male
Bacteroidota,29.unmapped,4.28E-05,malt,fem
Proteobacteria,29.unmapped,4.45E-05,malt,fem
Proteobacteria,27.unmapped,4.20E-05,malt,fem
Proteobacteria,28.unmapped,6.17E-05,malt,fem
Proteobacteria,18.unmapped,6.42E-05,control,male
Proteobacteria,21.unmapped,5.22E-05,malt,male
Proteobacteria,17.unmapped,5.74E-05,control,male
Proteobacteria,22.unmapped,4.54E-05,malt,male
Proteobacteria,27.unmapped,4.71E-05,malt,fem
Proteobacteria,21.unmapped,0.000116465,malt,male
Actinobacteria,21.unmapped,7.45E-05,malt,male
Planctomycetota,26.unmapped,9.93E-05,control,fem
Planctomycetota,21.unmapped,6.17E-05,malt,male
Planctomycetota,28.unmapped,8.39E-05,malt,fem
Planctomycetota,19.unmapped,6.42E-05,control,male
Planctomycetota,24.unmapped,7.54E-05,control,fem
Planctomycetota,18.unmapped,6.42E-05,control,male
Planctomycetota,22.unmapped,7.11E-05,malt,male
Planctomycetota,20.unmapped,8.48E-05,control,male
Planctomycetota,25.unmapped,6.42E-05,control,fem
Planctomycetota,29.unmapped,7.96E-05,malt,fem
Planctomycetota,17.unmapped,7.19E-05,control,male
Proteobacteria,23.unmapped,0.000134449,malt,male
Proteobacteria,24.unmapped,0.000192681,control,fem
Proteobacteria,26.unmapped,0.000222654,control,fem
Proteobacteria,20.unmapped,0.000178979,control,male
Proteobacteria,25.unmapped,0.000262903,control,fem
Proteobacteria,19.unmapped,0.00024235,control,male
Proteobacteria,29.unmapped,0.000319423,malt,fem
Proteobacteria,17.unmapped,0.000341688,control,male
Proteobacteria,22.unmapped,0.000290306,malt,male
Proteobacteria,21.unmapped,0.000205527,malt,male
Proteobacteria,18.unmapped,0.000442739,control,male
Proteobacteria,27.unmapped,0.000142156,malt,fem
Proteobacteria,28.unmapped,0.000268041,malt,fem
Firmicutes,26.unmapped,4.97E-05,control,fem
Firmicutes,17.unmapped,4.45E-05,control,male
Firmicutes,27.unmapped,4.97E-05,malt,fem
Proteobacteria,19.unmapped,0.001065313,control,male
Proteobacteria,24.unmapped,0.000560916,control,fem
Proteobacteria,25.unmapped,0.000377655,control,fem
Proteobacteria,21.unmapped,0.000220085,malt,male
Proteobacteria,26.unmapped,0.001117551,control,fem
Proteobacteria,27.unmapped,0.000352821,malt,fem
Proteobacteria,23.unmapped,0.000113896,malt,male
Proteobacteria,20.unmapped,0.000196963,control,male
Proteobacteria,22.unmapped,0.00056006,malt,male
Proteobacteria,29.unmapped,0.000960837,malt,fem
Proteobacteria,28.unmapped,0.000835808,malt,fem
Proteobacteria,18.unmapped,0.001405288,control,male
Proteobacteria,17.unmapped,0.000723625,control,male
Proteobacteria,28.unmapped,0.000288594,malt,fem
Proteobacteria,21.unmapped,6.17E-05,malt,male
Proteobacteria,29.unmapped,0.00017641,malt,fem
Proteobacteria,17.unmapped,0.000174698,control,male
Proteobacteria,18.unmapped,0.000190112,control,male
Proteobacteria,22.unmapped,0.000222654,malt,male
Proteobacteria,23.unmapped,6.08E-05,malt,male
Proteobacteria,20.unmapped,5.82E-05,control,male
Proteobacteria,27.unmapped,0.000111327,malt,fem
Proteobacteria,26.unmapped,4.71E-05,control,fem
Proteobacteria,25.unmapped,4.71E-05,control,fem
Proteobacteria,19.unmapped,0.00014815,control,male
Proteobacteria,24.unmapped,6.94E-05,control,fem
Bacteroidota,23.unmapped,4.97E-05,malt,male
Bacteroidota,22.unmapped,0.0001413,malt,male
Bacteroidota,18.unmapped,0.000115609,control,male
Bacteroidota,17.unmapped,0.000113896,control,male
Bacteroidota,29.unmapped,0.000137018,malt,fem
Bacteroidota,28.unmapped,0.000109614,malt,fem
Bacteroidota,24.unmapped,6.17E-05,control,fem
Bacteroidota,19.unmapped,0.00013188,control,male
Bacteroidota,20.unmapped,6.08E-05,control,male
Bacteroidota,21.unmapped,4.11E-05,malt,male
Bacteroidota,27.unmapped,7.45E-05,malt,fem
Cyanobacteria,27.unmapped,4.97E-05,malt,fem
Cyanobacteria,19.unmapped,7.96E-05,control,male
Cyanobacteria,28.unmapped,9.76E-05,malt,fem
Cyanobacteria,18.unmapped,7.11E-05,control,male
Cyanobacteria,26.unmapped,0.000149863,control,fem
Cyanobacteria,24.unmapped,0.000127598,control,fem
Cyanobacteria,21.unmapped,0.000255196,malt,male
Cyanobacteria,25.unmapped,0.000139587,control,fem
Cyanobacteria,29.unmapped,6.42E-05,malt,fem
Cyanobacteria,20.unmapped,8.91E-05,control,male
Firmicutes,26.unmapped,4.71E-05,control,fem
Proteobacteria,27.unmapped,4.11E-05,malt,fem
Proteobacteria,22.unmapped,7.79E-05,malt,male
Proteobacteria,24.unmapped,4.20E-05,control,fem
Proteobacteria,21.unmapped,6.17E-05,malt,male
Proteobacteria,26.unmapped,4.28E-05,control,fem
Proteobacteria,26.unmapped,7.62E-05,control,fem
Proteobacteria,21.unmapped,0.000112183,malt,male
Proteobacteria,28.unmapped,5.14E-05,malt,fem
Proteobacteria,24.unmapped,6.34E-05,control,fem
Proteobacteria,25.unmapped,5.82E-05,control,fem
Proteobacteria,27.unmapped,5.14E-05,malt,fem
Bacteroidota,28.unmapped,4.37E-05,malt,fem
Bacteroidota,22.unmapped,4.20E-05,malt,male
Proteobacteria,17.unmapped,5.40E-05,control,male
Proteobacteria,22.unmapped,6.68E-05,malt,male
Proteobacteria,18.unmapped,4.71E-05,control,male
Proteobacteria,19.unmapped,4.97E-05,control,male
Proteobacteria,29.unmapped,5.14E-05,malt,fem
Proteobacteria,28.unmapped,8.65E-05,malt,fem
Proteobacteria,29.unmapped,0.000257765,malt,fem
