name,rank,id,species
Pseudomonadota,phylum,1224,Oxalobacter formigenes
Betaproteobacteria,class,28216,Oxalobacter formigenes
Burkholderiales,order,80840,Oxalobacter formigenes
Oxalobacteraceae,family,75682,Oxalobacter formigenes
Oxalobacter,genus,846,Oxalobacter formigenes
Oxalobacter formigenes,species,847,Oxalobacter formigenes
cellular organisms,no rank,131567,Burkholderia pseudomallei
Bacteria,superkingdom,2,Burkholderia pseudomallei
Pseudomonadota,phylum,1224,Burkholderia pseudomallei
Betaproteobacteria,class,28216,Burkholderia pseudomallei
Burkholderiales,order,80840,Burkholderia pseudomallei
Burkholderiaceae,family,119060,Burkholderia pseudomallei
Burkholderia,genus,32008,Burkholderia pseudomallei
pseudomallei group,species group,111527,Burkholderia pseudomallei
Burkholderia pseudomallei,species,28450,Burkholderia pseudomallei
cellular organisms,no rank,131567,Burkholderia cenocepacia
Bacteria,superkingdom,2,Burkholderia cenocepacia
Pseudomonadota,phylum,1224,Burkholderia cenocepacia
Betaproteobacteria,class,28216,Burkholderia cenocepacia
Burkholderiales,order,80840,Burkholderia cenocepacia
Burkholderiaceae,family,119060,Burkholderia cenocepacia
Burkholderia,genus,32008,Burkholderia cenocepacia
Burkholderia cepacia complex,species group,87882,Burkholderia cenocepacia
Burkholderia cenocepacia,species,95486,Burkholderia cenocepacia
cellular organisms,no rank,131567,Burkholderia glumae
Bacteria,superkingdom,2,Burkholderia glumae
Pseudomonadota,phylum,1224,Burkholderia glumae
Betaproteobacteria,class,28216,Burkholderia glumae
Burkholderiales,order,80840,Burkholderia glumae
Burkholderiaceae,family,119060,Burkholderia glumae
Burkholderia,genus,32008,Burkholderia glumae
Burkholderia glumae,species,337,Burkholderia glumae
cellular organisms,no rank,131567,Burkholderia sp. Bp7605
Bacteria,superkingdom,2,Burkholderia sp. Bp7605
Pseudomonadota,phylum,1224,Burkholderia sp. Bp7605
Betaproteobacteria,class,28216,Burkholderia sp. Bp7605
Burkholderiales,order,80840,Burkholderia sp. Bp7605
Burkholderiaceae,family,119060,Burkholderia sp. Bp7605
Burkholderia,genus,32008,Burkholderia sp. Bp7605
unclassified Burkholderia,no rank,2613784,Burkholderia sp. Bp7605
Burkholderia sp. Bp7605,species,1740163,Burkholderia sp. Bp7605
cellular organisms,no rank,131567,Hydromonas sp. F02
Bacteria,superkingdom,2,Hydromonas sp. F02
Pseudomonadota,phylum,1224,Hydromonas sp. F02
Betaproteobacteria,class,28216,Hydromonas sp. F02
Burkholderiales,order,80840,Hydromonas sp. F02
Burkholderiaceae,family,119060,Hydromonas sp. F02
Ephemeroptericola,genus,2680021,Hydromonas sp. F02
Ephemeroptericola cinctiostellae,species,2268024,Hydromonas sp. F02
cellular organisms,no rank,131567,Ralstonia pickettii
Bacteria,superkingdom,2,Ralstonia pickettii
Pseudomonadota,phylum,1224,Ralstonia pickettii
Betaproteobacteria,class,28216,Ralstonia pickettii
Burkholderiales,order,80840,Ralstonia pickettii
Burkholderiaceae,family,119060,Ralstonia pickettii
Ralstonia,genus,48736,Ralstonia pickettii
Ralstonia pickettii,species,329,Ralstonia pickettii
cellular organisms,no rank,131567,Ralstonia solanacearum
Bacteria,superkingdom,2,Ralstonia solanacearum
Pseudomonadota,phylum,1224,Ralstonia solanacearum
Betaproteobacteria,class,28216,Ralstonia solanacearum
Burkholderiales,order,80840,Ralstonia solanacearum
Burkholderiaceae,family,119060,Ralstonia solanacearum
Ralstonia,genus,48736,Ralstonia solanacearum
Ralstonia solanacearum,species,305,Ralstonia solanacearum
cellular organisms,no rank,131567,Cupriavidus gilardii
Bacteria,superkingdom,2,Cupriavidus gilardii
Pseudomonadota,phylum,1224,Cupriavidus gilardii
Betaproteobacteria,class,28216,Cupriavidus gilardii
Burkholderiales,order,80840,Cupriavidus gilardii
Burkholderiaceae,family,119060,Cupriavidus gilardii
Cupriavidus,genus,106589,Cupriavidus gilardii
Cupriavidus gilardii,species,82541,Cupriavidus gilardii
cellular organisms,no rank,131567,Cupriavidus taiwanensis
Bacteria,superkingdom,2,Cupriavidus taiwanensis
Pseudomonadota,phylum,1224,Cupriavidus taiwanensis
Betaproteobacteria,class,28216,Cupriavidus taiwanensis
Burkholderiales,order,80840,Cupriavidus taiwanensis
Burkholderiaceae,family,119060,Cupriavidus taiwanensis
Cupriavidus,genus,106589,Cupriavidus taiwanensis
Cupriavidus taiwanensis,species,164546,Cupriavidus taiwanensis
cellular organisms,no rank,131567,Cupriavidus metallidurans
Bacteria,superkingdom,2,Cupriavidus metallidurans
Pseudomonadota,phylum,1224,Cupriavidus metallidurans
Betaproteobacteria,class,28216,Cupriavidus metallidurans
Burkholderiales,order,80840,Cupriavidus metallidurans
Burkholderiaceae,family,119060,Cupriavidus metallidurans
Cupriavidus,genus,106589,Cupriavidus metallidurans
Cupriavidus metallidurans,species,119219,Cupriavidus metallidurans
cellular organisms,no rank,131567,Polynucleobacter necessarius
Bacteria,superkingdom,2,Polynucleobacter necessarius
Pseudomonadota,phylum,1224,Polynucleobacter necessarius
Betaproteobacteria,class,28216,Polynucleobacter necessarius
Burkholderiales,order,80840,Polynucleobacter necessarius
Burkholderiaceae,family,119060,Polynucleobacter necessarius
Polynucleobacter,genus,44013,Polynucleobacter necessarius
Polynucleobacter necessarius,species,576610,Polynucleobacter necessarius
cellular organisms,no rank,131567,Polynucleobacter acidiphobus
Bacteria,superkingdom,2,Polynucleobacter acidiphobus
Pseudomonadota,phylum,1224,Polynucleobacter acidiphobus
Betaproteobacteria,class,28216,Polynucleobacter acidiphobus
Burkholderiales,order,80840,Polynucleobacter acidiphobus
Burkholderiaceae,family,119060,Polynucleobacter acidiphobus
Polynucleobacter,genus,44013,Polynucleobacter acidiphobus
Polynucleobacter acidiphobus,species,556053,Polynucleobacter acidiphobus
cellular organisms,no rank,131567,Paraburkholderia rhizoxinica
Bacteria,superkingdom,2,Paraburkholderia rhizoxinica
Pseudomonadota,phylum,1224,Paraburkholderia rhizoxinica
Betaproteobacteria,class,28216,Paraburkholderia rhizoxinica
Burkholderiales,order,80840,Paraburkholderia rhizoxinica
Burkholderiaceae,family,119060,Paraburkholderia rhizoxinica
Mycetohabitans,genus,2571159,Paraburkholderia rhizoxinica
Mycetohabitans rhizoxinica,species,412963,Paraburkholderia rhizoxinica
cellular organisms,no rank,131567,Paraburkholderia xenovorans
Bacteria,superkingdom,2,Paraburkholderia xenovorans
Pseudomonadota,phylum,1224,Paraburkholderia xenovorans
Betaproteobacteria,class,28216,Paraburkholderia xenovorans
Burkholderiales,order,80840,Paraburkholderia xenovorans
Burkholderiaceae,family,119060,Paraburkholderia xenovorans
Paraburkholderia,genus,1822464,Paraburkholderia xenovorans
Paraburkholderia xenovorans,species,36873,Paraburkholderia xenovorans
cellular organisms,no rank,131567,Pandoraea thiooxydans
Bacteria,superkingdom,2,Pandoraea thiooxydans
Pseudomonadota,phylum,1224,Pandoraea thiooxydans
Betaproteobacteria,class,28216,Pandoraea thiooxydans
Burkholderiales,order,80840,Pandoraea thiooxydans
Burkholderiaceae,family,119060,Pandoraea thiooxydans
Pandoraea,genus,93217,Pandoraea thiooxydans
Pandoraea thiooxydans,species,445709,Pandoraea thiooxydans
cellular organisms,no rank,131567,Bordetella sp. HZ20
Bacteria,superkingdom,2,Bordetella sp. HZ20
Pseudomonadota,phylum,1224,Bordetella sp. HZ20
Betaproteobacteria,class,28216,Bordetella sp. HZ20
Burkholderiales,order,80840,Bordetella sp. HZ20
Alcaligenaceae,family,506,Bordetella sp. HZ20
Orrella,genus,1921582,Bordetella sp. HZ20
Orrella marina,species,2163011,Bordetella sp. HZ20
cellular organisms,no rank,131567,Advenella kashmirensis
Bacteria,superkingdom,2,Advenella kashmirensis
Pseudomonadota,phylum,1224,Advenella kashmirensis
Betaproteobacteria,class,28216,Advenella kashmirensis
Burkholderiales,order,80840,Advenella kashmirensis
Alcaligenaceae,family,506,Advenella kashmirensis
Advenella,genus,290425,Advenella kashmirensis
Advenella kashmirensis,species,310575,Advenella kashmirensis
cellular organisms,no rank,131567,Orrella dioscoreae
Bacteria,superkingdom,2,Orrella dioscoreae
Pseudomonadota,phylum,1224,Orrella dioscoreae
Betaproteobacteria,class,28216,Orrella dioscoreae
Burkholderiales,order,80840,Orrella dioscoreae
Alcaligenaceae,family,506,Orrella dioscoreae
Orrella,genus,1921582,Orrella dioscoreae
Orrella dioscoreae,species,1851544,Orrella dioscoreae
cellular organisms,no rank,131567,Paenalcaligenes hominis
Bacteria,superkingdom,2,Paenalcaligenes hominis
Pseudomonadota,phylum,1224,Paenalcaligenes hominis
Betaproteobacteria,class,28216,Paenalcaligenes hominis
Burkholderiales,order,80840,Paenalcaligenes hominis
Alcaligenaceae,family,506,Paenalcaligenes hominis
Paenalcaligenes,genus,1100891,Paenalcaligenes hominis
Paenalcaligenes hominis,species,643674,Paenalcaligenes hominis
cellular organisms,no rank,131567,Oligella urethralis
Bacteria,superkingdom,2,Oligella urethralis
Pseudomonadota,phylum,1224,Oligella urethralis
Betaproteobacteria,class,28216,Oligella urethralis
Burkholderiales,order,80840,Oligella urethralis
Alcaligenaceae,family,506,Oligella urethralis
Oligella,genus,90243,Oligella urethralis
Oligella urethralis,species,90245,Oligella urethralis
cellular organisms,no rank,131567,Alcaligenes faecalis
Bacteria,superkingdom,2,Alcaligenes faecalis
Pseudomonadota,phylum,1224,Alcaligenes faecalis
Betaproteobacteria,class,28216,Alcaligenes faecalis
Burkholderiales,order,80840,Alcaligenes faecalis
Alcaligenaceae,family,506,Alcaligenes faecalis
Alcaligenes,genus,507,Alcaligenes faecalis
Alcaligenes faecalis,species,511,Alcaligenes faecalis
cellular organisms,no rank,131567,Basilea psittacipulmonis
Bacteria,superkingdom,2,Basilea psittacipulmonis
Pseudomonadota,phylum,1224,Basilea psittacipulmonis
Betaproteobacteria,class,28216,Basilea psittacipulmonis
Burkholderiales,order,80840,Basilea psittacipulmonis
Alcaligenaceae,family,506,Basilea psittacipulmonis
Basilea,genus,1472344,Basilea psittacipulmonis
Basilea psittacipulmonis,species,1472345,Basilea psittacipulmonis
cellular organisms,no rank,131567,Taylorella equigenitalis
Bacteria,superkingdom,2,Taylorella equigenitalis
Pseudomonadota,phylum,1224,Taylorella equigenitalis
Betaproteobacteria,class,28216,Taylorella equigenitalis
Burkholderiales,order,80840,Taylorella equigenitalis
Alcaligenaceae,family,506,Taylorella equigenitalis
Taylorella,genus,29574,Taylorella equigenitalis
Taylorella equigenitalis,species,29575,Taylorella equigenitalis
cellular organisms,no rank,131567,Pusillimonas sp. T7-7
Bacteria,superkingdom,2,Pusillimonas sp. T7-7
Pseudomonadota,phylum,1224,Pusillimonas sp. T7-7
Betaproteobacteria,class,28216,Pusillimonas sp. T7-7
Burkholderiales,order,80840,Pusillimonas sp. T7-7
Alcaligenaceae,family,506,Pusillimonas sp. T7-7
Pusillimonas,genus,305976,Pusillimonas sp. T7-7
unclassified Pusillimonas,no rank,2640016,Pusillimonas sp. T7-7
Pusillimonas sp. T7-7,species,1007105,Pusillimonas sp. T7-7
cellular organisms,no rank,131567,Sutterella sp. 6FBBBH3
Bacteria,superkingdom,2,Sutterella sp. 6FBBBH3
Pseudomonadota,phylum,1224,Sutterella sp. 6FBBBH3
Betaproteobacteria,class,28216,Sutterella sp. 6FBBBH3
Burkholderiales,order,80840,Sutterella sp. 6FBBBH3
Sutterellaceae,family,995019,Sutterella sp. 6FBBBH3
Sutterella,genus,40544,Sutterella sp. 6FBBBH3
Sutterella megalosphaeroides,species,2494234,Sutterella sp. 6FBBBH3
cellular organisms,no rank,131567,Sideroxydans lithotrophicus
Bacteria,superkingdom,2,Sideroxydans lithotrophicus
Pseudomonadota,phylum,1224,Sideroxydans lithotrophicus
Betaproteobacteria,class,28216,Sideroxydans lithotrophicus
Nitrosomonadales,order,32003,Sideroxydans lithotrophicus
Gallionellaceae,family,90627,Sideroxydans lithotrophicus
Sideroxydans,genus,314343,Sideroxydans lithotrophicus
Sideroxydans lithotrophicus,species,63745,Sideroxydans lithotrophicus
cellular organisms,no rank,131567,Ferriphaselus amnicola
Bacteria,superkingdom,2,Ferriphaselus amnicola
Pseudomonadota,phylum,1224,Ferriphaselus amnicola
Betaproteobacteria,class,28216,Ferriphaselus amnicola
Nitrosomonadales,order,32003,Ferriphaselus amnicola
Gallionellaceae,family,90627,Ferriphaselus amnicola
Ferriphaselus,genus,1443590,Ferriphaselus amnicola
Ferriphaselus amnicola,species,1188319,Ferriphaselus amnicola
cellular organisms,no rank,131567,Gallionella capsiferriformans
Bacteria,superkingdom,2,Gallionella capsiferriformans
Pseudomonadota,phylum,1224,Gallionella capsiferriformans
Betaproteobacteria,class,28216,Gallionella capsiferriformans
Nitrosomonadales,order,32003,Gallionella capsiferriformans
Gallionellaceae,family,90627,Gallionella capsiferriformans
Gallionella,genus,96,Gallionella capsiferriformans
Gallionella capsiferriformans,species,370405,Gallionella capsiferriformans
cellular organisms,no rank,131567,Sulfuricella denitrificans
Bacteria,superkingdom,2,Sulfuricella denitrificans
Pseudomonadota,phylum,1224,Sulfuricella denitrificans
Betaproteobacteria,class,28216,Sulfuricella denitrificans
Nitrosomonadales,order,32003,Sulfuricella denitrificans
Sulfuricellaceae,family,2772226,Sulfuricella denitrificans
Sulfuricella,genus,935200,Sulfuricella denitrificans
Sulfuricella denitrificans,species,649841,Sulfuricella denitrificans
cellular organisms,no rank,131567,Sulfuriferula sp. AH1
Bacteria,superkingdom,2,Sulfuriferula sp. AH1
Pseudomonadota,phylum,1224,Sulfuriferula sp. AH1
Betaproteobacteria,class,28216,Sulfuriferula sp. AH1
Nitrosomonadales,order,32003,Sulfuriferula sp. AH1
Sulfuricellaceae,family,2772226,Sulfuriferula sp. AH1
Sulfuriferula,genus,1778653,Sulfuriferula sp. AH1
unclassified Sulfuriferula,no rank,2637784,Sulfuriferula sp. AH1
Sulfuriferula sp. AH1,species,1985873,Sulfuriferula sp. AH1
cellular organisms,no rank,131567,Nitrosomonas communis
Bacteria,superkingdom,2,Nitrosomonas communis
Pseudomonadota,phylum,1224,Nitrosomonas communis
Betaproteobacteria,class,28216,Nitrosomonas communis
Nitrosomonadales,order,32003,Nitrosomonas communis
Nitrosomonadaceae,family,206379,Nitrosomonas communis
Nitrosomonas,genus,914,Nitrosomonas communis
Nitrosomonas communis,species,44574,Nitrosomonas communis
cellular organisms,no rank,131567,Nitrosomonas sp. Is79A3
Bacteria,superkingdom,2,Nitrosomonas sp. Is79A3
Pseudomonadota,phylum,1224,Nitrosomonas sp. Is79A3
Betaproteobacteria,class,28216,Nitrosomonas sp. Is79A3
Nitrosomonadales,order,32003,Nitrosomonas sp. Is79A3
Nitrosomonadaceae,family,206379,Nitrosomonas sp. Is79A3
Nitrosomonas,genus,914,Nitrosomonas sp. Is79A3
unclassified Nitrosomonas,no rank,2609265,Nitrosomonas sp. Is79A3
Nitrosomonas sp. Is79A3,species,261292,Nitrosomonas sp. Is79A3
cellular organisms,no rank,131567,Nitrosomonas eutropha
Bacteria,superkingdom,2,Nitrosomonas eutropha
Pseudomonadota,phylum,1224,Nitrosomonas eutropha
Betaproteobacteria,class,28216,Nitrosomonas eutropha
Nitrosomonadales,order,32003,Nitrosomonas eutropha
Nitrosomonadaceae,family,206379,Nitrosomonas eutropha
Nitrosomonas,genus,914,Nitrosomonas eutropha
Nitrosomonas eutropha,species,916,Nitrosomonas eutropha
cellular organisms,no rank,131567,Methylotenera versatilis
Bacteria,superkingdom,2,Methylotenera versatilis
Pseudomonadota,phylum,1224,Methylotenera versatilis
Betaproteobacteria,class,28216,Methylotenera versatilis
Nitrosomonadales,order,32003,Methylotenera versatilis
Methylophilaceae,family,32011,Methylotenera versatilis
Methylotenera,genus,359407,Methylotenera versatilis
Methylotenera versatilis,species,1055487,Methylotenera versatilis
cellular organisms,no rank,131567,Methylotenera mobilis
Bacteria,superkingdom,2,Methylotenera mobilis
Pseudomonadota,phylum,1224,Methylotenera mobilis
Betaproteobacteria,class,28216,Methylotenera mobilis
Nitrosomonadales,order,32003,Methylotenera mobilis
Methylophilaceae,family,32011,Methylotenera mobilis
Methylotenera,genus,359407,Methylotenera mobilis
Methylotenera mobilis,species,359408,Methylotenera mobilis
cellular organisms,no rank,131567,Candidatus Methylopumilus planktonicus
Bacteria,superkingdom,2,Candidatus Methylopumilus planktonicus
Pseudomonadota,phylum,1224,Candidatus Methylopumilus planktonicus
Betaproteobacteria,class,28216,Candidatus Methylopumilus planktonicus
Nitrosomonadales,order,32003,Candidatus Methylopumilus planktonicus
Methylophilaceae,family,32011,Candidatus Methylopumilus planktonicus
Candidatus Methylopumilus,genus,1679002,Candidatus Methylopumilus planktonicus
Candidatus Methylopumilus planktonicus,species,1581557,Candidatus Methylopumilus planktonicus
cellular organisms,no rank,131567,Candidatus Methylopumilus turicensis
Bacteria,superkingdom,2,Candidatus Methylopumilus turicensis
Pseudomonadota,phylum,1224,Candidatus Methylopumilus turicensis
Betaproteobacteria,class,28216,Candidatus Methylopumilus turicensis
Nitrosomonadales,order,32003,Candidatus Methylopumilus turicensis
Methylophilaceae,family,32011,Candidatus Methylopumilus turicensis
Candidatus Methylopumilus,genus,1679002,Candidatus Methylopumilus turicensis
Candidatus Methylopumilus turicensis,species,1581680,Candidatus Methylopumilus turicensis
cellular organisms,no rank,131567,Sulfuritalea hydrogenivorans
Bacteria,superkingdom,2,Sulfuritalea hydrogenivorans
Pseudomonadota,phylum,1224,Sulfuritalea hydrogenivorans
Betaproteobacteria,class,28216,Sulfuritalea hydrogenivorans
Nitrosomonadales,order,32003,Sulfuritalea hydrogenivorans
Sterolibacteriaceae,family,2008793,Sulfuritalea hydrogenivorans
Sulfuritalea,genus,1054211,Sulfuritalea hydrogenivorans
Sulfuritalea hydrogenivorans,species,748811,Sulfuritalea hydrogenivorans
cellular organisms,no rank,131567,Methyloversatilis sp. RAC08
Bacteria,superkingdom,2,Methyloversatilis sp. RAC08
Pseudomonadota,phylum,1224,Methyloversatilis sp. RAC08
Betaproteobacteria,class,28216,Methyloversatilis sp. RAC08
Nitrosomonadales,order,32003,Methyloversatilis sp. RAC08
Sterolibacteriaceae,family,2008793,Methyloversatilis sp. RAC08
Methyloversatilis,genus,378210,Methyloversatilis sp. RAC08
unclassified Methyloversatilis,no rank,2639971,Methyloversatilis sp. RAC08
