case,genus,fraction_total_reads,group,sex
18.unmapped,Pirellula,6.77E-05,control,male
22.unmapped,Pirellula,7.96E-05,malt,male
29.unmapped,Pirellula,8.31E-05,malt,fem
17.unmapped,Pirellula,7.62E-05,control,male
21.unmapped,Pirellula,4.71E-05,malt,male
20.unmapped,Pirellula,5.05E-05,control,male
19.unmapped,Pirellula,7.11E-05,control,male
25.unmapped,Pirellula,4.37E-05,control,fem
24.unmapped,Pirellula,6.51E-05,control,fem
17.unmapped,Planctomyces,4.62E-05,control,male
22.unmapped,Planctomyces,4.37E-05,malt,male
28.unmapped,Planctomyces,5.74E-05,malt,fem
26.unmapped,Planctomyces,4.20E-05,control,fem
19.unmapped,Planctomyces,5.99E-05,control,male
29.unmapped,Planctomyces,4.62E-05,malt,fem
25.unmapped,Planctomyces,4.11E-05,control,fem
17.unmapped,Planctomyces,5.65E-05,control,male
24.unmapped,Planctomyces,5.99E-05,control,fem
22.unmapped,Planctomyces,6.08E-05,malt,male
18.unmapped,Planctomyces,4.97E-05,control,male
19.unmapped,Planctomyces,4.54E-05,control,male
20.unmapped,Planctomyces,5.91E-05,control,male
25.unmapped,Planctomyces,4.20E-05,control,fem
29.unmapped,Planctomyces,5.22E-05,malt,fem
21.unmapped,Planctomyces,5.74E-05,malt,male
28.unmapped,Planctomyces,5.74E-05,malt,fem
26.unmapped,Planctomyces,6.94E-05,control,fem
18.unmapped,Planctopirus,7.36E-05,control,male
21.unmapped,Planctopirus,0.000134449,malt,male
19.unmapped,Planctopirus,7.88E-05,control,male
26.unmapped,Planctopirus,0.000118178,control,fem
17.unmapped,Planctopirus,7.96E-05,control,male
20.unmapped,Planctopirus,0.000101051,control,male
24.unmapped,Planctopirus,0.000142156,control,fem
25.unmapped,Planctopirus,0.00015072,control,fem
27.unmapped,Planctopirus,4.20E-05,malt,fem
29.unmapped,Planctopirus,8.73E-05,malt,fem
28.unmapped,Planctopirus,7.96E-05,malt,fem
22.unmapped,Planctopirus,0.000105332,malt,male
29.unmapped,Polaromonas,0.001150949,malt,fem
17.unmapped,Polaromonas,0.001197193,control,male
25.unmapped,Polaromonas,0.000143869,control,fem
19.unmapped,Polaromonas,0.001149236,control,male
22.unmapped,Polaromonas,0.001272552,malt,male
21.unmapped,Polaromonas,0.000155858,malt,male
20.unmapped,Polaromonas,0.0001413,control,male
27.unmapped,Polaromonas,0.000660254,malt,fem
18.unmapped,Polaromonas,0.000885477,control,male
23.unmapped,Polaromonas,0.000391357,malt,male
28.unmapped,Polaromonas,0.001253712,malt,fem
26.unmapped,Polaromonas,0.000229505,control,fem
24.unmapped,Polaromonas,0.000192681,control,fem
18.unmapped,Polaromonas,0.00020467,control,male
29.unmapped,Polaromonas,0.000177267,malt,fem
22.unmapped,Polaromonas,0.000180692,malt,male
28.unmapped,Polaromonas,0.000256052,malt,fem
20.unmapped,Polaromonas,6.51E-05,control,male
25.unmapped,Polaromonas,0.000339975,control,fem
19.unmapped,Polaromonas,0.000163565,control,male
27.unmapped,Polaromonas,0.00010362,malt,fem
26.unmapped,Polaromonas,0.000125029,control,fem
24.unmapped,Polaromonas,6.77E-05,control,fem
17.unmapped,Polaromonas,0.000250057,control,male
25.unmapped,Polynucleobacter,4.45E-05,control,fem
18.unmapped,Porphyromonas,0.000177267,control,male
28.unmapped,Porphyromonas,7.11E-05,malt,fem
22.unmapped,Porphyromonas,7.88E-05,malt,male
19.unmapped,Porphyromonas,8.39E-05,control,male
17.unmapped,Porphyromonas,7.11E-05,control,male
24.unmapped,Porphyromonas,0.000130167,control,fem
20.unmapped,Porphyromonas,5.48E-05,control,male
26.unmapped,Porphyromonas,4.28E-05,control,fem
29.unmapped,Porphyromonas,7.96E-05,malt,fem
21.unmapped,Porphyromonas,0.000142156,malt,male
26.unmapped,Prevotella,9.76E-05,control,fem
26.unmapped,Prevotella,5.74E-05,control,fem
17.unmapped,Prevotella,4.28E-05,control,male
21.unmapped,Prevotella,6.34E-05,malt,male
24.unmapped,Prevotella,4.11E-05,control,fem
20.unmapped,Prochlorococcus,4.88E-05,control,male
21.unmapped,Prochlorococcus,5.57E-05,malt,male
24.unmapped,Prochlorococcus,7.28E-05,control,fem
26.unmapped,Prochlorococcus,6.25E-05,control,fem
25.unmapped,Prochlorococcus,6.42E-05,control,fem
28.unmapped,Aquirufa,0.000132736,malt,fem
21.unmapped,Aquirufa,0.000303152,malt,male
20.unmapped,Aquirufa,0.000294588,control,male
18.unmapped,Aquirufa,0.000130167,control,male
23.unmapped,Aquirufa,4.20E-05,malt,male
22.unmapped,Aquirufa,0.000115609,malt,male
25.unmapped,Aquirufa,0.000190112,control,fem
17.unmapped,Aquirufa,0.000149863,control,male
24.unmapped,Aquirufa,0.000285168,control,fem
19.unmapped,Aquirufa,8.73E-05,control,male
29.unmapped,Aquirufa,0.000153289,malt,fem
26.unmapped,Aquirufa,0.000264616,control,fem
27.unmapped,Aquirufa,6.25E-05,malt,fem
26.unmapped,Arcobacter,0.00012246,control,fem
21.unmapped,Arcobacter,0.000101051,malt,male
23.unmapped,Arcobacter,5.22E-05,malt,male
27.unmapped,Arcobacter,4.54E-05,malt,fem
29.unmapped,Arcobacter,7.79E-05,malt,fem
17.unmapped,Arcobacter,7.45E-05,control,male
20.unmapped,Arcobacter,0.000145581,control,male
18.unmapped,Arcobacter,5.99E-05,control,male
25.unmapped,Arcobacter,8.56E-05,control,fem
24.unmapped,Arcobacter,9.68E-05,control,fem
28.unmapped,Arcobacter,8.14E-05,malt,fem
22.unmapped,Arcobacter,5.40E-05,malt,male
19.unmapped,Arcobacter,0.000102763,control,male
26.unmapped,Paraflavitalea,6.85E-05,control,fem
18.unmapped,Paraflavitalea,0.00012931,control,male
29.unmapped,Paraflavitalea,0.000125029,malt,fem
28.unmapped,Paraflavitalea,0.000170416,malt,fem
17.unmapped,Paraflavitalea,0.000147294,control,male
22.unmapped,Paraflavitalea,0.000133592,malt,male
19.unmapped,Paraflavitalea,9.68E-05,control,male
24.unmapped,Paraflavitalea,9.16E-05,control,fem
27.unmapped,Paraflavitalea,7.45E-05,malt,fem
20.unmapped,Paraflavitalea,7.02E-05,control,male
21.unmapped,Paraflavitalea,6.51E-05,malt,male
25.unmapped,Paraflavitalea,6.94E-05,control,fem
29.unmapped,Pseudomonas,0.000924013,malt,fem
22.unmapped,Pseudomonas,0.000765587,malt,male
19.unmapped,Pseudomonas,0.000749316,control,male
20.unmapped,Pseudomonas,0.002588779,control,male
27.unmapped,Pseudomonas,0.002012448,malt,fem
17.unmapped,Pseudomonas,0.000716774,control,male
25.unmapped,Pseudomonas,0.000685089,control,fem
21.unmapped,Pseudomonas,0.000363953,malt,male
18.unmapped,Pseudomonas,0.000579756,control,male
24.unmapped,Pseudomonas,0.000416191,control,fem
23.unmapped,Pseudomonas,0.000375086,malt,male
26.unmapped,Pseudomonas,0.000695365,control,fem
28.unmapped,Pseudomonas,0.000748459,malt,fem
27.unmapped,Pseudomonas,0.000116465,malt,fem
26.unmapped,Pseudomonas,0.000102763,control,fem
26.unmapped,Pseudomonas,4.54E-05,control,fem
24.unmapped,Pseudomonas,0.000410197,control,fem
20.unmapped,Pseudomonas,0.00043075,control,male
28.unmapped,Pseudomonas,0.000178979,malt,fem
29.unmapped,Pseudomonas,0.000124172,malt,fem
28.unmapped,Pseudomonas,0.000155858,malt,fem
20.unmapped,Pseudomonas,4.88E-05,control,male
18.unmapped,Pseudomonas,0.000112183,control,male
19.unmapped,Pseudomonas,0.000146438,control,male
27.unmapped,Pseudomonas,0.000139587,malt,fem
23.unmapped,Pseudomonas,5.99E-05,malt,male
17.unmapped,Pseudomonas,0.0001413,control,male
26.unmapped,Pseudomonas,6.68E-05,control,fem
24.unmapped,Pseudomonas,6.94E-05,control,fem
22.unmapped,Pseudomonas,0.000106189,malt,male
26.unmapped,Pseudomonas,6.94E-05,control,fem
26.unmapped,Pseudomonas,0.00010362,control,fem
27.unmapped,Pseudomonas,0.000106189,malt,fem
21.unmapped,Pseudomonas,4.37E-05,malt,male
22.unmapped,Pseudomonas,4.45E-05,malt,male
20.unmapped,Pseudomonas,6.68E-05,control,male
25.unmapped,Pseudomonas,0.0001413,control,fem
27.unmapped,Pseudomonas,0.000165278,malt,fem
26.unmapped,Pseudomonas,0.000170416,control,fem
21.unmapped,Pseudomonas,0.00040934,malt,male
17.unmapped,Pseudomonas,4.71E-05,control,male
19.unmapped,Pseudomonas,4.71E-05,control,male
22.unmapped,Pseudomonas,7.88E-05,malt,male
24.unmapped,Pseudomonas,0.000256052,control,fem
20.unmapped,Pseudomonas,5.14E-05,control,male
21.unmapped,Pseudomonas,0.000279174,malt,male
25.unmapped,Pseudopedobacter,5.14E-05,control,fem
19.unmapped,Pseudopedobacter,4.37E-05,control,male
29.unmapped,Pseudopedobacter,5.14E-05,malt,fem
24.unmapped,Pseudopedobacter,4.88E-05,control,fem
18.unmapped,Pseudopedobacter,5.57E-05,control,male
22.unmapped,Pseudopedobacter,7.36E-05,malt,male
28.unmapped,Pseudopedobacter,5.22E-05,malt,fem
17.unmapped,Pseudopedobacter,5.05E-05,control,male
24.unmapped,Pseudoxanthomonas,0.000144725,control,fem
25.unmapped,Pseudoxanthomonas,4.37E-05,control,fem
21.unmapped,Pseudoxanthomonas,6.17E-05,malt,male
26.unmapped,Psychrobacter,4.71E-05,control,fem
21.unmapped,Psychrobacter,5.48E-05,malt,male
17.unmapped,Psychrobacter,4.28E-05,control,male
17.unmapped,Psychrobacter,4.54E-05,control,male
29.unmapped,Psychrobacter,0.000130167,malt,fem
18.unmapped,Psychrobacter,0.000174698,control,male
28.unmapped,Psychrobacter,0.000140443,malt,fem
20.unmapped,Psychrobacter,4.28E-05,control,male
25.unmapped,Psychrobacter,7.28E-05,control,fem
26.unmapped,Psychrobacter,4.62E-05,control,fem
19.unmapped,Psychrobacter,9.25E-05,control,male
22.unmapped,Psychrobacter,7.36E-05,malt,male
17.unmapped,Psychrobacter,0.000224367,control,male
29.unmapped,Psychrobacter,0.000145581,malt,fem
23.unmapped,Psychrobacter,5.82E-05,malt,male
27.unmapped,Psychrobacter,4.20E-05,malt,fem
18.unmapped,Psychrobacter,8.91E-05,control,male
17.unmapped,Psychrobacter,6.85E-05,control,male
28.unmapped,Psychrobacter,4.97E-05,malt,fem
29.unmapped,Psychrobacter,4.62E-05,malt,fem
17.unmapped,Psychrobacter,8.05E-05,control,male
18.unmapped,Psychrobacter,7.96E-05,control,male
29.unmapped,Psychrobacter,6.25E-05,malt,fem
19.unmapped,Psychrobacter,7.96E-05,control,male
18.unmapped,Psychrobacter,6.94E-05,control,male
28.unmapped,Psychrobacter,0.00015757,malt,fem
22.unmapped,Psychrobacter,0.000178979,malt,male
22.unmapped,Ralstonia,6.17E-05,malt,male
26.unmapped,Ralstonia,0.000272323,control,fem
18.unmapped,Ralstonia,7.54E-05,control,male
24.unmapped,Ralstonia,0.000244919,control,fem
23.unmapped,Ralstonia,4.80E-05,malt,male
17.unmapped,Ralstonia,5.82E-05,control,male
21.unmapped,Ralstonia,0.000135305,malt,male
29.unmapped,Ralstonia,7.88E-05,malt,fem
19.unmapped,Ralstonia,7.71E-05,control,male
27.unmapped,Ralstonia,6.51E-05,malt,fem
20.unmapped,Ralstonia,0.000164421,control,male
25.unmapped,Ralstonia,0.00015072,control,fem
21.unmapped,Ralstonia,8.39E-05,malt,male
20.unmapped,Ralstonia,8.48E-05,control,male
18.unmapped,Ralstonia,5.22E-05,control,male
25.unmapped,Ralstonia,0.000469286,control,fem
19.unmapped,Ralstonia,4.97E-05,control,male
24.unmapped,Ralstonia,5.40E-05,control,fem
21.unmapped,Ramlibacter,0.000111327,malt,male
24.unmapped,Ramlibacter,0.000110471,control,fem
25.unmapped,Ramlibacter,0.000208952,control,fem
23.unmapped,Ramlibacter,0.000532656,malt,male
27.unmapped,Ramlibacter,0.000156714,malt,fem
28.unmapped,Ramlibacter,0.000175554,malt,fem
17.unmapped,Ramlibacter,0.000155001,control,male
20.unmapped,Ramlibacter,0.00013873,control,male
19.unmapped,Ramlibacter,0.00018583,control,male
18.unmapped,Ramlibacter,0.000153289,control,male
22.unmapped,Ramlibacter,0.000192681,malt,male
29.unmapped,Ramlibacter,0.000158427,malt,fem
26.unmapped,Ramlibacter,0.000152432,control,fem
24.unmapped,Renibacterium,5.91E-05,control,fem
23.unmapped,Rhizobacter,4.20E-05,malt,male
18.unmapped,Rhizobacter,0.000119034,control,male
19.unmapped,Rhizobacter,9.51E-05,control,male
26.unmapped,Rhizobacter,7.96E-05,control,fem
22.unmapped,Rhizobacter,0.000109614,malt,male
17.unmapped,Rhizobacter,0.000114752,control,male
25.unmapped,Rhizobacter,0.000149007,control,fem
27.unmapped,Rhizobacter,4.37E-05,malt,fem
24.unmapped,Rhizobacter,8.48E-05,control,fem
29.unmapped,Rhizobacter,0.000109614,malt,fem
20.unmapped,Rhizobacter,4.28E-05,control,male
28.unmapped,Rhizobacter,9.33E-05,malt,fem
21.unmapped,Rhizobacter,7.79E-05,malt,male
20.unmapped,Pseudorhizobium,6.77E-05,control,male
26.unmapped,Rhizorhabdus,4.45E-05,control,fem
25.unmapped,Rhizorhabdus,9.68E-05,control,fem
28.unmapped,Rhizorhabdus,4.28E-05,malt,fem
27.unmapped,Rhizorhabdus,4.71E-05,malt,fem
23.unmapped,Rhizorhabdus,0.000244919,malt,male
29.unmapped,Rhizorhabdus,4.45E-05,malt,fem
20.unmapped,Rhizorhabdus,8.73E-05,control,male
19.unmapped,Rhizorhabdus,6.08E-05,control,male
24.unmapped,Rhizorhabdus,4.71E-05,control,fem
22.unmapped,Rhizorhabdus,5.05E-05,malt,male
19.unmapped,Rhodobacter,0.000100194,control,male
17.unmapped,Rhodobacter,4.54E-05,control,male
28.unmapped,Cereibacter,0.000301439,malt,fem
23.unmapped,Cereibacter,5.99E-05,malt,male
29.unmapped,Cereibacter,0.000194394,malt,fem
17.unmapped,Cereibacter,0.000512104,control,male
24.unmapped,Cereibacter,0.000119891,control,fem
26.unmapped,Cereibacter,0.00024235,control,fem
18.unmapped,Cereibacter,0.00040934,control,male
19.unmapped,Cereibacter,0.000164421,control,male
25.unmapped,Cereibacter,0.000203814,control,fem
21.unmapped,Cereibacter,0.000155001,malt,male
22.unmapped,Cereibacter,0.00036481,malt,male
27.unmapped,Cereibacter,7.36E-05,malt,fem
20.unmapped,Cereibacter,0.000297157,control,male
21.unmapped,Rhodococcus,8.22E-05,malt,male
26.unmapped,Rhodococcus,4.71E-05,control,fem
21.unmapped,Rhodococcus,4.54E-05,malt,male
20.unmapped,Rhodococcus,4.88E-05,control,male
26.unmapped,Rhodococcus,5.65E-05,control,fem
25.unmapped,Rhodococcus,7.02E-05,control,fem
23.unmapped,Rhodococcus,0.000132736,malt,male
26.unmapped,Rhodococcus,4.80E-05,control,fem
20.unmapped,Rhodococcus,5.40E-05,control,male
21.unmapped,Rhodococcus,7.36E-05,malt,male
24.unmapped,Rhodococcus,4.97E-05,control,fem
24.unmapped,Rhodococcus,8.91E-05,control,fem
25.unmapped,Rhodococcus,4.62E-05,control,fem
21.unmapped,Rhodococcus,7.19E-05,malt,male
20.unmapped,Rhodococcus,5.74E-05,control,male
25.unmapped,Rhodococcus,7.45E-05,control,fem
24.unmapped,Rhodococcus,0.000107901,control,fem
26.unmapped,Rhodococcus,0.000152432,control,fem
20.unmapped,Rhodococcus,0.000182405,control,male
25.unmapped,Rhodococcus,7.62E-05,control,fem
21.unmapped,Rhodococcus,0.000115609,malt,male
23.unmapped,Rhodoferax,4.45E-05,malt,male
26.unmapped,Rhodoferax,4.28E-05,control,fem
17.unmapped,Rhodoferax,9.93E-05,control,male
19.unmapped,Rhodoferax,9.68E-05,control,male
18.unmapped,Rhodoferax,0.000115609,control,male
27.unmapped,Rhodoferax,5.74E-05,malt,fem
24.unmapped,Rhodoferax,5.05E-05,control,fem
22.unmapped,Rhodoferax,9.25E-05,malt,male
28.unmapped,Rhodoferax,0.000130167,malt,fem
29.unmapped,Rhodoferax,0.000121603,malt,fem
19.unmapped,Rhodoferax,6.94E-05,control,male
26.unmapped,Rhodoferax,4.54E-05,control,fem
18.unmapped,Rhodoferax,7.88E-05,control,male
22.unmapped,Rhodoferax,8.14E-05,malt,male
17.unmapped,Rhodoferax,9.76E-05,control,male
29.unmapped,Rhodoferax,7.88E-05,malt,fem
28.unmapped,Rhodoferax,0.000107901,malt,fem
20.unmapped,Rhodoferax,4.71E-05,control,male
29.unmapped,Rhodoferax,4.11E-05,malt,fem
27.unmapped,Rhodoferax,4.62E-05,malt,fem
25.unmapped,Rhodoferax,5.65E-05,control,fem
18.unmapped,Rhodoferax,4.54E-05,control,male
28.unmapped,Rhodoferax,4.54E-05,malt,fem
24.unmapped,Rhodoferax,5.40E-05,control,fem
26.unmapped,Rhodoferax,6.42E-05,control,fem
21.unmapped,Rhodoferax,5.05E-05,malt,male
20.unmapped,Rhodoferax,6.77E-05,control,male
17.unmapped,Rhodoferax,5.74E-05,control,male
22.unmapped,Rhodoferax,5.14E-05,malt,male
19.unmapped,Rhodoferax,6.68E-05,control,male
18.unmapped,Rhodoferax,5.74E-05,control,male
29.unmapped,Rhodoferax,5.31E-05,malt,fem
25.unmapped,Rhodoferax,6.77E-05,control,fem
28.unmapped,Rhodoferax,9.08E-05,malt,fem
20.unmapped,Rhodoluna,0.000399921,control,male
25.unmapped,Rhodoluna,0.000375942,control,fem
26.unmapped,Rhodoluna,0.000492408,control,fem
24.unmapped,Rhodoluna,0.00041191,control,fem
21.unmapped,Rhodoluna,0.000446164,malt,male
25.unmapped,Rhodomicrobium,0.000218372,control,fem
24.unmapped,Rhodomicrobium,4.45E-05,control,fem
29.unmapped,Rhodomicrobium,0.00011304,malt,fem
26.unmapped,Rhodomicrobium,7.36E-05,control,fem
20.unmapped,Rhodomicrobium,0.000106189,control,male
19.unmapped,Rhodomicrobium,0.000184118,control,male
23.unmapped,Rhodomicrobium,0.000665392,malt,male
22.unmapped,Rhodomicrobium,0.000117321,malt,male
20.unmapped,Rhodopirellula,5.74E-05,control,male
18.unmapped,Rhodopirellula,4.88E-05,control,male
22.unmapped,Rhodopirellula,5.65E-05,malt,male
25.unmapped,Rhodopirellula,4.37E-05,control,fem
26.unmapped,Rhodopirellula,5.65E-05,control,fem
21.unmapped,Rhodopirellula,5.57E-05,malt,male
24.unmapped,Rhodopirellula,4.97E-05,control,fem
29.unmapped,Rhodopirellula,6.17E-05,malt,fem
28.unmapped,Rhodopirellula,6.08E-05,malt,fem
17.unmapped,Rhodopirellula,6.34E-05,control,male
29.unmapped,Rhodoplanes,4.54E-05,malt,fem
17.unmapped,Rhodoplanes,5.40E-05,control,male
28.unmapped,Rhodopseudomonas,8.56E-05,malt,fem
19.unmapped,Rhodopseudomonas,4.88E-05,control,male
29.unmapped,Rhodopseudomonas,6.42E-05,malt,fem
17.unmapped,Rhodopseudomonas,8.05E-05,control,male
18.unmapped,Rhodopseudomonas,5.22E-05,control,male
20.unmapped,Rhodopseudomonas,6.25E-05,control,male
27.unmapped,Rhodopseudomonas,6.17E-05,malt,fem
24.unmapped,Rhodopseudomonas,4.11E-05,control,fem
26.unmapped,Rhodopseudomonas,0.000118178,control,fem
22.unmapped,Rhodopseudomonas,7.62E-05,malt,male
21.unmapped,Rhodopseudomonas,5.65E-05,malt,male
17.unmapped,Riemerella,4.11E-05,control,male
29.unmapped,Riemerella,4.28E-05,malt,fem
29.unmapped,Roseateles,4.45E-05,malt,fem
27.unmapped,Roseateles,4.20E-05,malt,fem
28.unmapped,Roseateles,6.17E-05,malt,fem
18.unmapped,Roseateles,6.42E-05,control,male
21.unmapped,Roseateles,5.22E-05,malt,male
17.unmapped,Roseateles,5.74E-05,control,male
22.unmapped,Roseateles,4.54E-05,malt,male
27.unmapped,Roseomonas,4.71E-05,malt,fem
21.unmapped,Roseomonas,0.000116465,malt,male
21.unmapped,Rothia,7.45E-05,malt,male
26.unmapped,Rubinisphaera,9.93E-05,control,fem
21.unmapped,Rubinisphaera,6.17E-05,malt,male
28.unmapped,Rubinisphaera,8.39E-05,malt,fem
19.unmapped,Rubinisphaera,6.42E-05,control,male
24.unmapped,Rubinisphaera,7.54E-05,control,fem
18.unmapped,Rubinisphaera,6.42E-05,control,male
22.unmapped,Rubinisphaera,7.11E-05,malt,male
20.unmapped,Rubinisphaera,8.48E-05,control,male
25.unmapped,Rubinisphaera,6.42E-05,control,fem
29.unmapped,Rubinisphaera,7.96E-05,malt,fem
17.unmapped,Rubinisphaera,7.19E-05,control,male
23.unmapped,Rubrivivax,0.000134449,malt,male
24.unmapped,Rubrivivax,0.000192681,control,fem
26.unmapped,Rubrivivax,0.000222654,control,fem
20.unmapped,Rubrivivax,0.000178979,control,male
25.unmapped,Rubrivivax,0.000262903,control,fem
19.unmapped,Rubrivivax,0.00024235,control,male
29.unmapped,Rubrivivax,0.000319423,malt,fem
17.unmapped,Rubrivivax,0.000341688,control,male
22.unmapped,Rubrivivax,0.000290306,malt,male
21.unmapped,Rubrivivax,0.000205527,malt,male
18.unmapped,Rubrivivax,0.000442739,control,male
27.unmapped,Rubrivivax,0.000142156,malt,fem
28.unmapped,Rubrivivax,0.000268041,malt,fem
26.unmapped,Ruminococcus,4.97E-05,control,fem
17.unmapped,Ruminococcus,4.45E-05,control,male
27.unmapped,Ruminococcus,4.97E-05,malt,fem
19.unmapped,Salmonella,0.001065313,control,male
24.unmapped,Salmonella,0.000560916,control,fem
25.unmapped,Salmonella,0.000377655,control,fem
21.unmapped,Salmonella,0.000220085,malt,male
26.unmapped,Salmonella,0.001117551,control,fem
27.unmapped,Salmonella,0.000352821,malt,fem
23.unmapped,Salmonella,0.000113896,malt,male
20.unmapped,Salmonella,0.000196963,control,male
22.unmapped,Salmonella,0.00056006,malt,male
29.unmapped,Salmonella,0.000960837,malt,fem
28.unmapped,Salmonella,0.000835808,malt,fem
18.unmapped,Salmonella,0.001405288,control,male
17.unmapped,Salmonella,0.000723625,control,male
28.unmapped,Sandaracinus,0.000288594,malt,fem
21.unmapped,Sandaracinus,6.17E-05,malt,male
29.unmapped,Sandaracinus,0.00017641,malt,fem
17.unmapped,Sandaracinus,0.000174698,control,male
18.unmapped,Sandaracinus,0.000190112,control,male
22.unmapped,Sandaracinus,0.000222654,malt,male
23.unmapped,Sandaracinus,6.08E-05,malt,male
20.unmapped,Sandaracinus,5.82E-05,control,male
27.unmapped,Sandaracinus,0.000111327,malt,fem
26.unmapped,Sandaracinus,4.71E-05,control,fem
25.unmapped,Sandaracinus,4.71E-05,control,fem
19.unmapped,Sandaracinus,0.00014815,control,male
24.unmapped,Sandaracinus,6.94E-05,control,fem
23.unmapped,Saprospira,4.97E-05,malt,male
22.unmapped,Saprospira,0.0001413,malt,male
18.unmapped,Saprospira,0.000115609,control,male
17.unmapped,Saprospira,0.000113896,control,male
29.unmapped,Saprospira,0.000137018,malt,fem
28.unmapped,Saprospira,0.000109614,malt,fem
24.unmapped,Saprospira,6.17E-05,control,fem
19.unmapped,Saprospira,0.00013188,control,male
20.unmapped,Saprospira,6.08E-05,control,male
21.unmapped,Saprospira,4.11E-05,malt,male
27.unmapped,Saprospira,7.45E-05,malt,fem
27.unmapped,Scytonema,4.97E-05,malt,fem
19.unmapped,Scytonema,7.96E-05,control,male
28.unmapped,Scytonema,9.76E-05,malt,fem
18.unmapped,Scytonema,7.11E-05,control,male
26.unmapped,Scytonema,0.000149863,control,fem
24.unmapped,Scytonema,0.000127598,control,fem
21.unmapped,Scytonema,0.000255196,malt,male
25.unmapped,Scytonema,0.000139587,control,fem
29.unmapped,Scytonema,6.42E-05,malt,fem
20.unmapped,Scytonema,8.91E-05,control,male
26.unmapped,Selenomonas,4.71E-05,control,fem
27.unmapped,Shewanella,4.11E-05,malt,fem
22.unmapped,Shewanella,7.79E-05,malt,male
24.unmapped,Shewanella,4.20E-05,control,fem
21.unmapped,Shewanella,6.17E-05,malt,male
26.unmapped,Shewanella,4.28E-05,control,fem
26.unmapped,Shinella,7.62E-05,control,fem
21.unmapped,Shinella,0.000112183,malt,male
28.unmapped,Shinella,5.14E-05,malt,fem
24.unmapped,Shinella,6.34E-05,control,fem
25.unmapped,Shinella,5.82E-05,control,fem
27.unmapped,Shinella,5.14E-05,malt,fem
28.unmapped,Siansivirga,4.37E-05,malt,fem
22.unmapped,Siansivirga,4.20E-05,malt,male
17.unmapped,Sideroxydans,5.40E-05,control,male
22.unmapped,Sideroxydans,6.68E-05,malt,male
18.unmapped,Sideroxydans,4.71E-05,control,male
19.unmapped,Sideroxydans,4.97E-05,control,male
29.unmapped,Sideroxydans,5.14E-05,malt,fem
28.unmapped,Sideroxydans,8.65E-05,malt,fem
29.unmapped,Simplicispira,0.000257765,malt,fem
25.unmapped,Simplicispira,0.000238068,control,fem
18.unmapped,Simplicispira,0.000329699,control,male
23.unmapped,Simplicispira,0.000266328,malt,male
17.unmapped,Simplicispira,0.000351964,control,male
26.unmapped,Simplicispira,0.00030829,control,fem
27.unmapped,Simplicispira,0.000140443,malt,fem
20.unmapped,Simplicispira,0.000112183,control,male
28.unmapped,Simplicispira,0.000338263,malt,fem
19.unmapped,Simplicispira,0.00020467,control,male
22.unmapped,Simplicispira,0.000288594,malt,male
21.unmapped,Simplicispira,8.22E-05,malt,male
24.unmapped,Simplicispira,0.000172985,control,fem
29.unmapped,Singulisphaera,6.17E-05,malt,fem
19.unmapped,Singulisphaera,4.45E-05,control,male
28.unmapped,Singulisphaera,7.45E-05,malt,fem
18.unmapped,Singulisphaera,6.17E-05,control,male
17.unmapped,Singulisphaera,6.94E-05,control,male
27.unmapped,Singulisphaera,4.71E-05,malt,fem
22.unmapped,Singulisphaera,9.51E-05,malt,male
25.unmapped,Sneathia,4.62E-05,control,fem
25.unmapped,Solimonas,0.000137874,control,fem
20.unmapped,Solimonas,4.37E-05,control,male
21.unmapped,Solimonas,4.97E-05,malt,male
22.unmapped,Sorangium,0.000549784,malt,male
24.unmapped,Sorangium,0.000107901,control,fem
19.unmapped,Sorangium,0.00087777,control,male
27.unmapped,Sorangium,0.000240637,malt,fem
28.unmapped,Sorangium,0.000446164,malt,fem
23.unmapped,Sorangium,0.000134449,malt,male
20.unmapped,Sorangium,8.91E-05,control,male
25.unmapped,Sorangium,0.000123316,control,fem
18.unmapped,Sorangium,0.000366522,control,male
17.unmapped,Sorangium,0.000417904,control,male
21.unmapped,Sorangium,8.99E-05,malt,male
29.unmapped,Sorangium,0.000445308,malt,fem
26.unmapped,Sorangium,8.39E-05,control,fem
24.unmapped,Sphingobacterium,9.76E-05,control,fem
20.unmapped,Sphingobacterium,7.71E-05,control,male
28.unmapped,Sphingobacterium,0.00015072,malt,fem
26.unmapped,Sphingobacterium,5.31E-05,control,fem
29.unmapped,Sphingobacterium,0.000104476,malt,fem
22.unmapped,Sphingobacterium,0.000167847,malt,male
18.unmapped,Sphingobacterium,0.00012246,control,male
27.unmapped,Sphingobacterium,7.28E-05,malt,fem
19.unmapped,Sphingobacterium,0.000109614,control,male
21.unmapped,Sphingobacterium,9.08E-05,malt,male
17.unmapped,Sphingobacterium,0.000137018,control,male
25.unmapped,Sphingobacterium,5.05E-05,control,fem
18.unmapped,Sphingobacterium,6.08E-05,control,male
29.unmapped,Sphingobacterium,6.94E-05,malt,fem
22.unmapped,Sphingobacterium,6.51E-05,malt,male
28.unmapped,Sphingobacterium,4.11E-05,malt,fem
17.unmapped,Sphingobacterium,6.59E-05,control,male
26.unmapped,Sphingobium,0.000118178,control,fem
20.unmapped,Sphingobium,4.54E-05,control,male
22.unmapped,Sphingobium,4.62E-05,malt,male
22.unmapped,Sphingobium,5.14E-05,malt,male
17.unmapped,Sphingobium,5.14E-05,control,male
